DIDE_CODE,vaccine_type,vaccine_scenario,clin_cases_averted_upper,clin_cases_averted_lower,sev_cases_averted_upper,sev_cases_averted_lower,deaths_averted_upper,deaths_averted_lower,num_vacc_doses_upper,num_vacc_doses_lower,ISO
100183,4_dose,reduced_coverage_lower,16790,5180,627,188,100,30,103729,99935,BDI
100183,4_dose,reduced_coverage,17787,5543,650,194,103,31,103729,99935,BDI
100183,4_dose,reduced_coverage_upper,18495,5853,686,209,109,33,103729,99935,BDI
100183,3_dose,full_coverage,15422,4806,585,172,93,27,82319,78530,BDI
100183,4_dose,full_coverage,19975,6471,759,220,121,35,103729,99935,BDI
100184,3_dose,reduced_coverage,11357,2353,533,125,85,20,110505,106209,BDI
100184,4_dose,reduced_coverage_lower,13187,2963,624,150,99,24,139626,134955,BDI
100184,4_dose,reduced_coverage,13704,2990,661,161,105,26,139626,134955,BDI
100184,4_dose,reduced_coverage_upper,14404,3194,691,171,110,27,139626,134955,BDI
100184,3_dose,full_coverage,11893,2486,574,132,91,21,110505,106209,BDI
100184,4_dose,full_coverage,15690,3548,745,193,118,31,139626,134955,BDI
100185,3_dose,reduced_coverage,27487,8956,919,280,146,44,125808,119894,BDI
100185,4_dose,reduced_coverage_lower,32560,11019,1061,320,169,51,158418,152473,BDI
100185,4_dose,reduced_coverage,34737,11465,1089,356,173,57,158418,152473,BDI
100185,4_dose,reduced_coverage_upper,36094,12200,1159,366,184,58,158418,152473,BDI
100185,3_dose,full_coverage,30588,10182,1021,315,162,50,125808,119894,BDI
100185,4_dose,full_coverage,39003,13535,1288,418,204,66,158418,152473,BDI
100186,3_dose,reduced_coverage,5675,1021,290,58,46,9,68818,65908,BDI
100186,4_dose,reduced_coverage_lower,6734,1206,336,72,53,11,86832,83952,BDI
100186,4_dose,reduced_coverage,7227,1294,365,78,58,12,86832,83952,BDI
100186,4_dose,reduced_coverage_upper,7475,1362,378,84,60,13,86832,83952,BDI
100186,3_dose,full_coverage,6193,1122,317,62,50,10,68818,65908,BDI
100186,4_dose,full_coverage,8129,1590,417,92,66,15,86832,83952,BDI
100187,3_dose,reduced_coverage,2594,385,145,25,23,4,41344,39755,BDI
100187,4_dose,reduced_coverage_lower,3109,455,173,30,27,5,52163,50433,BDI
100187,4_dose,reduced_coverage,3221,478,181,33,29,5,52163,50433,BDI
100187,4_dose,reduced_coverage_upper,3421,537,190,34,30,5,52163,50433,BDI
100187,3_dose,full_coverage,2860,396,166,26,26,4,41344,39755,BDI
100187,4_dose,full_coverage,3714,564,210,37,33,6,52163,50433,BDI
100188,3_dose,reduced_coverage,25852,7688,929,270,148,43,131242,125503,BDI
100188,4_dose,reduced_coverage_lower,30804,9654,1073,328,170,52,165820,159335,BDI
100188,4_dose,reduced_coverage,32674,10252,1134,336,180,53,165820,159335,BDI
100188,4_dose,reduced_coverage_upper,34020,11093,1171,357,186,57,165820,159335,BDI
100188,3_dose,full_coverage,29259,9205,987,307,157,49,131242,125503,BDI
100188,4_dose,full_coverage,37526,12259,1299,403,206,64,165820,159335,BDI
100189,3_dose,reduced_coverage,1736,276,91,18,14,3,21762,20841,BDI
100189,4_dose,reduced_coverage_lower,2043,357,105,23,17,4,27462,26542,BDI
100189,4_dose,reduced_coverage,2134,367,111,22,18,4,27462,26542,BDI
100189,4_dose,reduced_coverage_upper,2229,401,119,25,19,4,27462,26542,BDI
100189,3_dose,full_coverage,1895,340,99,20,16,3,21762,20841,BDI
100189,4_dose,full_coverage,2409,458,126,27,20,4,27462,26542,BDI
100190,3_dose,reduced_coverage,20921,5839,816,226,130,36,132017,125802,BDI
100190,4_dose,reduced_coverage_lower,24381,7237,931,265,148,42,165934,159616,BDI
100190,4_dose,reduced_coverage,25242,7631,986,284,157,45,165934,159616,BDI
100190,4_dose,reduced_coverage_upper,26408,8071,1042,294,165,47,165934,159616,BDI
100190,3_dose,full_coverage,21458,6559,850,246,135,39,132017,125802,BDI
100190,4_dose,full_coverage,28993,8975,1120,322,178,51,165934,159616,BDI
100191,3_dose,reduced_coverage,8556,2205,351,94,56,15,63716,61003,BDI
100191,4_dose,reduced_coverage_lower,10188,2622,422,111,67,18,80418,77708,BDI
100191,4_dose,reduced_coverage,10618,2796,437,118,69,19,80418,77708,BDI
100191,4_dose,reduced_coverage_upper,11009,2914,463,124,73,20,80418,77708,BDI
100191,3_dose,full_coverage,9114,2403,389,102,62,16,63716,61003,BDI
100191,4_dose,full_coverage,12034,3265,502,137,80,22,80418,77708,BDI
100192,3_dose,reduced_coverage,15453,4497,576,163,91,26,84178,80126,BDI
100192,4_dose,reduced_coverage_lower,17919,5713,661,196,105,31,105980,101998,BDI
100192,4_dose,reduced_coverage,18803,6111,696,206,110,33,105980,101998,BDI
100192,4_dose,reduced_coverage_upper,19932,6313,726,228,115,36,105980,101998,BDI
100192,3_dose,full_coverage,16667,5176,624,187,99,30,84178,80126,BDI
100192,4_dose,full_coverage,21734,7062,797,239,127,38,105980,101998,BDI
100196,3_dose,reduced_coverage,28609,11388,785,279,142,50,101938,96604,BEN
100196,4_dose,reduced_coverage_lower,34366,13945,900,332,162,60,128861,123184,BEN
100196,4_dose,reduced_coverage,35897,14752,947,356,171,64,128861,123184,BEN
100196,4_dose,reduced_coverage_upper,38016,15596,993,369,179,67,128861,123184,BEN
100196,3_dose,full_coverage,35183,14486,947,335,171,60,101938,96604,BEN
100196,4_dose,full_coverage,46529,19060,1201,459,216,83,128861,123184,BEN
100197,3_dose,reduced_coverage,27384,10703,807,256,146,46,105091,99652,BEN
100197,4_dose,reduced_coverage_lower,32473,13021,921,315,166,57,132544,127194,BEN
100197,4_dose,reduced_coverage,33516,13684,963,332,174,60,132544,127194,BEN
100197,4_dose,reduced_coverage_upper,35203,14844,1001,340,180,61,132544,127194,BEN
100197,3_dose,full_coverage,32690,12940,963,314,174,57,105091,99652,BEN
100197,4_dose,full_coverage,42425,17859,1207,415,217,75,132544,127194,BEN
100198,3_dose,reduced_coverage,54024,20243,1570,494,283,89,220407,209305,BEN
100198,4_dose,reduced_coverage_lower,61445,23988,1801,601,325,108,278246,266340,BEN
100198,4_dose,reduced_coverage,65700,25463,1885,618,340,111,278246,266340,BEN
100198,4_dose,reduced_coverage_upper,69552,27154,1932,655,348,118,278246,266340,BEN
100198,3_dose,full_coverage,61969,23960,1852,596,334,107,220407,209305,BEN
100198,4_dose,full_coverage,81799,32553,2335,798,421,144,278246,266340,BEN
100199,3_dose,reduced_coverage,38168,14870,1131,348,204,63,143870,136151,BEN
100199,4_dose,reduced_coverage_lower,44820,17894,1307,422,236,76,181336,173767,BEN
100199,4_dose,reduced_coverage,46446,19036,1333,452,240,81,181336,173767,BEN
100199,4_dose,reduced_coverage_upper,47965,20296,1401,457,253,82,181336,173767,BEN
100199,3_dose,full_coverage,44520,19102,1350,440,243,79,143870,136151,BEN
100199,4_dose,full_coverage,59717,25719,1696,579,306,104,181336,173767,BEN
100200,3_dose,reduced_coverage,27741,10579,769,257,139,46,105271,99677,BEN
100200,4_dose,reduced_coverage_lower,32776,12910,876,306,158,55,132791,127274,BEN
100200,4_dose,reduced_coverage,35057,14076,921,324,166,58,132791,127274,BEN
100200,4_dose,reduced_coverage_upper,36413,14434,969,334,175,60,132791,127274,BEN
100200,3_dose,full_coverage,34929,13607,937,315,169,57,105271,99677,BEN
100200,4_dose,full_coverage,43683,17972,1181,410,213,74,132791,127274,BEN
100201,3_dose,reduced_coverage,22515,9293,572,183,103,33,67159,63252,BEN
100201,4_dose,reduced_coverage_lower,26302,11352,667,215,120,39,84642,80609,BEN
100201,4_dose,reduced_coverage,27978,12243,684,227,123,41,84642,80609,BEN
100201,4_dose,reduced_coverage_upper,28797,12900,711,231,128,42,84642,80609,BEN
100201,3_dose,full_coverage,27185,11953,665,206,120,37,67159,63252,BEN
100201,4_dose,full_coverage,36318,16570,836,299,151,54,84642,80609,BEN
100202,3_dose,reduced_coverage,36242,16310,893,279,161,50,107318,101010,BEN
100202,4_dose,reduced_coverage_lower,43776,19754,1011,359,182,65,135364,129072,BEN
100202,4_dose,reduced_coverage,45461,21272,1074,373,194,67,135364,129072,BEN
100202,4_dose,reduced_coverage_upper,48995,22208,1117,391,201,71,135364,129072,BEN
100202,3_dose,full_coverage,43551,20134,1047,348,189,63,107318,101010,BEN
100202,4_dose,full_coverage,57481,28192,1304,467,235,84,135364,129072,BEN
100203,3_dose,reduced_coverage,3138,786,134,34,24,6,29661,28349,BEN
100203,4_dose,reduced_coverage_lower,3790,967,159,41,29,7,37497,36160,BEN
100203,4_dose,reduced_coverage,3920,1052,170,45,31,8,37497,36160,BEN
100203,4_dose,reduced_coverage_upper,4094,1091,181,46,33,8,37497,36160,BEN
100203,3_dose,full_coverage,3861,1018,161,43,29,8,29661,28349,BEN
100203,4_dose,full_coverage,5036,1338,214,58,39,10,37497,36160,BEN
100204,3_dose,reduced_coverage,23490,10620,581,161,105,29,65048,61445,BEN
100204,4_dose,reduced_coverage_lower,28934,12921,643,201,116,36,82457,78436,BEN
100204,4_dose,reduced_coverage,30270,13444,668,219,120,39,82457,78436,BEN
100204,4_dose,reduced_coverage_upper,31352,14478,697,220,126,40,82457,78436,BEN
100204,3_dose,full_coverage,28990,13315,691,206,125,37,65048,61445,BEN
100204,4_dose,full_coverage,38639,17664,837,276,151,50,82457,78436,BEN
100205,3_dose,reduced_coverage,23789,6690,836,235,151,42,136407,130069,BEN
100205,4_dose,reduced_coverage_lower,27594,8252,963,283,174,51,172364,166024,BEN
100205,4_dose,reduced_coverage,29133,9195,999,303,180,55,172364,166024,BEN
100205,4_dose,reduced_coverage_upper,30300,9027,1026,315,185,57,172364,166024,BEN
100205,3_dose,full_coverage,28226,8338,987,290,178,52,136407,130069,BEN
100205,4_dose,full_coverage,36663,11542,1261,384,227,69,172364,166024,BEN
100206,3_dose,reduced_coverage,16220,5682,515,156,93,28,79880,75939,BEN
100206,4_dose,reduced_coverage_lower,19231,6909,619,193,112,35,100925,96766,BEN
100206,4_dose,reduced_coverage,20249,7215,643,199,116,36,100925,96766,BEN
100206,4_dose,reduced_coverage_upper,21008,7485,664,210,120,38,100925,96766,BEN
100206,3_dose,full_coverage,19335,6781,629,193,113,35,79880,75939,BEN
100206,4_dose,full_coverage,25503,9314,801,258,144,47,100925,96766,BEN
100207,3_dose,reduced_coverage,29532,10903,849,269,153,49,114136,108230,BEN
100207,4_dose,reduced_coverage_lower,34006,13396,936,319,169,57,144337,138302,BEN
100207,4_dose,reduced_coverage,35516,14046,993,333,179,60,144337,138302,BEN
100207,4_dose,reduced_coverage_upper,38757,14881,1044,351,188,63,144337,138302,BEN
100207,3_dose,full_coverage,35000,13574,1001,308,180,56,114136,108230,BEN
100207,4_dose,full_coverage,45730,18405,1250,425,225,77,144337,138302,BEN
100211,3_dose,reduced_coverage,121903,58476,2621,647,434,107,257729,244395,BFA
100211,4_dose,reduced_coverage_lower,140347,69511,2968,842,491,139,325287,311809,BFA
100211,4_dose,reduced_coverage,148452,73021,3036,904,503,150,325287,311809,BFA
100211,4_dose,reduced_coverage_upper,153436,77943,3200,961,530,159,325287,311809,BFA
100211,3_dose,full_coverage,130891,64634,2908,755,481,125,257729,244395,BFA
100211,4_dose,full_coverage,169024,87778,3512,1079,581,179,325287,311809,BFA
100212,3_dose,reduced_coverage,35634,16640,866,282,143,47,97343,92503,BFA
100212,4_dose,reduced_coverage_lower,41948,20446,973,350,161,58,122972,117844,BFA
100212,4_dose,reduced_coverage,45079,21341,1023,368,169,61,122972,117844,BFA
100212,4_dose,reduced_coverage_upper,47313,22199,1058,390,175,65,122972,117844,BFA
100212,3_dose,full_coverage,40073,18478,934,324,155,54,97343,92503,BFA
100212,4_dose,full_coverage,51457,24930,1139,433,189,72,122972,117844,BFA
100213,3_dose,reduced_coverage,37062,9940,1679,430,278,71,328920,315899,BFA
100213,4_dose,reduced_coverage_lower,43058,12493,1958,526,324,87,415952,401018,BFA
100213,4_dose,reduced_coverage,46845,12778,2040,544,338,90,415952,401018,BFA
100213,4_dose,reduced_coverage_upper,48666,13766,2159,583,357,96,415952,401018,BFA
100213,3_dose,full_coverage,39730,11142,1845,486,305,80,328920,315899,BFA
100213,4_dose,full_coverage,51420,15250,2366,637,392,105,415952,401018,BFA
100214,3_dose,reduced_coverage,74121,32075,1824,593,302,98,203374,193825,BFA
100214,4_dose,reduced_coverage_lower,84991,39417,2092,719,346,119,256509,246183,BFA
100214,4_dose,reduced_coverage,90665,39780,2130,763,353,126,256509,246183,BFA
100214,4_dose,reduced_coverage_upper,94171,43699,2247,817,372,135,256509,246183,BFA
100214,3_dose,full_coverage,78881,35521,1996,660,330,109,203374,193825,BFA
100214,4_dose,full_coverage,102780,48225,2426,917,402,152,256509,246183,BFA
100215,3_dose,reduced_coverage,78430,38090,1971,603,326,100,209804,199415,BFA
100215,4_dose,reduced_coverage_lower,93969,46361,2204,776,365,129,264642,254800,BFA
100215,4_dose,reduced_coverage,98092,49136,2288,787,379,130,264642,254800,BFA
100215,4_dose,reduced_coverage_upper,101310,50743,2371,841,393,139,264642,254800,BFA
100215,3_dose,full_coverage,88093,42602,2105,689,348,114,209804,199415,BFA
100215,4_dose,full_coverage,114144,57089,2598,972,430,161,264642,254800,BFA
100216,3_dose,reduced_coverage,73010,32964,1808,629,299,104,208238,198563,BFA
100216,4_dose,reduced_coverage_lower,85280,40053,2038,735,337,122,262859,252806,BFA
100216,4_dose,reduced_coverage,90473,43672,2147,791,355,131,262859,252806,BFA
100216,4_dose,reduced_coverage_upper,95075,44964,2226,840,368,139,262859,252806,BFA
100216,3_dose,full_coverage,80578,36766,1933,670,320,111,208238,198563,BFA
100216,4_dose,full_coverage,101681,49040,2426,905,402,150,262859,252806,BFA
100217,3_dose,reduced_coverage,32023,13874,911,306,151,51,115320,110083,BFA
100217,4_dose,reduced_coverage_lower,38431,17259,1065,363,176,60,145585,140083,BFA
100217,4_dose,reduced_coverage,40625,18140,1113,397,184,66,145585,140083,BFA
100217,4_dose,reduced_coverage_upper,42537,19167,1181,403,195,67,145585,140083,BFA
100217,3_dose,full_coverage,35545,15648,973,340,161,56,115320,110083,BFA
100217,4_dose,full_coverage,47193,21356,1258,461,208,76,145585,140083,BFA
100218,3_dose,reduced_coverage,95077,45108,2105,592,348,98,213988,203100,BFA
100218,4_dose,reduced_coverage_lower,109226,54748,2367,723,392,120,270415,258374,BFA
100218,4_dose,reduced_coverage,116488,59283,2509,760,415,126,270415,258374,BFA
100218,4_dose,reduced_coverage_upper,122113,60900,2530,809,419,134,270415,258374,BFA
100218,3_dose,full_coverage,104875,51546,2323,655,385,108,213988,203100,BFA
100218,4_dose,full_coverage,133105,70039,2909,868,482,144,270415,258374,BFA
100219,3_dose,reduced_coverage,86935,39167,2273,815,376,135,265452,253378,BFA
100219,4_dose,reduced_coverage_lower,102257,48710,2564,922,425,153,335042,322222,BFA
100219,4_dose,reduced_coverage,108513,49780,2673,1027,443,170,335042,322222,BFA
100219,4_dose,reduced_coverage_upper,112277,53014,2751,1046,455,173,335042,322222,BFA
100219,3_dose,full_coverage,94672,44008,2409,875,399,145,265452,253378,BFA
100219,4_dose,full_coverage,125604,58977,3042,1162,503,192,335042,322222,BFA
100220,3_dose,reduced_coverage,77025,37781,1886,610,312,101,210495,200418,BFA
100220,4_dose,reduced_coverage_lower,92141,44878,2154,753,357,125,265380,254991,BFA
100220,4_dose,reduced_coverage,95320,47074,2163,815,358,135,265380,254991,BFA
