ISO,vaccine_type,vaccine_scenario,clin_cases_averted_upper,sev_cases_averted_upper,deaths_averted_upper,num_vacc_doses_upper,clin_cases_averted_lower,sev_cases_averted_lower,deaths_averted_lower,num_vacc_doses_lower
BFA,3_dose,reduced_coverage_upper,615705,18407,2375,2397270,258678,5780,747,2286240
BFA,4_dose,full_coverage,796200,23455,3025,2898302,355631,7818,1007,2779869
BFA,4_dose,reduced_coverage,700097,20635,2662,2898302,314479,6969,900,2779869
BFA,4_dose,reduced_coverage_lower,679857,20106,2592,2898302,300276,6651,859,2779869
BFA,4_dose,reduced_coverage_upper,722325,21253,2741,2898302,331425,7186,927,2779869
CAF,3_dose,full_coverage,114944,3889,504,488781,38262,1128,146,462657
CAF,3_dose,reduced_coverage,60065,2040,264,488781,13303,371,46,462657
CAF,3_dose,reduced_coverage_lower,60065,2040,264,488781,13303,371,46,462657
CAF,3_dose,reduced_coverage_upper,60065,2040,264,488781,13303,371,46,462657
CAF,4_dose,full_coverage,136279,4525,582,590584,47881,1370,176,564986
CAF,4_dose,reduced_coverage,67304,2257,291,590584,16911,490,62,564986
CAF,4_dose,reduced_coverage_lower,65758,2235,290,590584,16100,467,60,564986
CAF,4_dose,reduced_coverage_upper,68088,2306,297,590584,18634,529,68,564986
CIV,3_dose,full_coverage,454364,16901,2180,2569639,148013,4654,599,2460326
CIV,3_dose,reduced_coverage,385297,14355,1850,2569639,117821,3801,489,2460326
CIV,3_dose,reduced_coverage_lower,385297,14355,1850,2569639,117821,3801,489,2460326
CIV,3_dose,reduced_coverage_upper,385297,14355,1850,2569639,117821,3801,489,2460326
CIV,4_dose,full_coverage,549190,19917,2570,3114160,186457,5710,737,2996637
CIV,4_dose,reduced_coverage,452963,16555,2135,3114160,148951,4558,588,2996637
CIV,4_dose,reduced_coverage_lower,434282,15998,2065,3114160,140389,4358,562,2996637
CIV,4_dose,reduced_coverage_upper,467093,16877,2178,3114160,155985,4754,614,2996637
CMR,3_dose,full_coverage,165057,8865,1142,2714033,23620,1241,159,2583115
CMR,3_dose,reduced_coverage,145875,7734,999,2714033,17027,1070,139,2583115
CMR,3_dose,reduced_coverage_lower,145875,7734,999,2714033,17027,1070,139,2583115
CMR,3_dose,reduced_coverage_upper,145875,7734,999,2714033,17027,1070,139,2583115
CMR,4_dose,full_coverage,195555,10344,1335,3282428,27461,1597,205,3152185
CMR,4_dose,reduced_coverage,168963,8879,1145,3282428,22968,1287,167,3152185
CMR,4_dose,reduced_coverage_lower,159773,8499,1097,3282428,21233,1259,162,3152185
CMR,4_dose,reduced_coverage_upper,173264,9034,1166,3282428,25141,1374,177,3152185
COD,3_dose,full_coverage,2079554,71660,9242,10128381,711270,20666,2664,9670844
COD,3_dose,reduced_coverage,1685555,58990,7610,10128381,560628,15876,2048,9670844
COD,3_dose,reduced_coverage_lower,1685555,58990,7610,10128381,560628,15876,2048,9670844
COD,3_dose,reduced_coverage_upper,1685555,58990,7610,10128381,560628,15876,2048,9670844
COD,4_dose,full_coverage,2486682,83982,10833,12216808,894982,25158,3246,11744787
COD,4_dose,reduced_coverage,1948185,66812,8618,12216808,680416,19001,2450,11744787
COD,4_dose,reduced_coverage_lower,1875405,64841,8362,12216808,643046,17901,2310,11744787
COD,4_dose,reduced_coverage_upper,2009388,69144,8922,12216808,716296,19679,2539,11744787
COG,3_dose,full_coverage,48286,2480,319,553816,8403,495,64,528832
COG,3_dose,reduced_coverage,34423,1775,228,553816,4910,282,37,528832
COG,3_dose,reduced_coverage_lower,34423,1775,228,553816,4910,282,37,528832
COG,3_dose,reduced_coverage_upper,34423,1775,228,553816,4910,282,37,528832
COG,4_dose,full_coverage,58300,2942,378,669847,10442,599,76,645109
COG,4_dose,reduced_coverage,38991,1998,259,669847,6133,364,46,645109
COG,4_dose,reduced_coverage_lower,37910,1956,252,669847,5645,332,43,645109
COG,4_dose,reduced_coverage_upper,40782,2069,268,669847,6534,386,51,645109
GAB,3_dose,full_coverage,995,75,8,155605,-223,-17,-1,147756
GAB,3_dose,reduced_coverage,838,69,7,155605,-259,-20,-1,147756
GAB,3_dose,reduced_coverage_lower,838,69,7,155605,-259,-20,-1,147756
GAB,3_dose,reduced_coverage_upper,838,69,7,155605,-259,-20,-1,147756
GAB,4_dose,full_coverage,1099,89,10,188718,-192,-15,-1,180817
GAB,4_dose,reduced_coverage,899,70,8,188718,-252,-20,-1,180817
GAB,4_dose,reduced_coverage_lower,931,69,7,188718,-241,-20,-1,180817
GAB,4_dose,reduced_coverage_upper,944,76,8,188718,-239,-19,-1,180817
GHA,3_dose,full_coverage,822713,22133,2856,2401946,374085,6364,820,2279892
GHA,3_dose,reduced_coverage,826961,22267,2872,2401946,375155,6515,840,2279892
GHA,3_dose,reduced_coverage_lower,826961,22267,2872,2401946,375155,6515,840,2279892
GHA,3_dose,reduced_coverage_upper,826961,22267,2872,2401946,375155,6515,840,2279892
GHA,4_dose,full_coverage,996808,25657,3309,2913806,463258,8160,1052,2789290
GHA,4_dose,reduced_coverage,953556,25019,3227,2913806,445128,7719,996,2789290
GHA,4_dose,reduced_coverage_lower,929144,24213,3123,2913806,418120,7280,940,2789290
GHA,4_dose,reduced_coverage_upper,995816,25614,3304,2913806,459855,7967,1028,2789290
GIN,3_dose,full_coverage,484417,13497,1742,1412864,218160,3539,458,1342915
GIN,3_dose,reduced_coverage,244418,6475,835,1412864,74078,1150,147,1342915
GIN,3_dose,reduced_coverage_lower,244418,6475,835,1412864,74078,1150,147,1342915
GIN,3_dose,reduced_coverage_upper,244418,6475,835,1412864,74078,1150,147,1342915
GIN,4_dose,full_coverage,581107,15127,1951,1710003,269678,4309,556,1634567
GIN,4_dose,reduced_coverage,269474,7190,926,1710003,95660,1407,180,1634567
GIN,4_dose,reduced_coverage_lower,278355,7062,910,1710003,77179,1158,148,1634567
GIN,4_dose,reduced_coverage_upper,275254,7354,949,1710003,103823,1476,191,1634567
GNQ,3_dose,full_coverage,10389,413,54,63581,2501,102,13,59631
GNQ,3_dose,reduced_coverage,3735,164,21,63581,-405,-23,-3,59631
GNQ,3_dose,reduced_coverage_lower,3735,164,21,63581,-405,-23,-3,59631
GNQ,3_dose,reduced_coverage_upper,3735,164,21,63581,-405,-23,-3,59631
GNQ,4_dose,full_coverage,12435,489,62,76717,3208,131,18,72633
GNQ,4_dose,reduced_coverage,3960,168,22,76717,-79,-8,-1,72633
GNQ,4_dose,reduced_coverage_lower,4023,172,23,76717,-149,-9,0,72633
GNQ,4_dose,reduced_coverage_upper,4137,179,23,76717,-12,-5,-1,72633
KEN,3_dose,full_coverage,218545,11373,1466,4047005,35785,1518,195,3873571
KEN,3_dose,reduced_coverage,182467,9501,1226,4047005,27273,1050,135,3873571
KEN,3_dose,reduced_coverage_lower,182467,9501,1226,4047005,27273,1050,135,3873571
KEN,3_dose,reduced_coverage_upper,182467,9501,1226,4047005,27273,1050,135,3873571
KEN,4_dose,full_coverage,263761,13469,1739,4906902,45945,1997,254,4728046
KEN,4_dose,reduced_coverage,212723,10952,1413,4906902,34591,1390,179,4728046
KEN,4_dose,reduced_coverage_lower,202257,10565,1365,4906902,32850,1330,171,4728046
KEN,4_dose,reduced_coverage_upper,222494,11205,1445,4906902,36275,1436,183,4728046
LBR,3_dose,full_coverage,68265,2912,376,491340,17516,731,94,468621
LBR,3_dose,reduced_coverage,60121,2561,331,491340,14717,620,82,468621
LBR,3_dose,reduced_coverage_lower,60121,2561,331,491340,14717,620,82,468621
LBR,3_dose,reduced_coverage_upper,60121,2561,331,491340,14717,620,82,468621
LBR,4_dose,full_coverage,82294,3453,446,596116,22120,897,114,572056
LBR,4_dose,reduced_coverage,68564,2954,382,596116,18028,750,98,572056
LBR,4_dose,reduced_coverage_lower,67319,2823,365,596116,17297,704,91,572056
LBR,4_dose,reduced_coverage_upper,72190,3028,390,596116,18360,768,99,572056
MLI,3_dose,full_coverage,562137,19412,2503,2867199,224572,5996,773,2753889
MLI,3_dose,reduced_coverage,385903,13116,1690,2867199,139005,3752,485,2753889
MLI,3_dose,reduced_coverage_lower,385903,13116,1690,2867199,139005,3752,485,2753889
MLI,3_dose,reduced_coverage_upper,385903,13116,1690,2867199,139005,3752,485,2753889
MLI,4_dose,full_coverage,661520,22549,2910,3460299,274804,7274,939,3343404
MLI,4_dose,reduced_coverage,444530,14795,1907,3460299,168137,4566,589,3343404
MLI,4_dose,reduced_coverage_lower,421880,14257,1840,3460299,158461,4246,548,3343404
MLI,4_dose,reduced_coverage_upper,449072,15238,1966,3460299,171616,4620,596,3343404
MOZ,3_dose,full_coverage,959534,29918,3860,3487798,402894,8712,1126,3329537
MOZ,3_dose,reduced_coverage,799326,24667,3181,3487798,329403,6876,887,3329537
MOZ,3_dose,reduced_coverage_lower,799326,24667,3181,3487798,329403,6876,887,3329537
MOZ,3_dose,reduced_coverage_upper,799326,24667,3181,3487798,329403,6876,887,3329537
MOZ,4_dose,full_coverage,1163599,34931,4507,4218687,509586,10805,1394,4056312
MOZ,4_dose,reduced_coverage,901746,27543,3552,4218687,397792,8324,1074,4056312
MOZ,4_dose,reduced_coverage_lower,885274,26594,3431,4218687,369319,7894,1018,4056312
MOZ,4_dose,reduced_coverage_upper,949667,28290,3648,4218687,415229,8402,1083,4056312
MWI,3_dose,full_coverage,370435,15692,2023,2257995,111533,4328,557,2165522
MWI,3_dose,reduced_coverage,332259,14017,1807,2257995,96024,3770,487,2165522
MWI,3_dose,reduced_coverage_lower,332259,14017,1807,2257995,96024,3770,487,2165522
MWI,3_dose,reduced_coverage_upper,332259,14017,1807,2257995,96024,3770,487,2165522
MWI,4_dose,full_coverage,447856,18678,2412,2731908,140319,5358,694,2635490
MWI,4_dose,reduced_coverage,390925,16121,2078,2731908,114500,4473,578,2635490
MWI,4_dose,reduced_coverage_lower,372934,15603,2012,2731908,111249,4329,560,2635490
MWI,4_dose,reduced_coverage_upper,402887,16497,2127,2731908,120122,4714,609,2635490
NAM,3_dose,full_coverage,7,1,0,19229,-9,-1,0,18194
NAM,3_dose,reduced_coverage,7,1,0,19229,-7,-1,0,18194
NAM,3_dose,reduced_coverage_lower,7,1,0,19229,-7,-1,0,18194
NAM,3_dose,reduced_coverage_upper,7,1,0,19229,-7,-1,0,18194
NAM,4_dose,full_coverage,6,1,0,23304,-6,-1,0,22297
NAM,4_dose,reduced_coverage,6,1,0,23304,-6,-1,0,22297
NAM,4_dose,reduced_coverage_lower,7,1,0,23304,-5,0,0,22297
NAM,4_dose,reduced_coverage_upper,6,1,0,23304,-6,-1,0,22297
NER,3_dose,full_coverage,464208,21521,2776,3830364,141714,5504,709,3675718
NER,3_dose,reduced_coverage,384910,17633,2274,3830364,106168,4390,566,3675718
NER,3_dose,reduced_coverage_lower,384910,17633,2274,3830364,106168,4390,566,3675718
NER,3_dose,reduced_coverage_upper,384910,17633,2274,3830364,106168,4390,566,3675718
NER,4_dose,full_coverage,551108,25297,3262,4620351,176484,6810,879,4462785
NER,4_dose,reduced_coverage,442928,20132,2596,4620351,131354,5315,685,4462785
NER,4_dose,reduced_coverage_lower,427570,19364,2497,4620351,123591,5085,656,4462785
NER,4_dose,reduced_coverage_upper,451679,20393,2631,4620351,135519,5406,699,4462785
NGA,3_dose,full_coverage,4040289,147765,19061,24854075,1418728,39492,5096,23811051
NGA,3_dose,reduced_coverage,1875787,70848,9139,24854075,405573,10444,1346,23811051
NGA,3_dose,reduced_coverage_lower,1875787,70848,9139,24854075,405573,10444,1346,23811051
NGA,3_dose,reduced_coverage_upper,1875787,70848,9139,24854075,405573,10444,1346,23811051
NGA,4_dose,full_coverage,4806694,171608,22138,30061659,1745169,48157,6216,28980742
NGA,4_dose,reduced_coverage,2128007,77911,10047,30061659,534192,14087,1820,28980742
NGA,4_dose,reduced_coverage_lower,2069628,76726,9893,30061659,516549,13555,1749,28980742
NGA,4_dose,reduced_coverage_upper,2162808,80017,10325,30061659,554339,14884,1918,28980742
SLE,3_dose,full_coverage,207506,5989,773,640766,85196,1843,238,606712
SLE,3_dose,reduced_coverage,189476,5414,699,640766,77522,1636,211,606712
SLE,3_dose,reduced_coverage_lower,189476,5414,699,640766,77522,1636,211,606712
SLE,3_dose,reduced_coverage_upper,189476,5414,699,640766,77522,1636,211,606712
SLE,4_dose,full_coverage,247343,6883,889,771600,107916,2304,298,736396
SLE,4_dose,reduced_coverage,216217,5938,765,771600,88806,1906,247,736396
SLE,4_dose,reduced_coverage_lower,207900,5815,749,771600,85978,1808,234,736396
SLE,4_dose,reduced_coverage_upper,221207,6030,778,771600,98413,2015,260,736396
SSD,3_dose,full_coverage,69746,4106,529,1419278,7081,465,59,1356041
SSD,3_dose,reduced_coverage,26018,1551,201,1419278,-5893,-374,-48,1356041
SSD,3_dose,reduced_coverage_lower,26018,1551,201,1419278,-5893,-374,-48,1356041
SSD,3_dose,reduced_coverage_upper,26018,1551,201,1419278,-5893,-374,-48,1356041
SSD,4_dose,full_coverage,84177,4883,630,1720860,9516,601,78,1655291
SSD,4_dose,reduced_coverage,28028,1722,224,1720860,-3640,-232,-30,1655291
SSD,4_dose,reduced_coverage_lower,27483,1663,213,1720860,-5024,-287,-36,1655291
SSD,4_dose,reduced_coverage_upper,28006,1715,220,1720860,-3260,-226,-29,1655291
TCD,3_dose,full_coverage,117948,6839,881,2006212,14394,999,130,1928622
TCD,3_dose,reduced_coverage,56300,3360,435,2006212,-2187,-85,-13,1928622
TCD,3_dose,reduced_coverage_lower,56300,3360,435,2006212,-2187,-85,-13,1928622
TCD,3_dose,reduced_coverage_upper,56300,3360,435,2006212,-2187,-85,-13,1928622
TCD,4_dose,full_coverage,140912,8200,1059,2424992,19886,1279,164,2344845
TCD,4_dose,reduced_coverage,64924,3750,481,2424992,-63,59,8,2344845
TCD,4_dose,reduced_coverage_lower,62975,3663,473,2424992,-734,13,2,2344845
TCD,4_dose,reduced_coverage_upper,63971,3730,481,2424992,1281,104,14,2344845
TGO,3_dose,full_coverage,214973,6922,893,805940,78257,2059,267,759426
TGO,3_dose,reduced_coverage,191622,6265,807,805940,67371,1885,243,759426
TGO,3_dose,reduced_coverage_lower,191622,6265,807,805940,67371,1885,243,759426
TGO,3_dose,reduced_coverage_upper,191622,6265,807,805940,67371,1885,243,759426
TGO,4_dose,full_coverage,254339,7924,1022,974490,97470,2466,318,928359
TGO,4_dose,reduced_coverage,220809,6958,898,974490,82731,2178,281,928359
TGO,4_dose,reduced_coverage_lower,215949,6824,880,974490,82298,2150,277,928359
TGO,4_dose,reduced_coverage_upper,228420,7231,932,974490,90283,2293,295,928359
TZA,3_dose,full_coverage,115129,8383,1082,6855186,-5826,-371,-45,6568361
TZA,3_dose,reduced_coverage,112083,7979,1031,6855186,-7066,-469,-59,6568361
TZA,3_dose,reduced_coverage_lower,112083,7979,1031,6855186,-7066,-469,-59,6568361
TZA,3_dose,reduced_coverage_upper,112083,7979,1031,6855186,-7066,-469,-59,6568361
TZA,4_dose,full_coverage,135310,9782,1260,8304707,-3738,-196,-25,8015239
TZA,4_dose,reduced_coverage,127509,9129,1178,8304707,-5339,-271,-33,8015239
TZA,4_dose,reduced_coverage_lower,125329,8840,1143,8304707,-5151,-313,-38,8015239
TZA,4_dose,reduced_coverage_upper,130875,9328,1204,8304707,-4893,-251,-31,8015239
UGA,3_dose,full_coverage,847704,33132,4277,5573746,244852,8545,1101,5317551
UGA,3_dose,reduced_coverage,736958,28601,3692,5573746,201403,6887,886,5317551
UGA,3_dose,reduced_coverage_lower,736958,28601,3692,5573746,201403,6887,886,5317551
UGA,3_dose,reduced_coverage_upper,736958,28601,3692,5573746,201403,6887,886,5317551
UGA,4_dose,full_coverage,1025488,38931,5018,6751839,314053,10516,1355,6487737
UGA,4_dose,reduced_coverage,856000,32464,4187,6751839,245056,8286,1072,6487737
UGA,4_dose,reduced_coverage_lower,824857,31414,4054,6751839,236740,7929,1021,6487737
UGA,4_dose,reduced_coverage_upper,880994,33621,4344,6751839,258420,8647,1115,6487737
ZMB,3_dose,full_coverage,456005,16468,2125,2478696,168229,4596,593,2380239
ZMB,3_dose,reduced_coverage,430391,15410,1988,2478696,152862,4252,549,2380239
ZMB,3_dose,reduced_coverage_lower,430391,15410,1988,2478696,152862,4252,549,2380239
ZMB,3_dose,reduced_coverage_upper,430391,15410,1988,2478696,152862,4252,549,2380239
ZMB,4_dose,full_coverage,555694,19465,2512,2997023,207400,5634,728,2894514
ZMB,4_dose,reduced_coverage,507504,17814,2298,2997023,189088,5135,662,2894514
ZMB,4_dose,reduced_coverage_lower,489447,17036,2198,2997023,181559,4925,636,2894514
ZMB,4_dose,reduced_coverage_upper,524214,18198,2348,2997023,195240,5310,686,2894514
