DIDE_CODE,vaccine_type,vaccine_scenario,clin_cases_averted,sev_cases_averted,deaths_averted,num_vacc_doses,ISO
100041,3_dose,full_coverage,19356,913,156,227371,AGO
100041,4_dose,full_coverage,23579,1104,188,275452,AGO
100042,3_dose,reduced_coverage,2035,140,24,110882,AGO
100042,4_dose,reduced_coverage_lower,2043,137,23,133995,AGO
100042,4_dose,reduced_coverage,1687,113,19,133995,AGO
100042,4_dose,reduced_coverage_upper,2200,148,25,133995,AGO
100042,3_dose,full_coverage,3200,208,35,110882,AGO
100042,4_dose,full_coverage,3884,257,44,133995,AGO
100043,3_dose,reduced_coverage,1759,134,23,280463,AGO
100043,4_dose,reduced_coverage_lower,2264,168,29,341330,AGO
100043,4_dose,reduced_coverage,1747,131,22,341330,AGO
100043,4_dose,reduced_coverage_upper,2520,190,32,341330,AGO
100043,3_dose,full_coverage,3196,236,40,280463,AGO
100043,4_dose,full_coverage,4082,299,51,341330,AGO
100044,3_dose,reduced_coverage,2081,166,28,361620,AGO
100044,4_dose,reduced_coverage_lower,2879,220,37,437536,AGO
100044,4_dose,reduced_coverage,2900,222,38,437536,AGO
100044,4_dose,reduced_coverage_upper,2740,208,35,437536,AGO
100044,3_dose,full_coverage,4250,319,54,361620,AGO
100044,4_dose,full_coverage,5684,435,74,437536,AGO
100045,3_dose,reduced_coverage,5348,411,70,864995,AGO
100045,4_dose,reduced_coverage_lower,7642,582,99,1044151,AGO
100045,4_dose,reduced_coverage,6276,479,82,1044151,AGO
100045,4_dose,reduced_coverage_upper,7520,548,94,1044151,AGO
100045,3_dose,full_coverage,11300,885,151,864995,AGO
100045,4_dose,full_coverage,13393,1034,176,1044151,AGO
100046,3_dose,reduced_coverage,2955,167,28,132299,AGO
100046,4_dose,reduced_coverage_lower,3389,178,30,159830,AGO
100046,4_dose,reduced_coverage,3967,219,37,159830,AGO
100046,4_dose,reduced_coverage_upper,4109,230,39,159830,AGO
100046,3_dose,full_coverage,6640,377,64,132299,AGO
100046,4_dose,full_coverage,8271,470,80,159830,AGO
100047,3_dose,reduced_coverage,1146,74,13,65419,AGO
100047,4_dose,reduced_coverage_lower,1097,68,12,79236,AGO
100047,4_dose,reduced_coverage,1261,83,14,79236,AGO
100047,4_dose,reduced_coverage_upper,1405,85,15,79236,AGO
100047,3_dose,full_coverage,2334,148,25,65419,AGO
100047,4_dose,full_coverage,2900,180,31,79236,AGO
100048,3_dose,reduced_coverage,3400,200,34,130190,AGO
100048,4_dose,reduced_coverage_lower,3553,215,37,156469,AGO
100048,4_dose,reduced_coverage,3858,219,37,156469,AGO
100048,4_dose,reduced_coverage_upper,4520,254,43,156469,AGO
100048,3_dose,full_coverage,7895,434,74,130190,AGO
100048,4_dose,full_coverage,9441,518,88,156469,AGO
100049,3_dose,reduced_coverage,4949,241,41,96946,AGO
100049,4_dose,reduced_coverage_lower,5691,272,46,117071,AGO
100049,4_dose,reduced_coverage,5677,273,46,117071,AGO
100049,4_dose,reduced_coverage_upper,6176,287,49,117071,AGO
100049,3_dose,full_coverage,9190,458,78,96946,AGO
100049,4_dose,full_coverage,11072,537,92,117071,AGO
100050,3_dose,reduced_coverage,302,23,4,56104,AGO
100050,4_dose,reduced_coverage_lower,285,23,4,67816,AGO
100050,4_dose,reduced_coverage,451,36,6,67816,AGO
100050,4_dose,reduced_coverage_upper,340,28,5,67816,AGO
100050,3_dose,full_coverage,429,36,6,56104,AGO
100050,4_dose,full_coverage,542,44,8,67816,AGO
100051,3_dose,reduced_coverage,6231,354,60,190455,AGO
100051,4_dose,reduced_coverage_lower,6925,377,64,231013,AGO
100051,4_dose,reduced_coverage,6857,380,65,231013,AGO
100051,4_dose,reduced_coverage_upper,7106,395,67,231013,AGO
100051,3_dose,full_coverage,11480,656,112,190455,AGO
100051,4_dose,full_coverage,13756,766,131,231013,AGO
100052,3_dose,reduced_coverage,1668,94,16,68476,AGO
100052,4_dose,reduced_coverage_lower,2123,120,20,81992,AGO
100052,4_dose,reduced_coverage,2298,130,22,81992,AGO
100052,4_dose,reduced_coverage_upper,2266,128,22,81992,AGO
100052,3_dose,full_coverage,3270,182,31,68476,AGO
100052,4_dose,full_coverage,4119,235,40,81992,AGO
100176,3_dose,reduced_coverage,1137,82,13,62613,BDI
100176,4_dose,reduced_coverage_lower,1542,111,18,76162,BDI
100176,4_dose,reduced_coverage,1524,109,17,76162,BDI
100176,4_dose,reduced_coverage_upper,1579,114,18,76162,BDI
100176,3_dose,full_coverage,1333,98,16,62613,BDI
100176,4_dose,full_coverage,1624,118,19,76162,BDI
100177,3_dose,reduced_coverage,791,64,10,98731,BDI
100177,4_dose,reduced_coverage_lower,939,76,12,119749,BDI
100177,4_dose,reduced_coverage,920,74,12,119749,BDI
100177,4_dose,reduced_coverage_upper,836,68,11,119749,BDI
100177,3_dose,full_coverage,763,62,10,98731,BDI
100177,4_dose,full_coverage,953,78,12,119749,BDI
100178,3_dose,reduced_coverage,669,53,8,88430,BDI
100178,4_dose,reduced_coverage_lower,994,75,12,106721,BDI
100178,4_dose,reduced_coverage,1093,83,13,106721,BDI
100178,4_dose,reduced_coverage_upper,907,73,12,106721,BDI
100178,3_dose,full_coverage,792,63,10,88430,BDI
100178,4_dose,full_coverage,1080,85,13,106721,BDI
100179,3_dose,reduced_coverage,623,48,8,59803,BDI
100179,4_dose,reduced_coverage_lower,667,50,8,72888,BDI
100179,4_dose,reduced_coverage,800,61,10,72888,BDI
100179,4_dose,reduced_coverage_upper,838,64,10,72888,BDI
100179,3_dose,full_coverage,813,61,10,59803,BDI
100179,4_dose,full_coverage,990,76,12,72888,BDI
100180,3_dose,reduced_coverage,4388,189,30,41862,BDI
100180,4_dose,reduced_coverage_lower,4651,203,32,51537,BDI
100180,4_dose,reduced_coverage,4927,214,34,51537,BDI
100180,4_dose,reduced_coverage_upper,5064,214,34,51537,BDI
100180,3_dose,full_coverage,4519,201,32,41862,BDI
100180,4_dose,full_coverage,5571,252,40,51537,BDI
100181,3_dose,reduced_coverage,3172,201,32,85877,BDI
100181,4_dose,reduced_coverage_lower,3664,227,36,103558,BDI
100181,4_dose,reduced_coverage,3394,214,34,103558,BDI
100181,4_dose,reduced_coverage_upper,4072,246,39,103558,BDI
100181,3_dose,full_coverage,3484,226,36,85877,BDI
100181,4_dose,full_coverage,4566,281,45,103558,BDI
100182,3_dose,reduced_coverage,4380,244,39,118383,BDI
100182,4_dose,reduced_coverage_lower,5091,290,46,143403,BDI
100182,4_dose,reduced_coverage,5163,294,47,143403,BDI
100182,4_dose,reduced_coverage_upper,5444,328,52,143403,BDI
100182,3_dose,full_coverage,4425,268,43,118383,BDI
100182,4_dose,full_coverage,5626,328,52,143403,BDI
100183,3_dose,reduced_coverage,6184,276,44,77747,BDI
100183,4_dose,reduced_coverage_lower,5906,299,47,93884,BDI
100183,4_dose,reduced_coverage,6244,312,49,93884,BDI
100183,4_dose,reduced_coverage_upper,7162,327,52,93884,BDI
100183,3_dose,full_coverage,5656,278,44,77747,BDI
100183,4_dose,full_coverage,6972,334,53,93884,BDI
100184,3_dose,reduced_coverage,3130,202,32,104572,BDI
100184,4_dose,reduced_coverage_lower,3547,230,36,126045,BDI
100184,4_dose,reduced_coverage,3709,237,38,126045,BDI
100184,4_dose,reduced_coverage_upper,3728,240,38,126045,BDI
100184,3_dose,full_coverage,3640,233,37,104572,BDI
100184,4_dose,full_coverage,4435,284,45,126045,BDI
100185,3_dose,reduced_coverage,11727,529,84,118035,BDI
100185,4_dose,reduced_coverage_lower,13197,586,93,143553,BDI
100185,4_dose,reduced_coverage,14265,624,99,143553,BDI
100185,4_dose,reduced_coverage_upper,14465,633,101,143553,BDI
100185,3_dose,full_coverage,12612,575,91,118035,BDI
100185,4_dose,full_coverage,15419,685,109,143553,BDI
100186,3_dose,reduced_coverage,1603,115,18,64702,BDI
100186,4_dose,reduced_coverage_lower,1612,118,19,78341,BDI
100186,4_dose,reduced_coverage,1801,124,20,78341,BDI
100186,4_dose,reduced_coverage_upper,1761,117,19,78341,BDI
100186,3_dose,full_coverage,1564,108,17,64702,BDI
100186,4_dose,full_coverage,1861,129,21,78341,BDI
100187,3_dose,reduced_coverage,677,52,8,38402,BDI
100187,4_dose,reduced_coverage_lower,658,50,8,46700,BDI
100187,4_dose,reduced_coverage,816,61,10,46700,BDI
100187,4_dose,reduced_coverage_upper,756,59,9,46700,BDI
100187,3_dose,full_coverage,799,62,10,38402,BDI
100187,4_dose,full_coverage,891,68,11,46700,BDI
100188,3_dose,reduced_coverage,10027,491,78,121640,BDI
100188,4_dose,reduced_coverage_lower,11517,539,86,149228,BDI
100188,4_dose,reduced_coverage,12307,580,92,149228,BDI
100188,4_dose,reduced_coverage_upper,11884,560,89,149228,BDI
100188,3_dose,full_coverage,11440,561,89,121640,BDI
100188,4_dose,full_coverage,13559,647,103,149228,BDI
100189,3_dose,reduced_coverage,486,34,5,20400,BDI
100189,4_dose,reduced_coverage_lower,531,37,6,24713,BDI
100189,4_dose,reduced_coverage,555,38,6,24713,BDI
100189,4_dose,reduced_coverage_upper,554,38,6,24713,BDI
100189,3_dose,full_coverage,530,37,6,20400,BDI
100189,4_dose,full_coverage,612,42,7,24713,BDI
100190,3_dose,reduced_coverage,6942,376,60,124144,BDI
100190,4_dose,reduced_coverage_lower,7887,429,68,150415,BDI
100190,4_dose,reduced_coverage,9591,508,81,150415,BDI
100190,4_dose,reduced_coverage_upper,10185,531,84,150415,BDI
100190,3_dose,full_coverage,7108,405,64,124144,BDI
100190,4_dose,full_coverage,8790,498,79,150415,BDI
100191,3_dose,reduced_coverage,1990,122,19,59228,BDI
100191,4_dose,reduced_coverage_lower,2566,151,24,72399,BDI
100191,4_dose,reduced_coverage,2466,149,24,72399,BDI
100191,4_dose,reduced_coverage_upper,2680,158,25,72399,BDI
100191,3_dose,full_coverage,3276,182,29,59228,BDI
100191,4_dose,full_coverage,3252,194,31,72399,BDI
100192,3_dose,reduced_coverage,4112,218,35,79826,BDI
100192,4_dose,reduced_coverage_lower,5748,296,47,96539,BDI
100192,4_dose,reduced_coverage,6137,311,49,96539,BDI
100192,4_dose,reduced_coverage_upper,5894,304,48,96539,BDI
100192,3_dose,full_coverage,5335,265,42,79826,BDI
100192,4_dose,full_coverage,6277,317,50,96539,BDI
100196,3_dose,reduced_coverage,12865,458,83,94982,BEN
100196,4_dose,reduced_coverage_lower,14565,513,92,116517,BEN
100196,4_dose,reduced_coverage,14640,501,90,116517,BEN
100196,4_dose,reduced_coverage_upper,16099,541,97,116517,BEN
100196,3_dose,full_coverage,15860,572,103,94982,BEN
100196,4_dose,full_coverage,18989,664,120,116517,BEN
100197,3_dose,reduced_coverage,11321,427,77,97709,BEN
100197,4_dose,reduced_coverage_lower,12904,494,89,117506,BEN
100197,4_dose,reduced_coverage,13127,499,90,117506,BEN
100197,4_dose,reduced_coverage_upper,13777,517,93,117506,BEN
100197,3_dose,full_coverage,15134,591,107,97709,BEN
100197,4_dose,full_coverage,18247,708,128,117506,BEN
100198,3_dose,reduced_coverage,24247,999,180,206081,BEN
100198,4_dose,reduced_coverage_lower,27529,1106,199,253205,BEN
100198,4_dose,reduced_coverage,29622,1179,213,253205,BEN
100198,4_dose,reduced_coverage_upper,29371,1178,212,253205,BEN
100198,3_dose,full_coverage,27693,1143,206,206081,BEN
100198,4_dose,full_coverage,33211,1367,246,253205,BEN
100199,3_dose,reduced_coverage,14864,603,109,133903,BEN
100199,4_dose,reduced_coverage_lower,16896,694,125,163414,BEN
100199,4_dose,reduced_coverage,18580,680,123,163414,BEN
100199,4_dose,reduced_coverage_upper,18903,699,126,163414,BEN
100199,3_dose,full_coverage,19145,741,134,133903,BEN
100199,4_dose,full_coverage,22341,841,152,163414,BEN
100200,3_dose,reduced_coverage,13110,480,87,98461,BEN
100200,4_dose,reduced_coverage_lower,13966,515,93,119710,BEN
100200,4_dose,reduced_coverage,14566,534,96,119710,BEN
100200,4_dose,reduced_coverage_upper,14976,532,96,119710,BEN
100200,3_dose,full_coverage,15906,592,107,98461,BEN
100200,4_dose,full_coverage,17995,650,117,119710,BEN
100201,3_dose,reduced_coverage,11704,367,66,63491,BEN
100201,4_dose,reduced_coverage_lower,12692,391,71,76486,BEN
100201,4_dose,reduced_coverage,13550,402,73,76486,BEN
100201,4_dose,reduced_coverage_upper,13646,426,77,76486,BEN
100201,3_dose,full_coverage,13411,406,73,63491,BEN
100201,4_dose,full_coverage,16351,492,89,76486,BEN
100202,3_dose,reduced_coverage,18221,546,98,100366,BEN
100202,4_dose,reduced_coverage_lower,21567,627,113,121189,BEN
100202,4_dose,reduced_coverage,22782,667,120,121189,BEN
100202,4_dose,reduced_coverage_upper,23326,679,122,121189,BEN
100202,3_dose,full_coverage,22485,676,122,100366,BEN
100202,4_dose,full_coverage,26804,786,142,121189,BEN
100203,3_dose,reduced_coverage,1148,71,13,28037,BEN
100203,4_dose,reduced_coverage_lower,1288,77,14,34051,BEN
100203,4_dose,reduced_coverage,1262,77,14,34051,BEN
100203,4_dose,reduced_coverage_upper,1346,81,15,34051,BEN
100203,3_dose,full_coverage,1342,80,14,28037,BEN
100203,4_dose,full_coverage,1619,94,17,34051,BEN
100204,3_dose,reduced_coverage,11074,303,55,61367,BEN
100204,4_dose,reduced_coverage_lower,12447,359,65,74136,BEN
100204,4_dose,reduced_coverage,13300,367,66,74136,BEN
100204,4_dose,reduced_coverage_upper,13728,383,69,74136,BEN
100204,3_dose,full_coverage,13447,383,69,61367,BEN
100204,4_dose,full_coverage,16484,458,83,74136,BEN
100205,3_dose,reduced_coverage,8679,433,78,128623,BEN
100205,4_dose,reduced_coverage_lower,9992,483,87,155946,BEN
100205,4_dose,reduced_coverage,9894,492,89,155946,BEN
100205,4_dose,reduced_coverage_upper,10658,513,93,155946,BEN
100205,3_dose,full_coverage,10318,511,92,128623,BEN
100205,4_dose,full_coverage,12190,610,110,155946,BEN
100206,3_dose,reduced_coverage,6460,299,54,74962,BEN
100206,4_dose,reduced_coverage_lower,7328,331,60,90592,BEN
100206,4_dose,reduced_coverage,7717,348,63,90592,BEN
100206,4_dose,reduced_coverage_upper,7583,341,61,90592,BEN
100206,3_dose,full_coverage,8066,373,67,74962,BEN
100206,4_dose,full_coverage,9484,423,76,90592,BEN
100207,3_dose,reduced_coverage,12427,493,89,106596,BEN
100207,4_dose,reduced_coverage_lower,13850,524,95,128749,BEN
100207,4_dose,reduced_coverage,15078,567,102,128749,BEN
100207,4_dose,reduced_coverage_upper,15628,588,106,128749,BEN
100207,3_dose,full_coverage,15693,593,107,106596,BEN
100207,4_dose,full_coverage,18904,730,132,128749,BEN
100211,3_dose,reduced_coverage,60036,1375,228,241640,BFA
100211,4_dose,reduced_coverage_lower,67351,1528,253,294326,BFA
100211,4_dose,reduced_coverage,69056,1589,263,294326,BFA
100211,4_dose,reduced_coverage_upper,73050,1693,280,294326,BFA
100211,3_dose,full_coverage,69461,1670,276,241640,BFA
100211,4_dose,full_coverage,82591,1954,323,294326,BFA
100212,3_dose,reduced_coverage,14773,431,71,89758,BFA
100212,4_dose,reduced_coverage_lower,17007,491,81,109178,BFA
100212,4_dose,reduced_coverage,17953,509,84,109178,BFA
100212,4_dose,reduced_coverage_upper,18629,550,91,109178,BFA
100212,3_dose,full_coverage,16690,499,83,89758,BFA
100212,4_dose,full_coverage,20489,586,97,109178,BFA
100213,3_dose,reduced_coverage,11339,670,111,306690,BFA
100213,4_dose,reduced_coverage_lower,12449,712,118,370980,BFA
100213,4_dose,reduced_coverage,13418,791,131,370980,BFA
100213,4_dose,reduced_coverage_upper,13973,805,133,370980,BFA
100213,3_dose,full_coverage,13189,784,130,306690,BFA
100213,4_dose,full_coverage,16258,960,159,370980,BFA
100214,3_dose,reduced_coverage,30561,897,149,187770,BFA
100214,4_dose,reduced_coverage_lower,35203,1074,178,228120,BFA
100214,4_dose,reduced_coverage,37219,1105,183,228120,BFA
100214,4_dose,reduced_coverage_upper,37739,1131,187,228120,BFA
100214,3_dose,full_coverage,34852,1105,183,187770,BFA
100214,4_dose,full_coverage,42369,1318,218,228120,BFA
100215,3_dose,reduced_coverage,37775,1113,184,193432,BFA
100215,4_dose,reduced_coverage_lower,41368,1223,202,234227,BFA
100215,4_dose,reduced_coverage,43240,1233,204,234227,BFA
100215,4_dose,reduced_coverage_upper,42716,1288,213,234227,BFA
100215,3_dose,full_coverage,42722,1265,209,193432,BFA
100215,4_dose,full_coverage,52322,1540,255,234227,BFA
100216,3_dose,reduced_coverage,33679,1063,176,192922,BFA
100216,4_dose,reduced_coverage_lower,38091,1169,193,236540,BFA
100216,4_dose,reduced_coverage,40515,1261,209,236540,BFA
100216,4_dose,reduced_coverage_upper,41265,1302,215,236540,BFA
100216,3_dose,full_coverage,37139,1201,199,192922,BFA
100216,4_dose,full_coverage,45294,1409,233,236540,BFA
100217,3_dose,reduced_coverage,13272,487,81,107727,BFA
100217,4_dose,reduced_coverage_lower,14937,534,88,130640,BFA
100217,4_dose,reduced_coverage,15934,571,95,130640,BFA
100217,4_dose,reduced_coverage_upper,17965,638,106,130640,BFA
100217,3_dose,full_coverage,14587,532,88,107727,BFA
100217,4_dose,full_coverage,17125,623,103,130640,BFA
100218,3_dose,reduced_coverage,46062,1202,199,198996,BFA
100218,4_dose,reduced_coverage_lower,51250,1350,224,241200,BFA
100218,4_dose,reduced_coverage,55423,1354,224,241200,BFA
100218,4_dose,reduced_coverage_upper,56251,1407,233,241200,BFA
100218,3_dose,full_coverage,53622,1393,231,198996,BFA
100218,4_dose,full_coverage,64214,1595,264,241200,BFA
100219,3_dose,reduced_coverage,42014,1375,228,247255,BFA
100219,4_dose,reduced_coverage_lower,46835,1490,247,299718,BFA
100219,4_dose,reduced_coverage,47968,1573,260,299718,BFA
100219,4_dose,reduced_coverage_upper,50038,1613,267,299718,BFA
100219,3_dose,full_coverage,46706,1538,255,247255,BFA
100219,4_dose,full_coverage,55488,1823,302,299718,BFA
100220,3_dose,reduced_coverage,39036,1208,200,196487,BFA
100220,4_dose,reduced_coverage_lower,42456,1267,210,237549,BFA
100220,4_dose,reduced_coverage,46019,1344,223,237549,BFA
100220,4_dose,reduced_coverage_upper,45429,1303,216,237549,BFA
100220,3_dose,full_coverage,42915,1281,212,196487,BFA
100220,4_dose,full_coverage,51141,1497,248,237549,BFA
100221,3_dose,reduced_coverage,14979,567,94,113970,BFA
100221,4_dose,reduced_coverage_lower,16268,593,98,138298,BFA
100221,4_dose,reduced_coverage,17034,630,104,138298,BFA
100221,4_dose,reduced_coverage_upper,17505,649,107,138298,BFA
100221,3_dose,full_coverage,16629,630,104,113970,BFA
100221,4_dose,full_coverage,19429,729,121,138298,BFA
100222,3_dose,reduced_coverage,41717,1157,191,159899,BFA
100222,4_dose,reduced_coverage_lower,45592,1263,209,193600,BFA
100222,4_dose,reduced_coverage,47479,1309,217,193600,BFA
100222,4_dose,reduced_coverage_upper,48546,1316,218,193600,BFA
100222,3_dose,full_coverage,43622,1203,199,159899,BFA
100222,4_dose,full_coverage,52511,1407,233,193600,BFA
100223,3_dose,reduced_coverage,33413,689,114,100952,BFA
100223,4_dose,reduced_coverage_lower,36455,709,117,121674,BFA
100223,4_dose,reduced_coverage,37814,730,121,121674,BFA
100223,4_dose,reduced_coverage_upper,39777,793,131,121674,BFA
100223,3_dose,full_coverage,35307,705,117,100952,BFA
100223,4_dose,full_coverage,42601,860,142,121674,BFA
100409,3_dose,reduced_coverage,323,13,2,5322,CAF
100409,4_dose,reduced_coverage_lower,335,14,2,6331,CAF
100409,4_dose,reduced_coverage,354,14,2,6331,CAF
100409,4_dose,reduced_coverage_upper,324,14,2,6331,CAF
100409,3_dose,full_coverage,538,23,4,5322,CAF
100409,4_dose,full_coverage,731,33,5,6331,CAF
100410,3_dose,reduced_coverage,1833,68,11,25890,CAF
100410,4_dose,reduced_coverage_lower,1666,68,11,31610,CAF
100410,4_dose,reduced_coverage,1880,71,12,31610,CAF
100410,4_dose,reduced_coverage_upper,1940,73,12,31610,CAF
100410,3_dose,full_coverage,3153,124,21,25890,CAF
100410,4_dose,full_coverage,3971,159,27,31610,CAF
100411,3_dose,reduced_coverage,2548,92,15,30596,CAF
100411,4_dose,reduced_coverage_lower,2881,98,17,37020,CAF
100411,4_dose,reduced_coverage,3125,103,17,37020,CAF
100411,4_dose,reduced_coverage_upper,4607,131,22,37020,CAF
100411,3_dose,full_coverage,6471,205,34,30596,CAF
100411,4_dose,full_coverage,8182,240,40,37020,CAF
100412,3_dose,reduced_coverage,871,22,4,6573,CAF
100412,4_dose,reduced_coverage_lower,671,17,3,8044,CAF
100412,4_dose,reduced_coverage,868,21,4,8044,CAF
100412,4_dose,reduced_coverage_upper,1012,25,4,8044,CAF
100412,3_dose,full_coverage,1686,45,8,6573,CAF
100412,4_dose,full_coverage,1849,49,8,8044,CAF
100413,3_dose,reduced_coverage,560,26,4,10726,CAF
100413,4_dose,reduced_coverage_lower,607,27,4,13003,CAF
100413,4_dose,reduced_coverage,612,26,4,13003,CAF
100413,4_dose,reduced_coverage_upper,685,30,5,13003,CAF
100413,3_dose,full_coverage,1336,56,9,10726,CAF
100413,4_dose,full_coverage,1304,56,9,13003,CAF
100414,3_dose,reduced_coverage,1153,37,6,14622,CAF
100414,4_dose,reduced_coverage_lower,1289,41,7,17670,CAF
100414,4_dose,reduced_coverage,1294,40,7,17670,CAF
100414,4_dose,reduced_coverage_upper,1552,43,7,17670,CAF
100414,3_dose,full_coverage,2948,92,15,14622,CAF
100414,4_dose,full_coverage,3560,108,18,17670,CAF
100415,3_dose,reduced_coverage,2458,79,13,30207,CAF
100415,4_dose,reduced_coverage_lower,2801,90,15,36552,CAF
100415,4_dose,reduced_coverage,3025,94,16,36552,CAF
100415,4_dose,reduced_coverage_upper,3229,102,17,36552,CAF
100415,3_dose,full_coverage,5471,174,29,30207,CAF
100415,4_dose,full_coverage,6700,219,37,36552,CAF
100416,3_dose,reduced_coverage,2243,85,14,44899,CAF
100416,4_dose,reduced_coverage_lower,2751,113,19,54577,CAF
100416,4_dose,reduced_coverage,3125,132,22,54577,CAF
100416,4_dose,reduced_coverage_upper,3112,113,19,54577,CAF
100416,3_dose,full_coverage,5092,216,36,44899,CAF
100416,4_dose,full_coverage,6265,265,44,54577,CAF
100417,3_dose,reduced_coverage,3299,70,12,19955,CAF
100417,4_dose,reduced_coverage_lower,3697,73,12,24361,CAF
100417,4_dose,reduced_coverage,3979,84,14,24361,CAF
100417,4_dose,reduced_coverage_upper,3969,84,14,24361,CAF
100417,3_dose,full_coverage,6594,144,24,19955,CAF
100417,4_dose,full_coverage,7741,166,28,24361,CAF
100418,3_dose,reduced_coverage,942,35,6,14214,CAF
100418,4_dose,reduced_coverage_lower,987,36,6,17235,CAF
100418,4_dose,reduced_coverage,1044,35,6,17235,CAF
100418,4_dose,reduced_coverage_upper,1180,41,7,17235,CAF
100418,3_dose,full_coverage,2082,78,13,14214,CAF
100418,4_dose,full_coverage,2462,92,15,17235,CAF
100419,3_dose,reduced_coverage,1005,49,8,28690,CAF
100419,4_dose,reduced_coverage_lower,1334,61,10,34861,CAF
100419,4_dose,reduced_coverage,1335,60,10,34861,CAF
100419,4_dose,reduced_coverage_upper,1295,61,10,34861,CAF
100419,3_dose,full_coverage,2577,116,19,28690,CAF
100419,4_dose,full_coverage,2960,139,23,34861,CAF
100420,3_dose,reduced_coverage,4665,174,29,91743,CAF
100420,4_dose,reduced_coverage_lower,7723,250,42,111520,CAF
100420,4_dose,reduced_coverage,8399,272,46,111520,CAF
100420,4_dose,reduced_coverage_upper,9456,288,48,111520,CAF
100420,3_dose,full_coverage,17811,560,94,91743,CAF
100420,4_dose,full_coverage,21720,662,111,111520,CAF
100421,3_dose,reduced_coverage,2813,75,13,34010,CAF
100421,4_dose,reduced_coverage_lower,3269,98,16,41145,CAF
100421,4_dose,reduced_coverage,3524,105,18,41145,CAF
100421,4_dose,reduced_coverage_upper,3606,111,19,41145,CAF
100421,3_dose,full_coverage,6140,200,33,34010,CAF
100421,4_dose,full_coverage,7571,236,40,41145,CAF
100422,3_dose,reduced_coverage,2265,103,17,45208,CAF
100422,4_dose,reduced_coverage_lower,2374,103,17,54849,CAF
100422,4_dose,reduced_coverage,2589,112,19,54849,CAF
100422,4_dose,reduced_coverage_upper,2700,121,20,54849,CAF
100422,3_dose,full_coverage,5493,226,38,45208,CAF
100422,4_dose,full_coverage,6937,284,48,54849,CAF
100423,3_dose,reduced_coverage,2038,104,17,53364,CAF
100423,4_dose,reduced_coverage_lower,2078,110,18,64462,CAF
100423,4_dose,reduced_coverage,2794,137,23,64462,CAF
100423,4_dose,reduced_coverage_upper,2335,122,20,64462,CAF
100423,3_dose,full_coverage,4721,230,39,53364,CAF
100423,4_dose,full_coverage,5536,270,45,64462,CAF
100424,3_dose,reduced_coverage,765,32,5,12460,CAF
100424,4_dose,reduced_coverage_lower,872,37,6,15039,CAF
100424,4_dose,reduced_coverage,936,40,7,15039,CAF
100424,4_dose,reduced_coverage_upper,1003,41,7,15039,CAF
100424,3_dose,full_coverage,2038,73,12,12460,CAF
100424,4_dose,full_coverage,2573,91,15,15039,CAF
100425,3_dose,reduced_coverage,128,8,1,6422,CAF
