DIDE_CODE,vaccine_type,vaccine_scenario,clin_cases_averted_upper,clin_cases_averted_lower,sev_cases_averted_upper,sev_cases_averted_lower,deaths_averted_upper,deaths_averted_lower,num_vacc_doses_upper,num_vacc_doses_lower,ISO
100044,4_dose,full_coverage,1798,-277,143,-21,18,-3,443333,429096,AGO
100045,3_dose,reduced_coverage,2749,-2040,198,-150,26,-19,886842,850793,AGO
100045,4_dose,reduced_coverage_lower,2790,-1496,233,-108,30,-14,1070459,1032621,AGO
100045,4_dose,reduced_coverage,2737,-2533,218,-170,28,-22,1070459,1032621,AGO
100045,4_dose,reduced_coverage_upper,2491,-1664,194,-126,25,-16,1070459,1032621,AGO
100045,3_dose,full_coverage,3763,-1388,282,-101,36,-13,886842,850793,AGO
100045,4_dose,full_coverage,3964,-1275,340,-85,44,-11,1070459,1032621,AGO
100046,3_dose,reduced_coverage,2544,-336,158,-24,20,-3,135286,129870,AGO
100046,4_dose,reduced_coverage_lower,2594,-231,178,-11,23,-1,163577,157761,AGO
100046,4_dose,reduced_coverage,2688,-276,189,-13,24,-2,163577,157761,AGO
100046,4_dose,reduced_coverage_upper,2842,-239,178,-9,23,-1,163577,157761,AGO
100046,3_dose,full_coverage,3564,-112,252,-4,32,-1,135286,129870,AGO
100046,4_dose,full_coverage,4635,-98,314,-1,40,-0,163577,157761,AGO
100047,3_dose,reduced_coverage,886,-182,57,-11,7,-1,66684,63930,AGO
100047,4_dose,reduced_coverage_lower,1062,-149,64,-10,8,-1,80685,77808,AGO
100047,4_dose,reduced_coverage,973,-152,64,-11,8,-1,80685,77808,AGO
100047,4_dose,reduced_coverage_upper,1032,-193,63,-12,8,-2,80685,77808,AGO
100047,3_dose,full_coverage,1296,-16,89,-2,12,-0,66684,63930,AGO
100047,4_dose,full_coverage,1516,-18,106,-1,14,-0,80685,77808,AGO
100048,3_dose,reduced_coverage,2649,-265,182,-14,23,-2,132217,126980,AGO
100048,4_dose,reduced_coverage_lower,3016,-175,199,-5,26,-1,160101,154525,AGO
100048,4_dose,reduced_coverage,2903,-142,207,-1,27,-0,160101,154525,AGO
100048,4_dose,reduced_coverage_upper,3267,-159,212,-5,27,-1,160101,154525,AGO
100048,3_dose,full_coverage,4768,241,312,26,40,3,132217,126980,AGO
100048,4_dose,full_coverage,5395,375,364,29,47,4,160101,154525,AGO
100049,3_dose,reduced_coverage,3400,-54,212,1,27,0,99204,94944,AGO
100049,4_dose,reduced_coverage_lower,3907,-25,216,0,28,0,119733,115491,AGO
100049,4_dose,reduced_coverage,3986,51,225,5,29,1,119733,115491,AGO
100049,4_dose,reduced_coverage_upper,4192,67,228,13,29,2,119733,115491,AGO
100049,3_dose,full_coverage,6025,546,336,44,43,6,99204,94944,AGO
100049,4_dose,full_coverage,7260,671,403,57,52,7,119733,115491,AGO
100050,3_dose,reduced_coverage,110,-41,9,-4,1,-0,57367,55152,AGO
100050,4_dose,reduced_coverage_lower,111,-42,8,-3,1,-0,69215,67027,AGO
100050,4_dose,reduced_coverage,114,-39,10,-3,1,-0,69215,67027,AGO
100050,4_dose,reduced_coverage_upper,131,-38,11,-3,1,-0,69215,67027,AGO
100050,3_dose,full_coverage,120,-56,11,-4,1,-1,57367,55152,AGO
100050,4_dose,full_coverage,154,-41,13,-4,2,-0,69215,67027,AGO
100051,3_dose,reduced_coverage,4101,-359,265,-33,34,-4,194886,186571,AGO
100051,4_dose,reduced_coverage_lower,4521,-340,268,-27,35,-3,235590,227505,AGO
100051,4_dose,reduced_coverage,4251,-546,275,-38,36,-5,235590,227505,AGO
100051,4_dose,reduced_coverage_upper,4506,-322,313,-19,40,-2,235590,227505,AGO
100051,3_dose,full_coverage,6362,128,420,14,54,2,194886,186571,AGO
100051,4_dose,full_coverage,7420,156,506,18,65,2,235590,227505,AGO
100052,3_dose,reduced_coverage,1209,-214,82,-17,11,-2,69271,66572,AGO
100052,4_dose,reduced_coverage_lower,1506,-180,97,-10,12,-1,83766,80785,AGO
100052,4_dose,reduced_coverage,1446,-148,88,-8,11,-1,83766,80785,AGO
100052,4_dose,reduced_coverage_upper,1450,-84,101,-6,13,-1,83766,80785,AGO
100052,3_dose,full_coverage,2057,-30,141,-2,18,-0,69271,66572,AGO
100052,4_dose,full_coverage,2454,40,166,7,21,1,83766,80785,AGO
100176,3_dose,reduced_coverage,2644,-5,175,2,23,0,64251,61772,BDI
100176,4_dose,reduced_coverage_lower,3009,98,195,9,25,1,77815,75161,BDI
100176,4_dose,reduced_coverage,3175,73,201,7,26,1,77815,75161,BDI
100176,4_dose,reduced_coverage_upper,3328,103,212,10,27,1,77815,75161,BDI
100176,3_dose,full_coverage,2796,118,189,12,24,2,64251,61772,BDI
100176,4_dose,full_coverage,3496,122,236,11,30,1,77815,75161,BDI
100177,3_dose,reduced_coverage,1957,-191,139,-11,18,-1,100112,96792,BDI
100177,4_dose,reduced_coverage_lower,2232,-180,152,-11,20,-1,121458,117794,BDI
100177,4_dose,reduced_coverage,2248,-171,152,-11,20,-1,121458,117794,BDI
100177,4_dose,reduced_coverage_upper,2325,-133,164,-10,21,-1,121458,117794,BDI
100177,3_dose,full_coverage,2093,-152,156,-14,20,-2,100112,96792,BDI
100177,4_dose,full_coverage,2405,-131,189,-10,24,-1,121458,117794,BDI
100178,3_dose,reduced_coverage,1903,-151,132,-9,17,-1,89444,85999,BDI
100178,4_dose,reduced_coverage_lower,2178,-114,149,-7,19,-1,108298,104552,BDI
100178,4_dose,reduced_coverage,2355,-146,161,-9,21,-1,108298,104552,BDI
100178,4_dose,reduced_coverage_upper,2563,-108,157,-6,20,-1,108298,104552,BDI
100178,3_dose,full_coverage,2240,-113,148,-11,19,-1,89444,85999,BDI
100178,4_dose,full_coverage,2556,-96,182,-9,23,-1,108298,104552,BDI
100179,3_dose,reduced_coverage,1578,-125,108,-10,14,-1,60705,58360,BDI
100179,4_dose,reduced_coverage_lower,1807,-78,118,-6,15,-1,73346,71065,BDI
100179,4_dose,reduced_coverage,1881,-68,128,-5,17,-1,73346,71065,BDI
100179,4_dose,reduced_coverage_upper,1942,-52,129,-5,17,-1,73346,71065,BDI
100179,3_dose,full_coverage,1851,-123,124,-8,16,-1,60705,58360,BDI
100179,4_dose,full_coverage,2228,-113,142,-6,18,-1,73346,71065,BDI
100180,3_dose,reduced_coverage,6737,1578,276,67,36,9,43489,41484,BDI
100180,4_dose,reduced_coverage_lower,7592,1892,302,82,39,11,52795,50596,BDI
100180,4_dose,reduced_coverage,7852,2025,311,80,40,10,52795,50596,BDI
100180,4_dose,reduced_coverage_upper,8155,2034,319,86,41,11,52795,50596,BDI
100180,3_dose,full_coverage,6900,1731,301,76,39,10,43489,41484,BDI
100180,4_dose,full_coverage,8641,2228,359,97,46,13,52795,50596,BDI
100181,3_dose,reduced_coverage,6525,749,348,54,45,7,87565,83930,BDI
100181,4_dose,reduced_coverage_lower,7242,981,386,65,50,8,105784,102121,BDI
100181,4_dose,reduced_coverage,7490,861,395,64,51,8,105784,102121,BDI
100181,4_dose,reduced_coverage_upper,7632,996,417,68,54,9,105784,102121,BDI
100181,3_dose,full_coverage,6764,674,389,49,50,6,87565,83930,BDI
100181,4_dose,full_coverage,8356,1158,465,83,60,11,105784,102121,BDI
100182,3_dose,reduced_coverage,8061,676,439,49,57,6,120775,115651,BDI
100182,4_dose,reduced_coverage_lower,9101,840,480,66,62,9,146200,140793,BDI
100182,4_dose,reduced_coverage,9174,1094,501,79,65,10,146200,140793,BDI
100182,4_dose,reduced_coverage_upper,9575,1302,526,89,68,12,146200,140793,BDI
100182,3_dose,full_coverage,8999,951,479,71,62,9,120775,115651,BDI
100182,4_dose,full_coverage,11037,1293,591,87,76,11,146200,140793,BDI
100183,3_dose,reduced_coverage,8909,1809,423,102,55,13,78940,75359,BDI
100183,4_dose,reduced_coverage_lower,10248,1826,460,119,59,15,95557,91807,BDI
100183,4_dose,reduced_coverage,10873,1995,494,114,64,15,95557,91807,BDI
100183,4_dose,reduced_coverage_upper,11087,2182,510,122,66,16,95557,91807,BDI
100183,3_dose,full_coverage,9805,1788,469,109,60,14,78940,75359,BDI
100183,4_dose,full_coverage,11764,2648,576,138,74,18,95557,91807,BDI
100184,3_dose,reduced_coverage,6213,589,375,53,48,7,106012,101677,BDI
100184,4_dose,reduced_coverage_lower,7207,807,427,64,55,8,128360,124459,BDI
100184,4_dose,reduced_coverage,7111,860,435,68,56,9,128360,124459,BDI
100184,4_dose,reduced_coverage_upper,7652,934,461,75,59,10,128360,124459,BDI
100184,3_dose,full_coverage,6627,779,412,62,53,8,106012,101677,BDI
100184,4_dose,full_coverage,8279,1135,490,89,63,12,128360,124459,BDI
100185,3_dose,reduced_coverage,17540,4329,768,193,99,25,120608,114978,BDI
100185,4_dose,reduced_coverage_lower,19178,5179,837,210,108,27,145926,140023,BDI
100185,4_dose,reduced_coverage,20754,5420,865,237,112,31,145926,140023,BDI
100185,4_dose,reduced_coverage_upper,21398,6164,864,237,112,31,145926,140023,BDI
100185,3_dose,full_coverage,19566,4816,806,206,104,27,120608,114978,BDI
100185,4_dose,full_coverage,23807,6375,953,265,123,34,145926,140023,BDI
100186,3_dose,reduced_coverage,3154,182,197,17,25,2,65909,63309,BDI
100186,4_dose,reduced_coverage_lower,3528,264,223,22,29,3,79720,77080,BDI
100186,4_dose,reduced_coverage,3720,306,236,28,30,4,79720,77080,BDI
100186,4_dose,reduced_coverage_upper,3831,283,242,27,31,3,79720,77080,BDI
100186,3_dose,full_coverage,3503,249,220,23,28,3,65909,63309,BDI
100186,4_dose,full_coverage,4181,352,264,31,34,4,79720,77080,BDI
100187,3_dose,reduced_coverage,1377,-22,88,1,11,0,39606,38153,BDI
100187,4_dose,reduced_coverage_lower,1566,18,110,2,14,0,48130,46393,BDI
100187,4_dose,reduced_coverage,1657,20,106,2,14,0,48130,46393,BDI
100187,4_dose,reduced_coverage_upper,1619,31,109,3,14,0,48130,46393,BDI
100187,3_dose,full_coverage,1557,-20,99,0,13,0,39606,38153,BDI
100187,4_dose,full_coverage,1811,21,117,3,15,0,48130,46393,BDI
100188,3_dose,reduced_coverage,17135,4044,746,180,96,23,125924,120434,BDI
100188,4_dose,reduced_coverage_lower,18977,4458,816,211,105,27,151988,146664,BDI
100188,4_dose,reduced_coverage,20243,5310,857,225,111,29,151988,146664,BDI
100188,4_dose,reduced_coverage_upper,20735,5106,864,237,111,31,151988,146664,BDI
100188,3_dose,full_coverage,18003,4882,814,208,105,27,125924,120434,BDI
100188,4_dose,full_coverage,21874,5912,944,263,122,34,151988,146664,BDI
100189,3_dose,reduced_coverage,919,20,60,1,8,0,20869,20026,BDI
100189,4_dose,reduced_coverage_lower,1070,45,65,4,8,1,25273,24367,BDI
100189,4_dose,reduced_coverage,1108,60,71,5,9,1,25273,24367,BDI
100189,4_dose,reduced_coverage_upper,1105,60,72,6,9,1,25273,24367,BDI
100189,3_dose,full_coverage,1022,41,64,4,8,0,20869,20026,BDI
100189,4_dose,full_coverage,1291,58,81,7,10,1,25273,24367,BDI
100190,3_dose,reduced_coverage,13179,2690,625,135,81,17,125936,120629,BDI
100190,4_dose,reduced_coverage_lower,14753,2959,680,142,88,18,152308,146845,BDI
100190,4_dose,reduced_coverage,15157,3124,722,152,93,20,152308,146845,BDI
100190,4_dose,reduced_coverage_upper,16760,3152,721,162,93,21,152308,146845,BDI
100190,3_dose,full_coverage,13919,2714,677,155,87,20,125936,120629,BDI
100190,4_dose,full_coverage,16760,3308,809,193,104,25,152308,146845,BDI
100191,3_dose,reduced_coverage,4967,794,287,43,37,6,61087,58670,BDI
100191,4_dose,reduced_coverage_lower,5534,988,319,56,41,7,73982,71409,BDI
100191,4_dose,reduced_coverage,5874,1043,322,59,42,8,73982,71409,BDI
100191,4_dose,reduced_coverage_upper,6396,1040,344,62,44,8,73982,71409,BDI
100191,3_dose,full_coverage,5583,890,315,54,41,7,61087,58670,BDI
100191,4_dose,full_coverage,6845,1113,361,66,47,9,73982,71409,BDI
100192,3_dose,reduced_coverage,9839,1981,463,101,60,13,80453,76666,BDI
100192,4_dose,reduced_coverage_lower,11247,2102,531,115,69,15,97437,93248,BDI
100192,4_dose,reduced_coverage,11776,2505,526,119,68,15,97437,93248,BDI
100192,4_dose,reduced_coverage_upper,12243,2662,553,124,71,16,97437,93248,BDI
100192,3_dose,full_coverage,10868,2312,511,116,66,15,80453,76666,BDI
100192,4_dose,full_coverage,12923,2797,599,147,77,19,97437,93248,BDI
100196,3_dose,reduced_coverage,15820,4058,593,160,76,21,98259,92940,BEN
100196,4_dose,reduced_coverage_lower,18042,4828,686,183,89,24,118991,113809,BEN
100196,4_dose,reduced_coverage,18598,5633,682,187,88,24,118991,113809,BEN
100196,4_dose,reduced_coverage_upper,18364,5639,703,193,91,25,118991,113809,BEN
100196,3_dose,full_coverage,18518,5443,720,185,93,24,98259,92940,BEN
100196,4_dose,full_coverage,21551,6511,847,241,109,31,118991,113809,BEN
100197,3_dose,reduced_coverage,14189,4243,576,166,74,21,100932,95972,BEN
100197,4_dose,reduced_coverage_lower,15774,4773,625,192,81,25,122567,116869,BEN
100197,4_dose,reduced_coverage,16116,5200,657,187,85,24,122567,116869,BEN
100197,4_dose,reduced_coverage_upper,16920,5173,674,201,87,26,122567,116869,BEN
100197,3_dose,full_coverage,16545,5477,684,194,88,25,100932,95972,BEN
100197,4_dose,full_coverage,20000,6573,808,226,104,29,122567,116869,BEN
100198,3_dose,reduced_coverage,27748,6855,1146,304,148,39,212124,201301,BEN
100198,4_dose,reduced_coverage_lower,31603,7712,1259,337,162,43,255860,245985,BEN
100198,4_dose,reduced_coverage,29590,8116,1333,347,172,45,255860,245985,BEN
100198,4_dose,reduced_coverage_upper,31961,9151,1310,368,169,48,255860,245985,BEN
100198,3_dose,full_coverage,33332,8766,1334,372,172,48,212124,201301,BEN
100198,4_dose,full_coverage,38787,10614,1561,434,201,56,255860,245985,BEN
100199,3_dose,reduced_coverage,19247,4915,826,218,107,28,137826,131636,BEN
100199,4_dose,reduced_coverage_lower,21437,6326,890,231,115,30,166894,160687,BEN
100199,4_dose,reduced_coverage,21360,6128,923,230,119,30,166894,160687,BEN
100199,4_dose,reduced_coverage_upper,22895,6084,950,229,123,30,166894,160687,BEN
100199,3_dose,full_coverage,22874,6709,966,277,125,36,137826,131636,BEN
100199,4_dose,full_coverage,27723,8700,1127,340,145,44,166894,160687,BEN
100200,3_dose,reduced_coverage,14886,4359,571,160,74,21,101452,95948,BEN
100200,4_dose,reduced_coverage_lower,17457,4386,653,161,84,21,122088,116780,BEN
100200,4_dose,reduced_coverage,17183,4965,647,164,83,21,122088,116780,BEN
100200,4_dose,reduced_coverage_upper,17400,4939,651,183,84,24,122088,116780,BEN
100200,3_dose,full_coverage,17807,5111,724,190,93,25,101452,95948,BEN
100200,4_dose,full_coverage,21184,6779,833,244,107,31,122088,116780,BEN
100201,3_dose,reduced_coverage,12913,4462,439,124,57,16,64501,60811,BEN
100201,4_dose,reduced_coverage_lower,14478,5143,469,148,60,19,77855,74171,BEN
100201,4_dose,reduced_coverage,15116,5342,488,149,63,19,77855,74171,BEN
100201,4_dose,reduced_coverage_upper,15325,5510,493,154,64,20,77855,74171,BEN
100201,3_dose,full_coverage,15136,5054,541,170,70,22,64501,60811,BEN
100201,4_dose,full_coverage,18758,6472,609,198,79,26,77855,74171,BEN
100202,3_dose,reduced_coverage,22834,6303,680,205,88,26,103212,97305,BEN
100202,4_dose,reduced_coverage_lower,25729,7359,784,245,101,32,124657,118605,BEN
100202,4_dose,reduced_coverage,26012,9021,799,251,103,32,124657,118605,BEN
100202,4_dose,reduced_coverage_upper,26694,9604,848,265,109,34,124657,118605,BEN
100202,3_dose,full_coverage,27794,8449,884,269,114,35,103212,97305,BEN
100202,4_dose,full_coverage,34163,10566,1026,323,132,42,124657,118605,BEN
100203,3_dose,reduced_coverage,1265,119,80,10,10,1,28561,27309,BEN
100203,4_dose,reduced_coverage_lower,1340,114,85,9,11,1,34586,33358,BEN
100203,4_dose,reduced_coverage,1427,164,87,11,11,1,34586,33358,BEN
100203,4_dose,reduced_coverage_upper,1450,160,89,12,11,2,34586,33358,BEN
100203,3_dose,full_coverage,1522,147,91,11,12,1,28561,27309,BEN
100203,4_dose,full_coverage,1828,204,110,14,14,2,34586,33358,BEN
100204,3_dose,reduced_coverage,14660,5686,448,131,58,17,62312,59048,BEN
100204,4_dose,reduced_coverage_lower,16772,6322,508,151,66,19,75651,72292,BEN
100204,4_dose,reduced_coverage,16691,6852,509,166,66,21,75651,72292,BEN
100204,4_dose,reduced_coverage_upper,17699,6399,518,175,67,23,75651,72292,BEN
100204,3_dose,full_coverage,18015,7345,529,168,68,22,62312,59048,BEN
100204,4_dose,full_coverage,22060,9020,631,210,81,27,75651,72292,BEN
100205,3_dose,reduced_coverage,10339,1693,539,110,70,14,130944,125654,BEN
100205,4_dose,reduced_coverage_lower,11351,1602,603,127,78,16,158500,152623,BEN
100205,4_dose,reduced_coverage,11892,1840,617,137,80,18,158500,152623,BEN
100205,4_dose,reduced_coverage_upper,12303,1646,639,134,82,17,158500,152623,BEN
100205,3_dose,full_coverage,12717,2138,645,144,83,19,130944,125654,BEN
100205,4_dose,full_coverage,14995,2465,776,174,100,22,158500,152623,BEN
100206,3_dose,reduced_coverage,7643,1790,366,89,47,11,76738,72812,BEN
100206,4_dose,reduced_coverage_lower,8821,1848,406,99,52,13,92866,89162,BEN
100206,4_dose,reduced_coverage,9451,1683,422,107,54,14,92866,89162,BEN
100206,4_dose,reduced_coverage_upper,9290,1772,420,108,54,14,92866,89162,BEN
100206,3_dose,full_coverage,9303,1869,431,111,56,14,76738,72812,BEN
100206,4_dose,full_coverage,11165,2756,502,142,65,18,92866,89162,BEN
100207,3_dose,reduced_coverage,15096,4449,614,166,79,21,110421,104592,BEN
100207,4_dose,reduced_coverage_lower,16347,5042,668,196,86,25,133376,127877,BEN
100207,4_dose,reduced_coverage,17938,5275,707,196,91,25,133376,127877,BEN
100207,4_dose,reduced_coverage_upper,17322,5141,704,200,91,26,133376,127877,BEN
100207,3_dose,full_coverage,17710,4996,726,213,94,28,110421,104592,BEN
100207,4_dose,full_coverage,22272,6197,845,248,109,32,133376,127877,BEN
100211,3_dose,reduced_coverage,83555,40576,2201,719,284,93,246044,233210,BFA
100211,4_dose,reduced_coverage_lower,93702,45562,2421,827,312,107,297455,284097,BFA
100211,4_dose,reduced_coverage,96356,50641,2493,897,322,116,297455,284097,BFA
100211,4_dose,reduced_coverage_upper,99035,52526,2581,928,333,120,297455,284097,BFA
100211,3_dose,full_coverage,94167,44148,2449,798,316,103,246044,233210,BFA
100211,4_dose,full_coverage,107134,54785,2760,997,356,129,297455,284097,BFA
100212,3_dose,reduced_coverage,25496,10209,757,253,98,33,92765,88722,BFA
100212,4_dose,reduced_coverage_lower,28636,11923,817,281,105,36,112289,107575,BFA
100212,4_dose,reduced_coverage,29164,12827,841,303,108,39,112289,107575,BFA
100212,4_dose,reduced_coverage_upper,30237,13248,876,311,113,40,112289,107575,BFA
100212,3_dose,full_coverage,28140,12340,826,278,107,36,92765,88722,BFA
100212,4_dose,full_coverage,33266,14649,940,336,121,43,112289,107575,BFA
100213,3_dose,reduced_coverage,21299,3528,1171,200,151,26,313904,300429,BFA
100213,4_dose,reduced_coverage_lower,23504,4297,1350,268,174,35,379674,365781,BFA
100213,4_dose,reduced_coverage,24302,4628,1362,254,176,33,379674,365781,BFA
100213,4_dose,reduced_coverage_upper,24972,4875,1413,262,182,34,379674,365781,BFA
100213,3_dose,full_coverage,22397,3716,1293,209,167,27,313904,300429,BFA
100213,4_dose,full_coverage,27431,5382,1523,296,196,38,379674,365781,BFA
100214,3_dose,reduced_coverage,49421,18612,1531,511,197,66,193558,184692,BFA
100214,4_dose,reduced_coverage_lower,55618,24145,1699,563,219,73,233836,224570,BFA
100214,4_dose,reduced_coverage,57333,23896,1758,588,227,76,233836,224570,BFA
100214,4_dose,reduced_coverage_upper,60000,26247,1822,619,235,80,233836,224570,BFA
100214,3_dose,full_coverage,54053,22930,1683,559,217,72,193558,184692,BFA
100214,4_dose,full_coverage,65095,27911,2012,659,260,85,233836,224570,BFA
100215,3_dose,reduced_coverage,58657,22421,1664,551,215,71,199469,191132,BFA
100215,4_dose,reduced_coverage_lower,61462,27561,1751,654,226,84,241151,232207,BFA
100215,4_dose,reduced_coverage,62650,29028,1820,656,235,85,241151,232207,BFA
100215,4_dose,reduced_coverage_upper,66670,30387,1841,679,237,88,241151,232207,BFA
100215,3_dose,full_coverage,59125,25738,1822,634,235,82,199469,191132,BFA
100215,4_dose,full_coverage,74939,33051,2097,751,270,97,241151,232207,BFA
100216,3_dose,reduced_coverage,50206,20689,1612,517,208,67,198253,189526,BFA
100216,4_dose,reduced_coverage_lower,53759,23577,1709,550,220,71,240055,230504,BFA
100216,4_dose,reduced_coverage,56550,23781,1787,605,231,78,240055,230504,BFA
100216,4_dose,reduced_coverage_upper,57845,25995,1817,622,234,80,240055,230504,BFA
100216,3_dose,full_coverage,53453,23082,1739,553,224,71,198253,189526,BFA
100216,4_dose,full_coverage,66901,28415,1996,647,257,83,240055,230504,BFA
100217,3_dose,reduced_coverage,21812,7884,756,243,98,31,109768,105001,BFA
100217,4_dose,reduced_coverage_lower,23384,8753,855,278,110,36,132981,127665,BFA
100217,4_dose,reduced_coverage,24633,9259,875,297,113,38,132981,127665,BFA
100217,4_dose,reduced_coverage_upper,25461,10388,875,305,113,39,132981,127665,BFA
100217,3_dose,full_coverage,22918,8759,890,280,115,36,109768,105001,BFA
100217,4_dose,full_coverage,27729,10484,1020,317,132,41,132981,127665,BFA
100218,3_dose,reduced_coverage,64591,31743,1752,572,226,74,204839,193512,BFA
100218,4_dose,reduced_coverage_lower,72419,36165,1962,707,253,91,247245,235900,BFA
100218,4_dose,reduced_coverage,77952,37279,2035,705,262,91,247245,235900,BFA
100218,4_dose,reduced_coverage_upper,76925,37933,2005,723,259,93,247245,235900,BFA
100218,3_dose,full_coverage,73334,33315,2000,597,258,77,204839,193512,BFA
100218,4_dose,full_coverage,85712,41157,2211,809,285,104,247245,235900,BFA
100219,3_dose,reduced_coverage,64872,26590,1914,650,247,84,252562,241730,BFA
100219,4_dose,reduced_coverage_lower,71392,31069,2127,747,274,96,305725,294328,BFA
100219,4_dose,reduced_coverage,71832,31276,2122,761,274,98,305725,294328,BFA
100219,4_dose,reduced_coverage_upper,73741,33113,2315,801,299,103,305725,294328,BFA
100219,3_dose,full_coverage,66558,29605,2122,755,274,97,252562,241730,BFA
100219,4_dose,full_coverage,80180,35688,2487,893,321,115,305725,294328,BFA
