DIDE_CODE,vaccine_type,vaccine_scenario,clin_cases_averted_upper,clin_cases_averted_lower,sev_cases_averted_upper,sev_cases_averted_lower,deaths_averted_upper,deaths_averted_lower,num_vacc_doses_upper,num_vacc_doses_lower,ISO
100179,4_dose,full_coverage,3279,-54,208,-3,27,-0,79951,77365,BDI
100180,3_dose,reduced_coverage,8623,2603,312,88,40,11,45443,43274,BDI
100180,4_dose,reduced_coverage_lower,10333,3200,363,112,47,14,57373,55156,BDI
100180,4_dose,reduced_coverage,10896,3383,378,113,49,15,57373,55156,BDI
100180,4_dose,reduced_coverage_upper,11652,3452,402,121,52,16,57373,55156,BDI
100180,3_dose,full_coverage,9312,2864,341,101,44,13,45443,43274,BDI
100180,4_dose,full_coverage,12104,3906,431,135,56,17,57373,55156,BDI
100181,3_dose,reduced_coverage,9202,1330,432,85,56,11,91351,87620,BDI
100181,4_dose,reduced_coverage_lower,10768,1773,490,104,63,13,115028,111179,BDI
100181,4_dose,reduced_coverage,11034,1743,527,105,68,14,115028,111179,BDI
100181,4_dose,reduced_coverage_upper,11544,1839,544,115,70,15,115028,111179,BDI
100181,3_dose,full_coverage,9857,1483,458,89,59,12,91351,87620,BDI
100181,4_dose,full_coverage,12745,2073,595,130,77,17,115028,111179,BDI
100182,3_dose,reduced_coverage,11599,1545,560,94,72,12,125860,120698,BDI
100182,4_dose,reduced_coverage_lower,13753,1953,671,119,87,15,159320,153329,BDI
100182,4_dose,reduced_coverage,14194,2083,692,132,89,17,159320,153329,BDI
100182,4_dose,reduced_coverage_upper,14883,2447,722,140,93,18,159320,153329,BDI
100182,3_dose,full_coverage,12822,1786,615,113,79,15,125860,120698,BDI
100182,4_dose,full_coverage,16770,2600,809,150,104,19,159320,153329,BDI
100183,3_dose,reduced_coverage,12331,2788,493,138,64,18,82238,78674,BDI
100183,4_dose,reduced_coverage_lower,14401,3421,558,164,72,21,103834,100004,BDI
100183,4_dose,reduced_coverage,15508,3473,597,167,77,22,103834,100004,BDI
100183,4_dose,reduced_coverage_upper,16026,3810,618,179,80,23,103834,100004,BDI
100183,3_dose,full_coverage,13369,3116,533,148,69,19,82238,78674,BDI
100183,4_dose,full_coverage,17449,4392,692,199,89,26,103834,100004,BDI
100184,3_dose,reduced_coverage,9075,1081,470,75,61,10,110407,106095,BDI
100184,4_dose,reduced_coverage_lower,10602,1480,552,94,71,12,139612,135372,BDI
100184,4_dose,reduced_coverage,11288,1531,570,102,74,13,139612,135372,BDI
100184,4_dose,reduced_coverage_upper,11645,1661,606,105,78,14,139612,135372,BDI
100184,3_dose,full_coverage,9674,1264,510,84,66,11,110407,106095,BDI
100184,4_dose,full_coverage,12856,1867,658,125,85,16,139612,135372,BDI
100185,3_dose,reduced_coverage,23879,6925,883,248,114,32,125829,119945,BDI
100185,4_dose,reduced_coverage_lower,27749,8646,1010,296,130,38,158681,152513,BDI
100185,4_dose,reduced_coverage,29550,9140,1043,318,135,41,158681,152513,BDI
100185,4_dose,reduced_coverage_upper,31418,9673,1095,334,141,43,158681,152513,BDI
100185,3_dose,full_coverage,26538,7808,932,271,120,35,125829,119945,BDI
100185,4_dose,full_coverage,34553,10650,1181,357,152,46,158681,152513,BDI
100186,3_dose,reduced_coverage,4273,271,244,22,31,3,68776,65961,BDI
100186,4_dose,reduced_coverage_lower,5047,388,283,31,37,4,86749,83855,BDI
100186,4_dose,reduced_coverage,5439,465,302,37,39,5,86749,83855,BDI
100186,4_dose,reduced_coverage_upper,5738,474,317,36,41,5,86749,83855,BDI
100186,3_dose,full_coverage,4893,373,271,30,35,4,68776,65961,BDI
100186,4_dose,full_coverage,6044,497,349,41,45,5,86749,83855,BDI
100187,3_dose,reduced_coverage,1955,14,116,3,15,0,41388,39681,BDI
100187,4_dose,reduced_coverage_lower,2317,52,142,4,18,1,52207,50396,BDI
100187,4_dose,reduced_coverage,2407,70,145,6,19,1,52207,50396,BDI
100187,4_dose,reduced_coverage_upper,2497,56,156,5,20,1,52207,50396,BDI
100187,3_dose,full_coverage,2192,19,132,2,17,0,41388,39681,BDI
100187,4_dose,full_coverage,2755,91,167,9,21,1,52207,50396,BDI
100188,3_dose,reduced_coverage,23868,6223,883,225,114,29,131237,125237,BDI
100188,4_dose,reduced_coverage_lower,27667,7369,1015,287,131,37,165460,159471,BDI
100188,4_dose,reduced_coverage,29734,8277,1065,304,137,39,165460,159471,BDI
100188,4_dose,reduced_coverage_upper,30610,8293,1082,308,140,40,165460,159471,BDI
100188,3_dose,full_coverage,25859,7376,939,265,121,34,131237,125237,BDI
100188,4_dose,full_coverage,33053,9379,1188,349,153,45,165460,159471,BDI
100189,3_dose,reduced_coverage,1314,92,77,6,10,1,21752,20836,BDI
100189,4_dose,reduced_coverage_lower,1532,114,87,9,11,1,27441,26481,BDI
100189,4_dose,reduced_coverage,1590,135,95,11,12,1,27441,26481,BDI
100189,4_dose,reduced_coverage_upper,1671,117,98,10,13,1,27441,26481,BDI
100189,3_dose,full_coverage,1454,95,83,8,11,1,21752,20836,BDI
100189,4_dose,full_coverage,1885,139,108,13,14,2,27441,26481,BDI
100190,3_dose,reduced_coverage,18178,4203,744,190,96,25,131496,125744,BDI
100190,4_dose,reduced_coverage_lower,21140,4719,871,217,112,28,165956,159757,BDI
100190,4_dose,reduced_coverage,22286,5340,914,242,118,31,165956,159757,BDI
100190,4_dose,reduced_coverage_upper,24315,5456,956,254,123,33,165956,159757,BDI
100190,3_dose,full_coverage,19136,4372,798,210,103,27,131496,125744,BDI
100190,4_dose,full_coverage,25010,5616,1064,285,137,37,165956,159757,BDI
100191,3_dose,reduced_coverage,6976,1406,327,72,42,9,63798,61137,BDI
100191,4_dose,reduced_coverage_lower,8271,1677,381,90,49,12,80346,77765,BDI
100191,4_dose,reduced_coverage,8754,1820,394,97,51,13,80346,77765,BDI
100191,4_dose,reduced_coverage_upper,9270,1825,430,98,55,13,80346,77765,BDI
100191,3_dose,full_coverage,7693,1561,369,81,48,10,63798,61137,BDI
100191,4_dose,full_coverage,10151,1954,456,109,59,14,80346,77765,BDI
100192,3_dose,reduced_coverage,13454,3425,534,137,69,18,83956,80148,BDI
100192,4_dose,reduced_coverage_lower,15941,3927,633,163,82,21,106052,101713,BDI
100192,4_dose,reduced_coverage,17116,4387,648,175,84,23,106052,101713,BDI
100192,4_dose,reduced_coverage_upper,17544,4721,679,184,88,24,106052,101713,BDI
100192,3_dose,full_coverage,14851,3873,587,148,76,19,83956,80148,BDI
100192,4_dose,full_coverage,19014,5159,742,208,96,27,106052,101713,BDI
100196,3_dose,reduced_coverage,21310,6663,686,200,89,26,102130,96596,BEN
100196,4_dose,reduced_coverage_lower,24992,8355,801,240,103,31,128848,123391,BEN
100196,4_dose,reduced_coverage,26647,9288,859,264,111,34,128848,123391,BEN
100196,4_dose,reduced_coverage_upper,26917,9962,879,275,113,35,128848,123391,BEN
100196,3_dose,full_coverage,25530,8509,839,251,108,32,102130,96596,BEN
100196,4_dose,full_coverage,32365,11581,1071,329,138,42,128848,123391,BEN
100197,3_dose,reduced_coverage,20305,6434,664,201,86,26,104886,99871,BEN
100197,4_dose,reduced_coverage_lower,24358,7470,759,249,98,32,132977,126954,BEN
100197,4_dose,reduced_coverage,24627,8183,821,261,106,34,132977,126954,BEN
100197,4_dose,reduced_coverage_upper,26084,8383,846,261,109,34,132977,126954,BEN
100197,3_dose,full_coverage,23553,7840,778,245,100,32,104886,99871,BEN
100197,4_dose,full_coverage,31074,10529,1021,314,132,40,132977,126954,BEN
100198,3_dose,reduced_coverage,37025,10075,1315,394,170,51,219996,209583,BEN
100198,4_dose,reduced_coverage_lower,42921,12210,1514,444,195,57,278110,267441,BEN
100198,4_dose,reduced_coverage,43980,13010,1593,474,205,61,278110,267441,BEN
100198,4_dose,reduced_coverage_upper,46532,14246,1660,499,214,64,278110,267441,BEN
100198,3_dose,full_coverage,43279,12365,1584,455,204,59,219996,209583,BEN
100198,4_dose,full_coverage,56496,16670,1977,596,255,77,278110,267441,BEN
100199,3_dose,reduced_coverage,26771,7992,921,284,119,37,143475,136569,BEN
100199,4_dose,reduced_coverage_lower,31524,10109,1036,322,134,42,181151,174292,BEN
100199,4_dose,reduced_coverage,33429,10538,1094,333,141,43,181151,174292,BEN
100199,4_dose,reduced_coverage_upper,34475,11374,1148,342,148,44,181151,174292,BEN
100199,3_dose,full_coverage,32809,10407,1090,340,141,44,143475,136569,BEN
100199,4_dose,full_coverage,41902,14413,1367,456,176,59,181151,174292,BEN
100200,3_dose,reduced_coverage,20128,6146,673,204,87,26,105236,99614,BEN
100200,4_dose,reduced_coverage_lower,23591,7306,766,229,99,29,132519,126977,BEN
100200,4_dose,reduced_coverage,24910,7898,805,239,104,31,132519,126977,BEN
100200,4_dose,reduced_coverage_upper,25603,8140,815,256,105,33,132519,126977,BEN
100200,3_dose,full_coverage,24047,7678,807,239,104,31,105236,99614,BEN
100200,4_dose,full_coverage,31024,10352,1017,332,131,43,132519,126977,BEN
100201,3_dose,reduced_coverage,17242,6514,502,141,65,18,67103,63189,BEN
100201,4_dose,reduced_coverage_lower,20386,7866,554,183,71,24,84494,80580,BEN
100201,4_dose,reduced_coverage,22072,8382,575,194,74,25,84494,80580,BEN
100201,4_dose,reduced_coverage_upper,22312,8642,607,206,78,27,84494,80580,BEN
100201,3_dose,full_coverage,20779,7786,593,188,77,24,67103,63189,BEN
100201,4_dose,full_coverage,27298,10485,745,254,96,33,84494,80580,BEN
100202,3_dose,reduced_coverage,29906,10212,779,241,101,31,107424,100936,BEN
100202,4_dose,reduced_coverage_lower,35186,12483,917,294,118,38,135346,128889,BEN
100202,4_dose,reduced_coverage,36082,14318,954,325,123,42,135346,128889,BEN
100202,4_dose,reduced_coverage_upper,38639,15318,1010,327,130,42,135346,128889,BEN
100202,3_dose,full_coverage,36031,13000,954,293,123,38,107424,100936,BEN
100202,4_dose,full_coverage,47571,18423,1219,401,157,52,135346,128889,BEN
100203,3_dose,reduced_coverage,1732,174,95,12,12,2,29664,28341,BEN
100203,4_dose,reduced_coverage_lower,1961,167,108,13,14,2,37580,36182,BEN
100203,4_dose,reduced_coverage,2039,211,115,15,15,2,37580,36182,BEN
100203,4_dose,reduced_coverage_upper,2187,224,117,17,15,2,37580,36182,BEN
100203,3_dose,full_coverage,2063,178,112,13,14,2,29664,28341,BEN
100203,4_dose,full_coverage,2658,258,149,20,19,3,37580,36182,BEN
100204,3_dose,reduced_coverage,18948,7553,485,157,63,20,64948,61366,BEN
100204,4_dose,reduced_coverage_lower,22759,9567,574,186,74,24,82299,78687,BEN
100204,4_dose,reduced_coverage,23479,10079,597,209,77,27,82299,78687,BEN
100204,4_dose,reduced_coverage_upper,25180,10204,622,215,80,28,82299,78687,BEN
100204,3_dose,full_coverage,23148,9918,585,200,75,26,64948,61366,BEN
100204,4_dose,full_coverage,30518,13072,731,265,94,34,82299,78687,BEN
100205,3_dose,reduced_coverage,14296,2754,624,145,80,19,135966,130260,BEN
100205,4_dose,reduced_coverage_lower,16795,3128,749,180,97,23,172294,165749,BEN
100205,4_dose,reduced_coverage,17733,3368,771,199,100,26,172294,165749,BEN
100205,4_dose,reduced_coverage_upper,18600,3495,819,202,106,26,172294,165749,BEN
100205,3_dose,full_coverage,17562,3258,757,190,98,24,135966,130260,BEN
100205,4_dose,full_coverage,22044,4498,974,252,126,33,172294,165749,BEN
100206,3_dose,reduced_coverage,10216,2612,422,109,54,14,79801,75748,BEN
100206,4_dose,reduced_coverage_lower,12301,2910,509,128,66,17,100858,96897,BEN
100206,4_dose,reduced_coverage,13034,2953,536,147,69,19,100858,96897,BEN
100206,4_dose,reduced_coverage_upper,13343,3188,524,142,68,18,100858,96897,BEN
100206,3_dose,full_coverage,12537,2966,506,132,65,17,79801,75748,BEN
100206,4_dose,full_coverage,16031,4201,652,181,84,23,100858,96897,BEN
100207,3_dose,reduced_coverage,21076,6367,713,200,92,26,114366,108434,BEN
100207,4_dose,reduced_coverage_lower,23757,7387,818,246,106,32,144453,138379,BEN
100207,4_dose,reduced_coverage,25512,8110,863,248,111,32,144453,138379,BEN
100207,4_dose,reduced_coverage_upper,26096,8391,893,272,115,35,144453,138379,BEN
100207,3_dose,full_coverage,24249,7399,857,245,111,32,114366,108434,BEN
100207,4_dose,full_coverage,32429,9864,1080,334,139,43,144453,138379,BEN
100211,3_dose,reduced_coverage,112223,51974,2435,716,314,92,258285,244428,BFA
100211,4_dose,reduced_coverage_lower,133284,64540,2795,892,361,115,325660,311603,BFA
100211,4_dose,reduced_coverage,139675,70205,2881,931,372,120,325660,311603,BFA
100211,4_dose,reduced_coverage_upper,144506,74154,3029,1024,391,132,325660,311603,BFA
100211,3_dose,full_coverage,123777,59064,2753,798,355,103,258285,244428,BFA
100211,4_dose,full_coverage,159123,80098,3327,1079,429,139,325660,311603,BFA
100212,3_dose,reduced_coverage,33478,15365,854,271,110,35,97178,92774,BFA
100212,4_dose,reduced_coverage_lower,39904,18524,949,336,122,43,122899,117900,BFA
100212,4_dose,reduced_coverage,41851,19921,989,353,128,45,122899,117900,BFA
100212,4_dose,reduced_coverage_upper,44279,21096,1042,377,134,49,122899,117900,BFA
100212,3_dose,full_coverage,36540,17697,910,303,117,39,97178,92774,BFA
100212,4_dose,full_coverage,48232,23551,1132,409,146,53,122899,117900,BFA
100213,3_dose,reduced_coverage,31199,6564,1509,342,195,44,328889,315180,BFA
100213,4_dose,reduced_coverage_lower,37128,8279,1807,437,233,56,415828,400604,BFA
100213,4_dose,reduced_coverage,39036,9116,1846,442,238,57,415828,400604,BFA
100213,4_dose,reduced_coverage_upper,40812,9745,1916,476,247,61,415828,400604,BFA
100213,3_dose,full_coverage,34146,7495,1666,364,215,47,328889,315180,BFA
100213,4_dose,full_coverage,45334,10481,2150,527,277,68,415828,400604,BFA
100214,3_dose,reduced_coverage,68867,29400,1686,564,218,73,203020,193456,BFA
100214,4_dose,reduced_coverage_lower,80090,37146,1929,703,249,91,256456,246019,BFA
100214,4_dose,reduced_coverage,84904,38621,2022,747,261,96,256456,246019,BFA
100214,4_dose,reduced_coverage_upper,89734,41718,2131,781,275,101,256456,246019,BFA
100214,3_dose,full_coverage,75133,34310,1838,620,237,80,203020,193456,BFA
100214,4_dose,full_coverage,96305,46073,2348,840,303,108,256456,246019,BFA
100215,3_dose,reduced_coverage,76683,34472,1786,591,230,76,209734,200164,BFA
100215,4_dose,reduced_coverage_lower,87296,43883,2043,711,264,92,264594,254636,BFA
100215,4_dose,reduced_coverage,91258,45096,2130,783,275,101,264594,254636,BFA
100215,4_dose,reduced_coverage_upper,98920,47441,2199,808,284,104,264594,254636,BFA
100215,3_dose,full_coverage,81286,37734,1999,680,258,88,209734,200164,BFA
100215,4_dose,full_coverage,106142,53393,2429,913,313,118,264594,254636,BFA
100216,3_dose,reduced_coverage,65646,30465,1751,576,226,74,208825,198730,BFA
100216,4_dose,reduced_coverage_lower,79563,37281,2012,696,259,90,262721,252712,BFA
100216,4_dose,reduced_coverage,82875,40118,2063,733,266,95,262721,252712,BFA
100216,4_dose,reduced_coverage_upper,89586,42279,2142,793,276,102,262721,252712,BFA
100216,3_dose,full_coverage,71513,34416,1926,621,248,80,208825,198730,BFA
100216,4_dose,full_coverage,96672,45571,2362,849,305,109,262721,252712,BFA
100217,3_dose,reduced_coverage,30665,12545,854,299,110,39,115057,110015,BFA
100217,4_dose,reduced_coverage_lower,35864,15128,1021,358,132,46,145787,140285,BFA
100217,4_dose,reduced_coverage,37416,16260,1047,376,135,49,145787,140285,BFA
100217,4_dose,reduced_coverage_upper,39243,16952,1075,395,139,51,145787,140285,BFA
100217,3_dose,full_coverage,32816,13929,968,328,125,42,115057,110015,BFA
100217,4_dose,full_coverage,43214,17977,1224,418,158,54,145787,140285,BFA
100218,3_dose,reduced_coverage,87828,43423,1948,550,251,71,214397,203030,BFA
100218,4_dose,reduced_coverage_lower,102451,51562,2275,722,293,93,270352,259033,BFA
100218,4_dose,reduced_coverage,109907,55419,2374,729,306,94,270352,259033,BFA
100218,4_dose,reduced_coverage_upper,115143,58337,2410,823,311,106,270352,259033,BFA
100218,3_dose,full_coverage,97457,46787,2240,613,289,79,214397,203030,BFA
100218,4_dose,full_coverage,125781,63339,2673,894,345,115,270352,259033,BFA
100219,3_dose,reduced_coverage,86777,38445,2156,736,278,95,264833,252763,BFA
100219,4_dose,reduced_coverage_lower,100177,46364,2534,867,327,112,334644,322554,BFA
100219,4_dose,reduced_coverage,104879,49454,2604,926,336,120,334644,322554,BFA
100219,4_dose,reduced_coverage_upper,110440,52377,2734,995,353,128,334644,322554,BFA
100219,3_dose,full_coverage,92918,42267,2419,864,312,112,264833,252763,BFA
100219,4_dose,full_coverage,121329,55928,2974,1087,384,140,334644,322554,BFA
