DIDE_CODE,vaccine_type,vaccine_scenario,clin_cases_averted,sev_cases_averted,deaths_averted,num_vacc_doses,ISO
100050,3_dose,reduced_coverage,-13,-1,-0,56438,AGO
100050,4_dose,reduced_coverage_lower,-9,-1,-0,68378,AGO
100050,4_dose,reduced_coverage,-9,-1,-0,68378,AGO
100050,4_dose,reduced_coverage_upper,-10,-1,-0,68378,AGO
100050,3_dose,full_coverage,4,0,0,56438,AGO
100050,4_dose,full_coverage,4,0,0,68378,AGO
100051,3_dose,reduced_coverage,806,71,9,190909,AGO
100051,4_dose,reduced_coverage_lower,617,59,8,229578,AGO
100051,4_dose,reduced_coverage,605,61,8,229578,AGO
100051,4_dose,reduced_coverage_upper,1081,93,12,229578,AGO
100051,3_dose,full_coverage,1569,129,17,190909,AGO
100051,4_dose,full_coverage,2177,176,23,229578,AGO
100052,3_dose,reduced_coverage,127,12,2,67561,AGO
100052,4_dose,reduced_coverage_lower,193,16,2,81820,AGO
100052,4_dose,reduced_coverage,228,19,2,81820,AGO
100052,4_dose,reduced_coverage_upper,235,20,3,81820,AGO
100052,3_dose,full_coverage,427,35,5,67561,AGO
100052,4_dose,full_coverage,479,39,5,81820,AGO
100176,3_dose,reduced_coverage,771,61,8,62897,BDI
100176,4_dose,reduced_coverage_lower,831,64,8,75929,BDI
100176,4_dose,reduced_coverage,895,69,9,75929,BDI
100176,4_dose,reduced_coverage_upper,880,67,9,75929,BDI
100176,3_dose,full_coverage,642,54,7,62897,BDI
100176,4_dose,full_coverage,905,71,9,75929,BDI
100177,3_dose,reduced_coverage,199,20,3,98287,BDI
100177,4_dose,reduced_coverage_lower,203,20,3,119248,BDI
100177,4_dose,reduced_coverage,204,19,2,119248,BDI
100177,4_dose,reduced_coverage_upper,205,20,3,119248,BDI
100177,3_dose,full_coverage,145,13,2,98287,BDI
100177,4_dose,full_coverage,289,26,3,119248,BDI
100178,3_dose,reduced_coverage,88,7,1,87772,BDI
100178,4_dose,reduced_coverage_lower,278,23,3,106192,BDI
100178,4_dose,reduced_coverage,306,25,3,106192,BDI
100178,4_dose,reduced_coverage_upper,236,20,3,106192,BDI
100178,3_dose,full_coverage,105,10,1,87772,BDI
100178,4_dose,full_coverage,271,23,3,106192,BDI
100179,3_dose,reduced_coverage,236,20,3,59487,BDI
100179,4_dose,reduced_coverage_lower,324,27,3,71878,BDI
100179,4_dose,reduced_coverage,280,23,3,71878,BDI
100179,4_dose,reduced_coverage_upper,268,23,3,71878,BDI
100179,3_dose,full_coverage,346,30,4,59487,BDI
100179,4_dose,full_coverage,442,39,5,71878,BDI
100180,3_dose,reduced_coverage,3246,155,20,42573,BDI
100180,4_dose,reduced_coverage_lower,4157,185,24,51130,BDI
100180,4_dose,reduced_coverage,3999,188,24,51130,BDI
100180,4_dose,reduced_coverage_upper,3962,191,25,51130,BDI
100180,3_dose,full_coverage,4015,181,23,42573,BDI
100180,4_dose,full_coverage,4495,215,28,51130,BDI
100181,3_dose,reduced_coverage,2218,148,19,84844,BDI
100181,4_dose,reduced_coverage_lower,2695,183,24,103493,BDI
100181,4_dose,reduced_coverage,2673,184,24,103493,BDI
100181,4_dose,reduced_coverage_upper,2716,184,24,103493,BDI
100181,3_dose,full_coverage,2665,182,23,84844,BDI
100181,4_dose,full_coverage,2978,202,26,103493,BDI
100182,3_dose,reduced_coverage,3599,234,30,117893,BDI
100182,4_dose,reduced_coverage_lower,3876,250,32,142373,BDI
100182,4_dose,reduced_coverage,4080,264,34,142373,BDI
100182,4_dose,reduced_coverage_upper,4119,273,35,142373,BDI
100182,3_dose,full_coverage,3317,212,27,117893,BDI
100182,4_dose,full_coverage,3911,253,33,142373,BDI
100183,3_dose,reduced_coverage,4252,226,29,77193,BDI
100183,4_dose,reduced_coverage_lower,4852,264,34,93991,BDI
100183,4_dose,reduced_coverage,5069,274,35,93991,BDI
100183,4_dose,reduced_coverage_upper,5248,278,36,93991,BDI
100183,3_dose,full_coverage,4178,240,31,77193,BDI
100183,4_dose,full_coverage,5271,293,38,93991,BDI
100184,3_dose,reduced_coverage,2692,176,23,103889,BDI
100184,4_dose,reduced_coverage_lower,2856,191,25,125638,BDI
100184,4_dose,reduced_coverage,3056,203,26,125638,BDI
100184,4_dose,reduced_coverage_upper,3267,215,28,125638,BDI
100184,3_dose,full_coverage,2687,179,23,103889,BDI
100184,4_dose,full_coverage,3303,223,29,125638,BDI
100185,3_dose,reduced_coverage,8966,425,55,117111,BDI
100185,4_dose,reduced_coverage_lower,9370,454,59,143059,BDI
100185,4_dose,reduced_coverage,10697,500,65,143059,BDI
100185,4_dose,reduced_coverage_upper,10159,486,63,143059,BDI
100185,3_dose,full_coverage,9919,488,63,117111,BDI
100185,4_dose,full_coverage,11580,562,72,143059,BDI
100186,3_dose,reduced_coverage,1103,81,10,64903,BDI
100186,4_dose,reduced_coverage_lower,1028,73,9,77874,BDI
100186,4_dose,reduced_coverage,1249,88,11,77874,BDI
100186,4_dose,reduced_coverage_upper,1172,84,11,77874,BDI
100186,3_dose,full_coverage,1006,74,10,64903,BDI
100186,4_dose,full_coverage,1297,93,12,77874,BDI
100187,3_dose,reduced_coverage,401,28,4,39356,BDI
100187,4_dose,reduced_coverage_lower,479,35,5,47774,BDI
100187,4_dose,reduced_coverage,512,38,5,47774,BDI
100187,4_dose,reduced_coverage_upper,507,37,5,47774,BDI
100187,3_dose,full_coverage,462,34,4,39356,BDI
100187,4_dose,full_coverage,503,37,5,47774,BDI
100188,3_dose,reduced_coverage,8417,403,52,123928,BDI
100188,4_dose,reduced_coverage_lower,10096,481,62,150422,BDI
100188,4_dose,reduced_coverage,10281,488,63,150422,BDI
100188,4_dose,reduced_coverage_upper,9994,482,62,150422,BDI
100188,3_dose,full_coverage,9107,444,57,123928,BDI
100188,4_dose,full_coverage,11236,549,71,150422,BDI
100189,3_dose,reduced_coverage,296,22,3,20626,BDI
100189,4_dose,reduced_coverage_lower,338,25,3,24943,BDI
100189,4_dose,reduced_coverage,353,26,3,24943,BDI
100189,4_dose,reduced_coverage_upper,389,28,4,24943,BDI
100189,3_dose,full_coverage,399,28,4,20626,BDI
100189,4_dose,full_coverage,441,31,4,24943,BDI
100190,3_dose,reduced_coverage,5473,321,41,121399,BDI
100190,4_dose,reduced_coverage_lower,6369,358,46,147322,BDI
100190,4_dose,reduced_coverage,6585,371,48,147322,BDI
100190,4_dose,reduced_coverage_upper,7359,420,54,147322,BDI
100190,3_dose,full_coverage,6034,354,46,121399,BDI
100190,4_dose,full_coverage,7288,429,55,147322,BDI
100191,3_dose,reduced_coverage,2061,132,17,59541,BDI
100191,4_dose,reduced_coverage_lower,2468,154,20,72393,BDI
100191,4_dose,reduced_coverage,2433,153,20,72393,BDI
100191,4_dose,reduced_coverage_upper,2583,161,21,72393,BDI
100191,3_dose,full_coverage,2224,134,17,59541,BDI
100191,4_dose,full_coverage,2820,171,22,72393,BDI
100192,3_dose,reduced_coverage,4923,242,31,79549,BDI
100192,4_dose,reduced_coverage_lower,4852,253,33,96221,BDI
100192,4_dose,reduced_coverage,5245,272,35,96221,BDI
100192,4_dose,reduced_coverage_upper,5259,270,35,96221,BDI
100192,3_dose,full_coverage,5182,256,33,79549,BDI
100192,4_dose,full_coverage,6024,303,39,96221,BDI
100196,3_dose,reduced_coverage,9202,402,52,95604,BEN
100196,4_dose,reduced_coverage_lower,10544,437,56,116744,BEN
100196,4_dose,reduced_coverage,10228,439,57,116744,BEN
100196,4_dose,reduced_coverage_upper,11082,459,59,116744,BEN
100196,3_dose,full_coverage,10381,444,57,95604,BEN
100196,4_dose,full_coverage,12486,524,68,116744,BEN
100197,3_dose,reduced_coverage,8129,370,48,98154,BEN
100197,4_dose,reduced_coverage_lower,8774,393,51,120047,BEN
100197,4_dose,reduced_coverage,9712,442,57,120047,BEN
100197,4_dose,reduced_coverage_upper,9401,434,56,120047,BEN
100197,3_dose,full_coverage,9695,445,57,98154,BEN
100197,4_dose,full_coverage,11468,526,68,120047,BEN
100198,3_dose,reduced_coverage,13624,640,82,207726,BEN
100198,4_dose,reduced_coverage_lower,14994,693,89,251902,BEN
100198,4_dose,reduced_coverage,15215,698,90,251902,BEN
100198,4_dose,reduced_coverage_upper,15105,719,93,251902,BEN
100198,3_dose,full_coverage,15654,734,95,207726,BEN
100198,4_dose,full_coverage,18333,854,110,251902,BEN
100199,3_dose,reduced_coverage,10817,473,61,134472,BEN
100199,4_dose,reduced_coverage_lower,12537,549,71,162611,BEN
100199,4_dose,reduced_coverage,12931,568,73,162611,BEN
100199,4_dose,reduced_coverage_upper,12998,578,75,162611,BEN
100199,3_dose,full_coverage,13391,620,80,134472,BEN
100199,4_dose,full_coverage,16585,754,97,162611,BEN
100200,3_dose,reduced_coverage,7278,341,44,98501,BEN
100200,4_dose,reduced_coverage_lower,8273,380,49,120709,BEN
100200,4_dose,reduced_coverage,8544,387,50,120709,BEN
100200,4_dose,reduced_coverage_upper,9062,402,52,120709,BEN
100200,3_dose,full_coverage,8465,391,50,98501,BEN
100200,4_dose,full_coverage,10621,474,61,120709,BEN
100201,3_dose,reduced_coverage,7246,269,35,61819,BEN
100201,4_dose,reduced_coverage_lower,8284,300,39,75937,BEN
100201,4_dose,reduced_coverage,8330,309,40,75937,BEN
100201,4_dose,reduced_coverage_upper,8669,324,42,75937,BEN
100201,3_dose,full_coverage,9136,344,44,61819,BEN
100201,4_dose,full_coverage,11179,411,53,75937,BEN
100202,3_dose,reduced_coverage,14827,483,62,99083,BEN
100202,4_dose,reduced_coverage_lower,15687,492,63,120999,BEN
100202,4_dose,reduced_coverage,16888,537,69,120999,BEN
100202,4_dose,reduced_coverage_upper,17116,547,71,120999,BEN
100202,3_dose,full_coverage,16915,549,71,99083,BEN
100202,4_dose,full_coverage,20526,657,85,120999,BEN
100203,3_dose,reduced_coverage,445,30,4,28030,BEN
100203,4_dose,reduced_coverage_lower,440,30,4,33948,BEN
100203,4_dose,reduced_coverage,488,34,4,33948,BEN
100203,4_dose,reduced_coverage_upper,505,34,4,33948,BEN
100203,3_dose,full_coverage,475,34,4,28030,BEN
100203,4_dose,full_coverage,628,44,6,33948,BEN
100204,3_dose,reduced_coverage,8963,295,38,61165,BEN
100204,4_dose,reduced_coverage_lower,9862,332,43,74749,BEN
100204,4_dose,reduced_coverage,10364,344,44,74749,BEN
100204,4_dose,reduced_coverage_upper,10548,337,44,74749,BEN
100204,3_dose,full_coverage,10268,353,46,61165,BEN
100204,4_dose,full_coverage,12869,419,54,74749,BEN
100205,3_dose,reduced_coverage,5584,323,42,127390,BEN
100205,4_dose,reduced_coverage_lower,5641,322,41,154827,BEN
100205,4_dose,reduced_coverage,6231,349,45,154827,BEN
100205,4_dose,reduced_coverage_upper,6366,366,47,154827,BEN
100205,3_dose,full_coverage,6190,355,46,127390,BEN
100205,4_dose,full_coverage,7016,411,53,154827,BEN
100206,3_dose,reduced_coverage,3164,152,20,74828,BEN
100206,4_dose,reduced_coverage_lower,3404,175,23,91363,BEN
100206,4_dose,reduced_coverage,3841,202,26,91363,BEN
100206,4_dose,reduced_coverage_upper,3734,195,25,91363,BEN
100206,3_dose,full_coverage,3602,199,26,74828,BEN
100206,4_dose,full_coverage,4556,244,31,91363,BEN
100207,3_dose,reduced_coverage,8379,394,51,107290,BEN
100207,4_dose,reduced_coverage_lower,9268,431,56,130819,BEN
100207,4_dose,reduced_coverage,9584,446,58,130819,BEN
100207,4_dose,reduced_coverage_upper,10258,460,59,130819,BEN
100207,3_dose,full_coverage,9951,455,59,107290,BEN
100207,4_dose,full_coverage,12468,570,74,130819,BEN
100211,3_dose,reduced_coverage,60683,1455,188,239921,BFA
100211,4_dose,reduced_coverage_lower,65526,1522,196,290009,BFA
100211,4_dose,reduced_coverage,67999,1656,214,290009,BFA
100211,4_dose,reduced_coverage_upper,70549,1619,209,290009,BFA
100211,3_dose,full_coverage,65046,1578,204,239921,BFA
100211,4_dose,full_coverage,79963,1913,247,290009,BFA
100212,3_dose,reduced_coverage,17564,547,71,89569,BFA
100212,4_dose,reduced_coverage_lower,19919,615,79,108602,BFA
100212,4_dose,reduced_coverage,19930,604,78,108602,BFA
100212,4_dose,reduced_coverage_upper,20700,610,79,108602,BFA
100212,3_dose,full_coverage,19711,628,81,89569,BFA
100212,4_dose,full_coverage,23583,725,94,108602,BFA
100213,3_dose,reduced_coverage,10638,650,84,306645,BFA
100213,4_dose,reduced_coverage_lower,12010,747,96,373548,BFA
100213,4_dose,reduced_coverage,10968,697,90,373548,BFA
100213,4_dose,reduced_coverage_upper,10930,686,89,373548,BFA
100213,3_dose,full_coverage,11908,725,94,306645,BFA
100213,4_dose,full_coverage,13427,833,108,373548,BFA
100214,3_dose,reduced_coverage,32239,1017,131,188260,BFA
100214,4_dose,reduced_coverage_lower,36989,1124,145,231045,BFA
100214,4_dose,reduced_coverage,37618,1125,145,231045,BFA
100214,4_dose,reduced_coverage_upper,40019,1228,158,231045,BFA
100214,3_dose,full_coverage,40300,1262,163,188260,BFA
100214,4_dose,full_coverage,43871,1382,178,231045,BFA
100215,3_dose,reduced_coverage,35249,1076,139,197138,BFA
100215,4_dose,reduced_coverage_lower,40716,1204,155,237626,BFA
100215,4_dose,reduced_coverage,41648,1225,158,237626,BFA
100215,4_dose,reduced_coverage_upper,43828,1277,165,237626,BFA
100215,3_dose,full_coverage,42071,1209,156,197138,BFA
100215,4_dose,full_coverage,49953,1428,184,237626,BFA
100216,3_dose,reduced_coverage,37711,1114,144,192291,BFA
100216,4_dose,reduced_coverage_lower,41109,1209,156,234523,BFA
100216,4_dose,reduced_coverage,37476,1214,157,234523,BFA
100216,4_dose,reduced_coverage_upper,38388,1252,162,234523,BFA
100216,3_dose,full_coverage,34893,1121,145,192291,BFA
100216,4_dose,full_coverage,41627,1304,168,234523,BFA
100217,3_dose,reduced_coverage,13494,513,66,106849,BFA
100217,4_dose,reduced_coverage_lower,15054,581,75,129855,BFA
100217,4_dose,reduced_coverage,15628,583,75,129855,BFA
100217,4_dose,reduced_coverage_upper,16157,607,78,129855,BFA
100217,3_dose,full_coverage,15271,571,74,106849,BFA
100217,4_dose,full_coverage,18070,670,86,129855,BFA
100218,3_dose,reduced_coverage,33045,959,124,199840,BFA
100218,4_dose,reduced_coverage_lower,48932,1278,165,241570,BFA
100218,4_dose,reduced_coverage,50581,1359,175,241570,BFA
100218,4_dose,reduced_coverage_upper,52030,1360,175,241570,BFA
100218,3_dose,full_coverage,44869,1172,151,199840,BFA
100218,4_dose,full_coverage,49340,1403,181,241570,BFA
100219,3_dose,reduced_coverage,37958,1216,157,247703,BFA
100219,4_dose,reduced_coverage_lower,42582,1368,176,303482,BFA
100219,4_dose,reduced_coverage,43221,1377,178,303482,BFA
100219,4_dose,reduced_coverage_upper,46500,1470,190,303482,BFA
100219,3_dose,full_coverage,42272,1370,177,247703,BFA
100219,4_dose,full_coverage,50188,1575,203,303482,BFA
100220,3_dose,reduced_coverage,34442,1000,129,195536,BFA
100220,4_dose,reduced_coverage_lower,40191,1173,151,234927,BFA
100220,4_dose,reduced_coverage,42214,1232,159,234927,BFA
100220,4_dose,reduced_coverage_upper,43056,1284,166,234927,BFA
100220,3_dose,full_coverage,38500,1174,151,195536,BFA
100220,4_dose,full_coverage,46378,1388,179,234927,BFA
100221,3_dose,reduced_coverage,14093,527,68,114499,BFA
100221,4_dose,reduced_coverage_lower,16075,579,75,137880,BFA
100221,4_dose,reduced_coverage,16424,583,75,137880,BFA
100221,4_dose,reduced_coverage_upper,17519,621,80,137880,BFA
100221,3_dose,full_coverage,16301,572,74,114499,BFA
100221,4_dose,full_coverage,19050,672,87,137880,BFA
100222,3_dose,reduced_coverage,36038,965,124,158429,BFA
100222,4_dose,reduced_coverage_lower,40932,1111,143,194818,BFA
100222,4_dose,reduced_coverage,42030,1099,142,194818,BFA
100222,4_dose,reduced_coverage_upper,41276,1121,145,194818,BFA
100222,3_dose,full_coverage,40311,1093,141,158429,BFA
100222,4_dose,full_coverage,46982,1241,160,194818,BFA
100223,3_dose,reduced_coverage,28563,618,80,101167,BFA
100223,4_dose,reduced_coverage_lower,32127,690,89,122740,BFA
100223,4_dose,reduced_coverage,33555,741,96,122740,BFA
100223,4_dose,reduced_coverage_upper,34584,721,93,122740,BFA
100223,3_dose,full_coverage,31858,692,89,101167,BFA
100223,4_dose,full_coverage,37873,785,101,122740,BFA
100409,3_dose,reduced_coverage,193,10,1,5307,CAF
100409,4_dose,reduced_coverage_lower,188,10,1,6489,CAF
100409,4_dose,reduced_coverage,187,10,1,6489,CAF
100409,4_dose,reduced_coverage_upper,229,12,2,6489,CAF
100409,3_dose,full_coverage,417,20,3,5307,CAF
100409,4_dose,full_coverage,501,24,3,6489,CAF
100410,3_dose,reduced_coverage,1402,49,6,26189,CAF
100410,4_dose,reduced_coverage_lower,1325,51,7,31572,CAF
100410,4_dose,reduced_coverage,1369,55,7,31572,CAF
100410,4_dose,reduced_coverage_upper,1526,62,8,31572,CAF
100410,3_dose,full_coverage,2809,119,15,26189,CAF
100410,4_dose,full_coverage,3351,142,18,31572,CAF
100411,3_dose,reduced_coverage,2309,64,8,30426,CAF
100411,4_dose,reduced_coverage_lower,2739,78,10,37194,CAF
100411,4_dose,reduced_coverage,3088,93,12,37194,CAF
100411,4_dose,reduced_coverage_upper,3177,89,11,37194,CAF
100411,3_dose,full_coverage,6125,175,23,30426,CAF
100411,4_dose,full_coverage,7685,214,28,37194,CAF
100412,3_dose,reduced_coverage,867,23,3,6650,CAF
100412,4_dose,reduced_coverage_lower,883,24,3,7972,CAF
100412,4_dose,reduced_coverage,947,26,3,7972,CAF
100412,4_dose,reduced_coverage_upper,1035,27,4,7972,CAF
100412,3_dose,full_coverage,1620,43,6,6650,CAF
100412,4_dose,full_coverage,1960,53,7,7972,CAF
100413,3_dose,reduced_coverage,541,24,3,10742,CAF
100413,4_dose,reduced_coverage_lower,591,27,4,12870,CAF
100413,4_dose,reduced_coverage,635,29,4,12870,CAF
100413,4_dose,reduced_coverage_upper,645,28,4,12870,CAF
100413,3_dose,full_coverage,1071,47,6,10742,CAF
100413,4_dose,full_coverage,1309,59,8,12870,CAF
100414,3_dose,reduced_coverage,1519,44,6,14602,CAF
100414,4_dose,reduced_coverage_lower,1609,47,6,17670,CAF
100414,4_dose,reduced_coverage,1754,51,7,17670,CAF
100414,4_dose,reduced_coverage_upper,1685,49,6,17670,CAF
100414,3_dose,full_coverage,2849,89,11,14602,CAF
100414,4_dose,full_coverage,3364,105,14,17670,CAF
100415,3_dose,reduced_coverage,1989,61,8,30765,CAF
100415,4_dose,reduced_coverage_lower,1958,64,8,36832,CAF
100415,4_dose,reduced_coverage,1967,63,8,36832,CAF
100415,4_dose,reduced_coverage_upper,2148,72,9,36832,CAF
100415,3_dose,full_coverage,4104,137,18,30765,CAF
100415,4_dose,full_coverage,5378,181,23,36832,CAF
100416,3_dose,reduced_coverage,1592,73,9,44738,CAF
100416,4_dose,reduced_coverage_lower,1826,82,11,54283,CAF
100416,4_dose,reduced_coverage,1993,88,11,54283,CAF
100416,4_dose,reduced_coverage_upper,1985,86,11,54283,CAF
100416,3_dose,full_coverage,3857,174,22,44738,CAF
100416,4_dose,full_coverage,4635,209,27,54283,CAF
100417,3_dose,reduced_coverage,2503,57,7,20045,CAF
100417,4_dose,reduced_coverage_lower,2810,61,8,24219,CAF
100417,4_dose,reduced_coverage,2963,70,9,24219,CAF
100417,4_dose,reduced_coverage_upper,3337,77,10,24219,CAF
100417,3_dose,full_coverage,5418,124,16,20045,CAF
100417,4_dose,full_coverage,6645,149,19,24219,CAF
100418,3_dose,reduced_coverage,1053,41,5,14376,CAF
100418,4_dose,reduced_coverage_lower,1189,46,6,17523,CAF
100418,4_dose,reduced_coverage,1054,40,5,17523,CAF
100418,4_dose,reduced_coverage_upper,1205,46,6,17523,CAF
100418,3_dose,full_coverage,1883,73,9,14376,CAF
100418,4_dose,full_coverage,2289,89,11,17523,CAF
100419,3_dose,reduced_coverage,968,49,6,29156,CAF
100419,4_dose,reduced_coverage_lower,1085,60,8,34818,CAF
100419,4_dose,reduced_coverage,1212,65,8,34818,CAF
100419,4_dose,reduced_coverage_upper,891,45,6,34818,CAF
100419,3_dose,full_coverage,1796,96,12,29156,CAF
100419,4_dose,full_coverage,2234,116,15,34818,CAF
100420,3_dose,reduced_coverage,8801,296,38,91670,CAF
100420,4_dose,reduced_coverage_lower,9150,308,40,112280,CAF
100420,4_dose,reduced_coverage,9493,312,40,112280,CAF
100420,4_dose,reduced_coverage_upper,9404,326,42,112280,CAF
100420,3_dose,full_coverage,17486,561,72,91670,CAF
100420,4_dose,full_coverage,20099,654,84,112280,CAF
100421,3_dose,reduced_coverage,2317,75,10,34064,CAF
100421,4_dose,reduced_coverage_lower,2709,90,12,41277,CAF
100421,4_dose,reduced_coverage,2920,94,12,41277,CAF
100421,4_dose,reduced_coverage_upper,2634,79,10,41277,CAF
100421,3_dose,full_coverage,5059,165,21,34064,CAF
100421,4_dose,full_coverage,6062,193,25,41277,CAF
100422,3_dose,reduced_coverage,2739,119,15,46031,CAF
100422,4_dose,reduced_coverage_lower,2815,117,15,56089,CAF
100422,4_dose,reduced_coverage,3119,136,18,56089,CAF
100422,4_dose,reduced_coverage_upper,3070,129,17,56089,CAF
100422,3_dose,full_coverage,5017,212,27,46031,CAF
100422,4_dose,full_coverage,6001,250,32,56089,CAF
100423,3_dose,reduced_coverage,2321,104,13,52649,CAF
100423,4_dose,reduced_coverage_lower,1863,100,13,64209,CAF
100423,4_dose,reduced_coverage,2158,114,15,64209,CAF
100423,4_dose,reduced_coverage_upper,2170,109,14,64209,CAF
100423,3_dose,full_coverage,3513,185,24,52649,CAF
100423,4_dose,full_coverage,4157,222,29,64209,CAF
100424,3_dose,reduced_coverage,1016,41,5,12499,CAF
100424,4_dose,reduced_coverage_lower,1064,42,5,15240,CAF
100424,4_dose,reduced_coverage,797,32,4,15240,CAF
100424,4_dose,reduced_coverage_upper,1133,45,6,15240,CAF
100424,3_dose,full_coverage,1894,74,9,12499,CAF
100424,4_dose,full_coverage,2225,86,11,15240,CAF
100425,3_dose,reduced_coverage,129,8,1,6446,CAF
100425,4_dose,reduced_coverage_lower,152,9,1,7860,CAF
100425,4_dose,reduced_coverage,153,9,1,7860,CAF
