ISO,vaccine_type,vaccine_scenario,clin_cases_averted,sev_cases_averted,deaths_averted,num_vacc_doses
KEN,3_dose,reduced_coverage_lower,99345,5209,825,3960443
KEN,3_dose,reduced_coverage_upper,99345,5209,825,3960443
KEN,4_dose,full_coverage,146249,7615,1207,4814118
KEN,4_dose,reduced_coverage,116448,6027,954,4814118
KEN,4_dose,reduced_coverage_lower,112108,5827,924,4814118
KEN,4_dose,reduced_coverage_upper,124404,6442,1018,4814118
LBR,3_dose,full_coverage,42305,1935,315,480800
LBR,3_dose,reduced_coverage,34351,1571,256,480800
LBR,3_dose,reduced_coverage_lower,34351,1571,256,480800
LBR,3_dose,reduced_coverage_upper,34351,1571,256,480800
LBR,4_dose,full_coverage,50902,2313,381,583429
LBR,4_dose,reduced_coverage,41276,1853,306,583429
LBR,4_dose,reduced_coverage_lower,40204,1844,303,583429
LBR,4_dose,reduced_coverage_upper,43179,1963,323,583429
MLI,3_dose,full_coverage,410097,13858,2594,2812071
MLI,3_dose,reduced_coverage,276948,9459,1770,2812071
MLI,3_dose,reduced_coverage_lower,276948,9459,1770,2812071
MLI,3_dose,reduced_coverage_upper,276948,9459,1770,2812071
MLI,4_dose,full_coverage,494571,16558,3098,3398929
MLI,4_dose,reduced_coverage,324095,10756,2012,3398929
MLI,4_dose,reduced_coverage_lower,311482,10295,1925,3398929
MLI,4_dose,reduced_coverage_upper,330556,11050,2067,3398929
MOZ,3_dose,full_coverage,706070,20235,3327,3386587
MOZ,3_dose,reduced_coverage,549315,15428,2537,3386587
MOZ,3_dose,reduced_coverage_lower,549315,15428,2537,3386587
MOZ,3_dose,reduced_coverage_upper,549315,15428,2537,3386587
MOZ,4_dose,full_coverage,874368,24016,3949,4131449
MOZ,4_dose,reduced_coverage,672151,18065,2971,4131449
MOZ,4_dose,reduced_coverage_lower,645371,18342,3015,4131449
MOZ,4_dose,reduced_coverage_upper,698549,19267,3167,4131449
MWI,3_dose,full_coverage,273236,11519,1868,2209389
MWI,3_dose,reduced_coverage,237697,10054,1628,2209389
MWI,3_dose,reduced_coverage_lower,237697,10054,1628,2209389
MWI,3_dose,reduced_coverage_upper,237697,10054,1628,2209389
MWI,4_dose,full_coverage,336303,13783,2236,2683802
MWI,4_dose,reduced_coverage,281401,11684,1893,2683802
MWI,4_dose,reduced_coverage_lower,269803,11335,1839,2683802
MWI,4_dose,reduced_coverage_upper,294354,12152,1971,2683802
NAM,3_dose,full_coverage,98,9,1,18836
NAM,3_dose,reduced_coverage,91,8,1,18836
NAM,3_dose,reduced_coverage_lower,91,8,1,18836
NAM,3_dose,reduced_coverage_upper,91,8,1,18836
NAM,4_dose,full_coverage,95,8,1,22878
NAM,4_dose,reduced_coverage,98,8,1,22878
NAM,4_dose,reduced_coverage_lower,111,9,1,22878
NAM,4_dose,reduced_coverage_upper,115,9,2,22878
NER,3_dose,full_coverage,472801,19116,3244,3748406
NER,3_dose,reduced_coverage,380049,15562,2641,3748406
NER,3_dose,reduced_coverage_lower,380049,15562,2641,3748406
NER,3_dose,reduced_coverage_upper,380049,15562,2641,3748406
NER,4_dose,full_coverage,573188,22659,3845,4535378
NER,4_dose,reduced_coverage,444962,17870,3032,4535378
NER,4_dose,reduced_coverage_lower,434282,17286,2933,4535378
NER,4_dose,reduced_coverage_upper,460101,18142,3077,4535378
NGA,3_dose,full_coverage,3878080,119867,19479,24290531
NGA,3_dose,reduced_coverage,1648455,50386,8190,24290531
NGA,3_dose,reduced_coverage_lower,1648455,50386,8190,24290531
NGA,3_dose,reduced_coverage_upper,1648455,50386,8190,24290531
NGA,4_dose,full_coverage,4651629,141734,23032,29557019
NGA,4_dose,reduced_coverage,1949412,58916,9576,29557019
NGA,4_dose,reduced_coverage_lower,1866027,55917,9090,29557019
NGA,4_dose,reduced_coverage_upper,1971899,59709,9706,29557019
SLE,3_dose,full_coverage,138715,3918,618,623575
SLE,3_dose,reduced_coverage,117568,3320,525,623575
SLE,3_dose,reduced_coverage_lower,117568,3320,525,623575
SLE,3_dose,reduced_coverage_upper,117568,3320,525,623575
SLE,4_dose,full_coverage,167285,4564,721,757263
SLE,4_dose,reduced_coverage,149829,4006,632,757263
SLE,4_dose,reduced_coverage_lower,141272,3808,602,757263
SLE,4_dose,reduced_coverage_upper,149067,4115,650,757263
SSD,3_dose,full_coverage,80805,4170,794,1382877
SSD,3_dose,reduced_coverage,19618,1015,195,1382877
SSD,3_dose,reduced_coverage_lower,19618,1015,195,1382877
SSD,3_dose,reduced_coverage_upper,19618,1015,195,1382877
SSD,4_dose,full_coverage,97081,4936,937,1685141
SSD,4_dose,reduced_coverage,23857,1219,233,1685141
SSD,4_dose,reduced_coverage_lower,23516,1192,227,1685141
SSD,4_dose,reduced_coverage_upper,25513,1312,249,1685141
TCD,3_dose,full_coverage,89788,5170,1006,1964982
TCD,3_dose,reduced_coverage,35456,2122,414,1964982
TCD,3_dose,reduced_coverage_lower,35456,2122,414,1964982
TCD,3_dose,reduced_coverage_upper,35456,2122,414,1964982
TCD,4_dose,full_coverage,105950,6114,1191,2385736
TCD,4_dose,reduced_coverage,39859,2298,448,2385736
TCD,4_dose,reduced_coverage_lower,38521,2304,447,2385736
TCD,4_dose,reduced_coverage_upper,43204,2471,479,2385736
TGO,3_dose,full_coverage,178614,5198,943,781780
TGO,3_dose,reduced_coverage,160753,4812,873,781780
TGO,3_dose,reduced_coverage_lower,160753,4812,873,781780
TGO,3_dose,reduced_coverage_upper,160753,4812,873,781780
TGO,4_dose,full_coverage,212827,6136,1111,952515
TGO,4_dose,reduced_coverage,181733,5410,981,952515
TGO,4_dose,reduced_coverage_lower,174344,5242,950,952515
TGO,4_dose,reduced_coverage_upper,188046,5728,1039,952515
TZA,3_dose,full_coverage,287886,16892,2451,6714380
TZA,3_dose,reduced_coverage,286269,16840,2446,6714380
TZA,3_dose,reduced_coverage_lower,286269,16840,2446,6714380
TZA,3_dose,reduced_coverage_upper,286269,16840,2446,6714380
TZA,4_dose,full_coverage,362560,21037,3056,8156181
TZA,4_dose,reduced_coverage,333277,19614,2848,8156181
TZA,4_dose,reduced_coverage_lower,320343,18686,2714,8156181
TZA,4_dose,reduced_coverage_upper,345206,20162,2926,8156181
UGA,3_dose,full_coverage,515999,20971,3270,5453123
UGA,3_dose,reduced_coverage,440059,17925,2785,5453123
UGA,3_dose,reduced_coverage_lower,440059,17925,2785,5453123
UGA,3_dose,reduced_coverage_upper,440059,17925,2785,5453123
UGA,4_dose,full_coverage,624774,25211,3922,6620502
UGA,4_dose,reduced_coverage,510825,20682,3217,6620502
UGA,4_dose,reduced_coverage_lower,494191,19909,3099,6620502
UGA,4_dose,reduced_coverage_upper,538391,21564,3358,6620502
ZMB,3_dose,full_coverage,281518,10229,1557,2428137
ZMB,3_dose,reduced_coverage,260809,9566,1459,2428137
ZMB,3_dose,reduced_coverage_lower,260809,9566,1459,2428137
ZMB,3_dose,reduced_coverage_upper,260809,9566,1459,2428137
ZMB,4_dose,full_coverage,347875,12379,1886,2947407
ZMB,4_dose,reduced_coverage,314287,11302,1722,2947407
ZMB,4_dose,reduced_coverage_lower,299758,10850,1652,2947407
ZMB,4_dose,reduced_coverage_upper,320452,11488,1752,2947407
