ISO,vaccine_type,vaccine_scenario,clin_cases_averted_upper,sev_cases_averted_upper,deaths_averted_upper,num_vacc_doses_upper,clin_cases_averted_lower,sev_cases_averted_lower,deaths_averted_lower,num_vacc_doses_lower
GIN,3_dose,reduced_coverage_upper,301593,7202,929,1462195,99104,955,123,1390611
GIN,4_dose,full_coverage,779514,17548,2263,1847861,370728,4843,625,1770627
GIN,4_dose,reduced_coverage,353936,8186,1055,1847861,137264,1482,192,1770627
GIN,4_dose,reduced_coverage_lower,347787,8051,1038,1847861,119067,1304,169,1770627
GIN,4_dose,reduced_coverage_upper,365987,8551,1102,1847861,146732,1626,209,1770627
GNQ,3_dose,full_coverage,13826,468,60,65309,3735,126,17,61254
GNQ,3_dose,reduced_coverage,4623,178,23,65309,-122,-19,-3,61254
GNQ,3_dose,reduced_coverage_lower,4623,178,23,65309,-122,-19,-3,61254
GNQ,3_dose,reduced_coverage_upper,4623,178,23,65309,-122,-19,-3,61254
GNQ,4_dose,full_coverage,17882,598,77,82328,5065,175,23,78170
GNQ,4_dose,reduced_coverage,5319,202,26,82328,446,4,0,78170
GNQ,4_dose,reduced_coverage_lower,5274,202,25,82328,331,0,0,78170
GNQ,4_dose,reduced_coverage_upper,5589,214,28,82328,491,5,0,78170
KEN,3_dose,full_coverage,299873,13889,1791,4231173,57908,2081,267,4046945
KEN,3_dose,reduced_coverage,253732,11663,1507,4231173,45900,1554,203,4046945
KEN,3_dose,reduced_coverage_lower,253732,11663,1507,4231173,45900,1554,203,4046945
KEN,3_dose,reduced_coverage_upper,253732,11663,1507,4231173,45900,1554,203,4046945
KEN,4_dose,full_coverage,393963,17768,2294,5357152,80419,2992,387,5167902
KEN,4_dose,reduced_coverage,311380,14249,1839,5357152,60826,2150,278,5167902
KEN,4_dose,reduced_coverage_lower,294870,13598,1755,5357152,57950,2039,261,5167902
KEN,4_dose,reduced_coverage_upper,328881,14813,1911,5357152,64512,2291,297,5167902
LBR,3_dose,full_coverage,97720,3499,450,514354,28855,959,122,490070
LBR,3_dose,reduced_coverage,84994,3032,393,514354,24399,811,107,490070
LBR,3_dose,reduced_coverage_lower,84994,3032,393,514354,24399,811,107,490070
LBR,3_dose,reduced_coverage_upper,84994,3032,393,514354,24399,811,107,490070
LBR,4_dose,full_coverage,128409,4485,578,651265,38798,1285,165,625658
LBR,4_dose,reduced_coverage,105034,3758,486,651265,31509,1050,136,625658
LBR,4_dose,reduced_coverage_lower,101151,3557,459,651265,29884,985,124,625658
LBR,4_dose,reduced_coverage_upper,111620,3900,502,651265,33087,1099,143,625658
MLI,3_dose,full_coverage,794475,22753,2935,3070469,346565,7302,941,2949022
MLI,3_dose,reduced_coverage,544223,15608,2013,3070469,217060,4553,587,2949022
MLI,3_dose,reduced_coverage_lower,544223,15608,2013,3070469,217060,4553,587,2949022
MLI,3_dose,reduced_coverage_upper,544223,15608,2013,3070469,217060,4553,587,2949022
MLI,4_dose,full_coverage,1030331,28478,3674,3869934,461519,9971,1286,3742349
MLI,4_dose,reduced_coverage,665240,18496,2386,3869934,283029,5961,767,3742349
MLI,4_dose,reduced_coverage_lower,630558,17745,2288,3869934,265412,5575,720,3742349
MLI,4_dose,reduced_coverage_upper,688780,19360,2498,3869934,296257,6276,809,3742349
MOZ,3_dose,full_coverage,1218383,33487,4320,3681432,531878,9139,1177,3510470
MOZ,3_dose,reduced_coverage,998473,27285,3521,3681432,419719,7002,901,3510470
MOZ,3_dose,reduced_coverage_lower,998473,27285,3521,3681432,419719,7002,901,3510470
MOZ,3_dose,reduced_coverage_upper,998473,27285,3521,3681432,419719,7002,901,3510470
MOZ,4_dose,full_coverage,1595974,41326,5331,4652612,725271,12479,1610,4476503
MOZ,4_dose,reduced_coverage,1233379,32166,4151,4652612,547672,9185,1185,4476503
MOZ,4_dose,reduced_coverage_lower,1175334,30914,3987,4652612,510914,8702,1121,4476503
MOZ,4_dose,reduced_coverage_upper,1289252,33387,4308,4652612,588738,9806,1263,4476503
MWI,3_dose,full_coverage,495681,17850,2305,2392225,157656,5262,678,2291370
MWI,3_dose,reduced_coverage,440924,15906,2053,2392225,136866,4566,589,2291370
MWI,3_dose,reduced_coverage_lower,440924,15906,2053,2392225,136866,4566,589,2291370
MWI,3_dose,reduced_coverage_upper,440924,15906,2053,2392225,136866,4566,589,2291370
MWI,4_dose,full_coverage,641848,22853,2950,3020233,211020,7023,907,2916762
MWI,4_dose,reduced_coverage,549199,19432,2508,3020233,174421,5838,754,2916762
MWI,4_dose,reduced_coverage_lower,518974,18548,2390,3020233,165958,5520,709,2916762
MWI,4_dose,reduced_coverage_upper,573437,20196,2606,3020233,184074,6128,790,2916762
NAM,3_dose,full_coverage,3,0,0,19402,-5,0,0,18374
NAM,3_dose,reduced_coverage,3,0,0,19402,-3,0,0,18374
NAM,3_dose,reduced_coverage_lower,3,0,0,19402,-3,0,0,18374
NAM,3_dose,reduced_coverage_upper,3,0,0,19402,-3,0,0,18374
NAM,4_dose,full_coverage,3,0,0,24612,-3,0,0,23565
NAM,4_dose,reduced_coverage,3,0,0,24612,-3,0,0,23565
NAM,4_dose,reduced_coverage_lower,3,0,0,24612,-3,0,0,23565
NAM,4_dose,reduced_coverage_upper,3,0,0,24612,-3,0,0,23565
NER,3_dose,full_coverage,696242,27068,3492,4215718,223187,7428,957,4043464
NER,3_dose,reduced_coverage,571648,22125,2854,4215718,175622,6018,777,4043464
NER,3_dose,reduced_coverage_lower,571648,22125,2854,4215718,175622,6018,777,4043464
NER,3_dose,reduced_coverage_upper,571648,22125,2854,4215718,175622,6018,777,4043464
NER,4_dose,full_coverage,894141,34537,4455,5309020,303882,10182,1313,5135861
NER,4_dose,reduced_coverage,703472,27018,3487,5309020,225783,7729,999,5135861
NER,4_dose,reduced_coverage_lower,668744,25822,3330,5309020,213689,7201,929,5135861
NER,4_dose,reduced_coverage_upper,731431,28155,3632,5309020,240980,8065,1040,5135861
NGA,3_dose,full_coverage,5491401,171609,22139,26354302,2049617,46607,6010,25246720
NGA,3_dose,reduced_coverage,2512778,82109,10592,26354302,670192,13209,1703,25246720
NGA,3_dose,reduced_coverage_lower,2512778,82109,10592,26354302,670192,13209,1703,25246720
NGA,3_dose,reduced_coverage_upper,2512778,82109,10592,26354302,670192,13209,1703,25246720
NGA,4_dose,full_coverage,7137702,216781,27966,33298255,2758969,63190,8150,32143634
NGA,4_dose,reduced_coverage,3063590,96419,12438,33298255,939287,19891,2566,32143634
NGA,4_dose,reduced_coverage_lower,2912995,92865,11978,33298255,875833,18286,2356,32143634
NGA,4_dose,reduced_coverage_upper,3169318,100424,12954,33298255,1001666,21502,2770,32143634
SLE,3_dose,full_coverage,266166,6512,840,655017,118659,1857,240,619742
SLE,3_dose,reduced_coverage,241401,5883,760,655017,106963,1673,215,619742
SLE,3_dose,reduced_coverage_lower,241401,5883,760,655017,106963,1673,215,619742
SLE,3_dose,reduced_coverage_upper,241401,5883,760,655017,106963,1673,215,619742
SLE,4_dose,full_coverage,345305,7975,1029,824183,164155,2711,350,787858
SLE,4_dose,reduced_coverage,300835,6947,896,824183,136139,2175,281,787858
SLE,4_dose,reduced_coverage_lower,280284,6609,853,824183,129817,2055,265,787858
SLE,4_dose,reduced_coverage_upper,311476,7075,912,824183,147924,2323,300,787858
SSD,3_dose,full_coverage,96084,5014,647,1469061,11640,654,85,1403807
SSD,3_dose,reduced_coverage,32925,1837,237,1469061,-4328,-343,-44,1403807
SSD,3_dose,reduced_coverage_lower,32925,1837,237,1469061,-4328,-343,-44,1403807
SSD,3_dose,reduced_coverage_upper,32925,1837,237,1469061,-4328,-343,-44,1403807
SSD,4_dose,full_coverage,125785,6442,830,1859547,16427,925,118,1791016
SSD,4_dose,reduced_coverage,38646,2179,281,1859547,-1429,-159,-21,1791016
SSD,4_dose,reduced_coverage_lower,37467,2103,271,1859547,-2527,-223,-28,1791016
SSD,4_dose,reduced_coverage_upper,39066,2158,280,1859547,-717,-117,-14,1791016
TCD,3_dose,full_coverage,173717,8698,1122,2110994,27467,1552,197,2028012
TCD,3_dose,reduced_coverage,80194,4212,542,2110994,3822,157,20,2028012
TCD,3_dose,reduced_coverage_lower,80194,4212,542,2110994,3822,157,20,2028012
TCD,3_dose,reduced_coverage_upper,80194,4212,542,2110994,3822,157,20,2028012
TCD,4_dose,full_coverage,225071,11308,1459,2663663,37000,2151,279,2578929
TCD,4_dose,reduced_coverage,96801,4946,637,2663663,8559,449,57,2578929
TCD,4_dose,reduced_coverage_lower,92076,4808,620,2663663,7131,360,46,2578929
TCD,4_dose,reduced_coverage_upper,98983,5098,658,2663663,9726,507,67,2578929
TGO,3_dose,full_coverage,274875,7501,967,835539,109381,2290,296,788518
TGO,3_dose,reduced_coverage,250437,6835,882,835539,97235,2092,270,788518
TGO,3_dose,reduced_coverage_lower,250437,6835,882,835539,97235,2092,270,788518
TGO,3_dose,reduced_coverage_upper,250437,6835,882,835539,97235,2092,270,788518
TGO,4_dose,full_coverage,355653,9243,1193,1055190,151075,3099,400,1007549
TGO,4_dose,reduced_coverage,308980,7958,1026,1055190,126568,2712,350,1007549
TGO,4_dose,reduced_coverage_lower,296059,7744,998,1055190,122799,2566,331,1007549
TGO,4_dose,reduced_coverage_upper,323305,8433,1088,1055190,137543,2846,368,1007549
TZA,3_dose,full_coverage,142445,9871,1274,7293342,-3440,-234,-30,6989020
TZA,3_dose,reduced_coverage,139181,9435,1218,7293342,-4384,-314,-38,6989020
TZA,3_dose,reduced_coverage_lower,139181,9435,1218,7293342,-4384,-314,-38,6989020
TZA,3_dose,reduced_coverage_upper,139181,9435,1218,7293342,-4384,-314,-38,6989020
TZA,4_dose,full_coverage,178982,12385,1596,9237012,-993,-32,-5,8923898
TZA,4_dose,reduced_coverage,165788,11455,1475,9237012,-2372,-109,-13,8923898
TZA,4_dose,reduced_coverage_lower,159633,11029,1426,9237012,-2591,-162,-19,8923898
TZA,4_dose,reduced_coverage_upper,173021,11914,1537,9237012,-1963,-98,-11,8923898
UGA,3_dose,full_coverage,1190301,39501,5095,5899213,386903,10755,1388,5626932
UGA,3_dose,reduced_coverage,1022527,34099,4399,5899213,321000,8897,1145,5626932
UGA,3_dose,reduced_coverage_lower,1022527,34099,4399,5899213,321000,8897,1145,5626932
UGA,3_dose,reduced_coverage_upper,1022527,34099,4399,5899213,321000,8897,1145,5626932
UGA,4_dose,full_coverage,1555344,50197,6475,7463628,530858,14474,1867,7182229
UGA,4_dose,reduced_coverage,1275524,41500,5357,7463628,418717,11483,1483,7182229
UGA,4_dose,reduced_coverage_lower,1208480,39352,5075,7463628,397818,10920,1411,7182229
UGA,4_dose,reduced_coverage_upper,1332353,43157,5569,7463628,444286,12093,1562,7182229
ZMB,3_dose,full_coverage,624899,19428,2508,2663947,245912,5439,703,2557411
ZMB,3_dose,reduced_coverage,594273,18190,2345,2663947,226555,5092,655,2557411
ZMB,3_dose,reduced_coverage_lower,594273,18190,2345,2663947,226555,5092,655,2557411
ZMB,3_dose,reduced_coverage_upper,594273,18190,2345,2663947,226555,5092,655,2557411
ZMB,4_dose,full_coverage,817855,24520,3162,3363912,329920,7433,961,3252274
ZMB,4_dose,reduced_coverage,735235,22079,2849,3363912,295782,6622,855,3252274
ZMB,4_dose,reduced_coverage_lower,697175,21084,2721,3363912,278637,6231,805,3252274
ZMB,4_dose,reduced_coverage_upper,771557,23077,2978,3363912,311426,6962,900,3252274
