DIDE_CODE,vaccine_type,vaccine_scenario,clin_cases_averted,sev_cases_averted,deaths_averted,num_vacc_doses,ISO
100185,4_dose,reduced_coverage_upper,16815,684,88,156167,BDI
100185,3_dose,full_coverage,14237,577,74,122545,BDI
100185,4_dose,full_coverage,18451,736,95,156167,BDI
100186,3_dose,reduced_coverage,1572,107,14,67382,BDI
100186,4_dose,reduced_coverage_lower,1808,122,16,84551,BDI
100186,4_dose,reduced_coverage,1925,128,17,84551,BDI
100186,4_dose,reduced_coverage_upper,2046,137,18,84551,BDI
100186,3_dose,full_coverage,1603,109,14,67382,BDI
100186,4_dose,full_coverage,2193,148,19,84551,BDI
100187,3_dose,reduced_coverage,568,41,5,40697,BDI
100187,4_dose,reduced_coverage_lower,655,48,6,51724,BDI
100187,4_dose,reduced_coverage,730,53,7,51724,BDI
100187,4_dose,reduced_coverage_upper,678,49,6,51724,BDI
100187,3_dose,full_coverage,698,52,7,40697,BDI
100187,4_dose,full_coverage,759,55,7,51724,BDI
100188,3_dose,reduced_coverage,12641,512,66,129251,BDI
100188,4_dose,reduced_coverage_lower,15578,632,82,163057,BDI
100188,4_dose,reduced_coverage,15813,645,83,163057,BDI
100188,4_dose,reduced_coverage_upper,15421,635,82,163057,BDI
100188,3_dose,full_coverage,13280,546,70,129251,BDI
100188,4_dose,full_coverage,17364,716,92,163057,BDI
100189,3_dose,reduced_coverage,447,31,4,21294,BDI
100189,4_dose,reduced_coverage_lower,523,36,5,26991,BDI
100189,4_dose,reduced_coverage,556,39,5,26991,BDI
100189,4_dose,reduced_coverage_upper,609,41,5,26991,BDI
100189,3_dose,full_coverage,521,35,5,21294,BDI
100189,4_dose,full_coverage,686,47,6,26991,BDI
100190,3_dose,reduced_coverage,8358,424,55,127561,BDI
100190,4_dose,reduced_coverage_lower,10242,497,64,161338,BDI
100190,4_dose,reduced_coverage,10666,518,67,161338,BDI
100190,4_dose,reduced_coverage_upper,11722,575,74,161338,BDI
100190,3_dose,full_coverage,9598,477,61,127561,BDI
100190,4_dose,full_coverage,12097,610,79,161338,BDI
100191,3_dose,reduced_coverage,3301,183,24,62090,BDI
100191,4_dose,reduced_coverage_lower,3926,218,28,79196,BDI
100191,4_dose,reduced_coverage,4034,225,29,79196,BDI
100191,4_dose,reduced_coverage_upper,4176,235,30,79196,BDI
100191,3_dose,full_coverage,3506,191,25,62090,BDI
100191,4_dose,full_coverage,4528,250,32,79196,BDI
100192,3_dose,reduced_coverage,6931,297,38,82282,BDI
100192,4_dose,reduced_coverage_lower,7824,347,45,104725,BDI
100192,4_dose,reduced_coverage,8205,371,48,104725,BDI
100192,4_dose,reduced_coverage_upper,8999,400,52,104725,BDI
100192,3_dose,full_coverage,7149,317,41,82282,BDI
100192,4_dose,full_coverage,9650,424,55,104725,BDI
100196,3_dose,reduced_coverage,12504,461,59,99703,BEN
100196,4_dose,reduced_coverage_lower,14647,518,67,126429,BEN
100196,4_dose,reduced_coverage,15062,536,69,126429,BEN
100196,4_dose,reduced_coverage_upper,16370,585,75,126429,BEN
100196,3_dose,full_coverage,14270,517,67,99703,BEN
100196,4_dose,full_coverage,18492,663,86,126429,BEN
100197,3_dose,reduced_coverage,11948,460,59,101470,BEN
100197,4_dose,reduced_coverage_lower,13278,495,64,130185,BEN
100197,4_dose,reduced_coverage,14386,538,69,130185,BEN
100197,4_dose,reduced_coverage_upper,14940,559,72,130185,BEN
100197,3_dose,full_coverage,14226,538,69,101470,BEN
100197,4_dose,full_coverage,17749,667,86,130185,BEN
100198,3_dose,reduced_coverage,18539,778,100,215691,BEN
100198,4_dose,reduced_coverage_lower,22652,926,119,273623,BEN
100198,4_dose,reduced_coverage,23032,942,122,273623,BEN
100198,4_dose,reduced_coverage_upper,23758,993,128,273623,BEN
100198,3_dose,full_coverage,22555,937,121,215691,BEN
100198,4_dose,full_coverage,28926,1186,153,273623,BEN
100199,3_dose,reduced_coverage,14225,526,68,139746,BEN
100199,4_dose,reduced_coverage_lower,17698,643,83,176749,BEN
100199,4_dose,reduced_coverage,17944,650,84,176749,BEN
100199,4_dose,reduced_coverage_upper,19268,712,92,176749,BEN
100199,3_dose,full_coverage,17250,652,84,139746,BEN
100199,4_dose,full_coverage,23837,892,115,176749,BEN
100200,3_dose,reduced_coverage,10963,412,53,102932,BEN
100200,4_dose,reduced_coverage_lower,13145,510,66,130631,BEN
100200,4_dose,reduced_coverage,13014,498,64,130631,BEN
100200,4_dose,reduced_coverage_upper,14662,556,72,130631,BEN
100200,3_dose,full_coverage,12959,500,64,102932,BEN
100200,4_dose,full_coverage,17116,634,82,130631,BEN
100201,3_dose,reduced_coverage,10997,344,44,64630,BEN
100201,4_dose,reduced_coverage_lower,12653,383,49,82724,BEN
100201,4_dose,reduced_coverage,13232,413,53,82724,BEN
100201,4_dose,reduced_coverage_upper,14124,433,56,82724,BEN
100201,3_dose,full_coverage,13711,419,54,64630,BEN
100201,4_dose,full_coverage,17701,536,69,82724,BEN
100202,3_dose,reduced_coverage,20424,581,75,103732,BEN
100202,4_dose,reduced_coverage_lower,23219,637,82,131947,BEN
100202,4_dose,reduced_coverage,23973,682,88,131947,BEN
100202,4_dose,reduced_coverage_upper,24494,664,86,131947,BEN
100202,3_dose,full_coverage,22729,649,84,103732,BEN
100202,4_dose,full_coverage,30284,843,109,131947,BEN
100203,3_dose,reduced_coverage,580,38,5,29041,BEN
100203,4_dose,reduced_coverage_lower,643,42,5,36686,BEN
100203,4_dose,reduced_coverage,684,46,6,36686,BEN
100203,4_dose,reduced_coverage_upper,770,51,7,36686,BEN
100203,3_dose,full_coverage,666,45,6,29041,BEN
100203,4_dose,full_coverage,917,62,8,36686,BEN
100204,3_dose,reduced_coverage,12145,320,41,63732,BEN
100204,4_dose,reduced_coverage_lower,14507,391,50,81208,BEN
100204,4_dose,reduced_coverage,15114,409,53,81208,BEN
100204,4_dose,reduced_coverage_upper,16112,428,55,81208,BEN
100204,3_dose,full_coverage,14566,396,51,63732,BEN
100204,4_dose,full_coverage,19353,508,66,81208,BEN
100205,3_dose,reduced_coverage,7251,368,47,132496,BEN
100205,4_dose,reduced_coverage_lower,8006,410,53,169018,BEN
100205,4_dose,reduced_coverage,8985,455,59,169018,BEN
100205,4_dose,reduced_coverage_upper,9286,480,62,169018,BEN
100205,3_dose,full_coverage,8850,458,59,132496,BEN
100205,4_dose,full_coverage,10913,561,72,169018,BEN
100206,3_dose,reduced_coverage,4926,215,28,77588,BEN
100206,4_dose,reduced_coverage_lower,5803,269,35,98880,BEN
100206,4_dose,reduced_coverage,6491,299,39,98880,BEN
100206,4_dose,reduced_coverage_upper,6719,305,39,98880,BEN
100206,3_dose,full_coverage,6050,275,36,77588,BEN
100206,4_dose,full_coverage,7979,366,47,98880,BEN
100207,3_dose,reduced_coverage,11028,442,57,111231,BEN
100207,4_dose,reduced_coverage_lower,12722,499,64,142532,BEN
100207,4_dose,reduced_coverage,13741,535,69,142532,BEN
100207,4_dose,reduced_coverage_upper,14370,562,72,142532,BEN
100207,3_dose,full_coverage,13174,522,67,111231,BEN
100207,4_dose,full_coverage,17828,683,88,142532,BEN
100211,3_dose,reduced_coverage,80334,1510,195,252436,BFA
100211,4_dose,reduced_coverage_lower,92654,1754,226,319513,BFA
100211,4_dose,reduced_coverage,98581,1853,239,319513,BFA
100211,4_dose,reduced_coverage_upper,99249,1789,231,319513,BFA
100211,3_dose,full_coverage,88606,1647,212,252436,BFA
100211,4_dose,full_coverage,117674,2120,273,319513,BFA
100212,3_dose,reduced_coverage,25144,621,80,94328,BFA
100212,4_dose,reduced_coverage_lower,28884,694,89,119605,BFA
100212,4_dose,reduced_coverage,29880,720,93,119605,BFA
100212,4_dose,reduced_coverage_upper,31066,733,95,119605,BFA
100212,3_dose,full_coverage,27446,687,89,94328,BFA
100212,4_dose,full_coverage,34981,859,111,119605,BFA
100213,3_dose,reduced_coverage,15498,835,108,322994,BFA
100213,4_dose,reduced_coverage_lower,18778,1031,133,409908,BFA
100213,4_dose,reduced_coverage,19204,1061,137,409908,BFA
100213,4_dose,reduced_coverage_upper,20208,1112,143,409908,BFA
100213,3_dose,full_coverage,17828,964,124,322994,BFA
100213,4_dose,full_coverage,22580,1243,160,409908,BFA
100214,3_dose,reduced_coverage,42251,1062,137,197942,BFA
100214,4_dose,reduced_coverage_lower,54232,1335,172,251985,BFA
100214,4_dose,reduced_coverage,55188,1333,172,251985,BFA
100214,4_dose,reduced_coverage_upper,59412,1454,188,251985,BFA
100214,3_dose,full_coverage,52348,1307,169,197942,BFA
100214,4_dose,full_coverage,66783,1657,214,251985,BFA
100215,3_dose,reduced_coverage,48576,1158,149,206374,BFA
100215,4_dose,reduced_coverage_lower,58265,1387,179,261023,BFA
100215,4_dose,reduced_coverage,60374,1435,185,261023,BFA
100215,4_dose,reduced_coverage_upper,66445,1558,201,261023,BFA
100215,3_dose,full_coverage,55659,1288,166,206374,BFA
100215,4_dose,full_coverage,72711,1704,220,261023,BFA
100216,3_dose,reduced_coverage,49292,1273,164,202806,BFA
100216,4_dose,reduced_coverage_lower,56646,1416,183,257445,BFA
100216,4_dose,reduced_coverage,58245,1492,192,257445,BFA
100216,4_dose,reduced_coverage_upper,61453,1564,202,257445,BFA
100216,3_dose,full_coverage,49824,1264,163,202806,BFA
100216,4_dose,full_coverage,64260,1632,210,257445,BFA
100217,3_dose,reduced_coverage,20572,617,80,112219,BFA
100217,4_dose,reduced_coverage_lower,24233,727,94,142144,BFA
100217,4_dose,reduced_coverage,25888,776,100,142144,BFA
100217,4_dose,reduced_coverage_upper,26813,800,103,142144,BFA
100217,3_dose,full_coverage,22983,698,90,112219,BFA
100217,4_dose,full_coverage,29872,895,115,142144,BFA
100218,3_dose,reduced_coverage,51570,1014,131,209360,BFA
100218,4_dose,reduced_coverage_lower,67996,1359,175,264704,BFA
100218,4_dose,reduced_coverage,71056,1434,185,264704,BFA
100218,4_dose,reduced_coverage_upper,73613,1479,191,264704,BFA
100218,3_dose,full_coverage,61469,1240,160,209360,BFA
100218,4_dose,full_coverage,80592,1607,207,264704,BFA
100219,3_dose,reduced_coverage,55796,1476,190,258757,BFA
100219,4_dose,reduced_coverage_lower,66915,1761,227,330294,BFA
100219,4_dose,reduced_coverage,67829,1734,224,330294,BFA
100219,4_dose,reduced_coverage_upper,72961,1903,246,330294,BFA
100219,3_dose,full_coverage,60166,1583,204,258757,BFA
100219,4_dose,full_coverage,77952,2022,261,330294,BFA
100220,3_dose,reduced_coverage,48991,1107,143,204812,BFA
100220,4_dose,reduced_coverage_lower,59258,1345,173,259170,BFA
100220,4_dose,reduced_coverage,62144,1408,182,259170,BFA
100220,4_dose,reduced_coverage_upper,66371,1520,196,259170,BFA
100220,3_dose,full_coverage,56001,1291,167,204812,BFA
100220,4_dose,full_coverage,73889,1699,219,259170,BFA
100221,3_dose,reduced_coverage,19876,590,76,120017,BFA
100221,4_dose,reduced_coverage_lower,23576,693,89,151416,BFA
100221,4_dose,reduced_coverage,25665,773,100,151416,BFA
100221,4_dose,reduced_coverage_upper,26405,779,101,151416,BFA
100221,3_dose,full_coverage,22085,634,82,120017,BFA
100221,4_dose,full_coverage,29437,871,112,151416,BFA
100222,3_dose,reduced_coverage,49674,1035,133,166828,BFA
100222,4_dose,reduced_coverage_lower,61698,1268,164,213098,BFA
100222,4_dose,reduced_coverage,62244,1265,163,213098,BFA
100222,4_dose,reduced_coverage_upper,65634,1333,172,213098,BFA
100222,3_dose,full_coverage,56102,1178,152,166828,BFA
100222,4_dose,full_coverage,70584,1452,187,213098,BFA
100223,3_dose,reduced_coverage,35064,568,73,105909,BFA
100223,4_dose,reduced_coverage_lower,40987,671,87,134364,BFA
100223,4_dose,reduced_coverage,45020,754,97,134364,BFA
100223,4_dose,reduced_coverage_upper,46621,766,99,134364,BFA
100223,3_dose,full_coverage,39246,664,86,105909,BFA
100223,4_dose,full_coverage,52175,844,109,134364,BFA
100409,3_dose,reduced_coverage,333,14,2,5363,CAF
100409,4_dose,reduced_coverage_lower,372,15,2,6868,CAF
100409,4_dose,reduced_coverage,389,15,2,6868,CAF
100409,4_dose,reduced_coverage_upper,445,19,2,6868,CAF
100409,3_dose,full_coverage,661,27,4,5363,CAF
100409,4_dose,full_coverage,875,35,5,6868,CAF
100410,3_dose,reduced_coverage,1748,63,8,26625,CAF
100410,4_dose,reduced_coverage_lower,2236,80,10,33714,CAF
100410,4_dose,reduced_coverage,1979,70,9,33714,CAF
100410,4_dose,reduced_coverage_upper,2286,82,11,33714,CAF
100410,3_dose,full_coverage,3791,135,17,26625,CAF
100410,4_dose,full_coverage,4988,175,23,33714,CAF
100411,3_dose,reduced_coverage,3718,78,10,31054,CAF
100411,4_dose,reduced_coverage_lower,4855,108,14,39407,CAF
100411,4_dose,reduced_coverage,5223,114,15,39407,CAF
100411,4_dose,reduced_coverage_upper,5627,118,15,39407,CAF
100411,3_dose,full_coverage,8746,196,25,31054,CAF
100411,4_dose,full_coverage,11591,252,32,39407,CAF
100412,3_dose,reduced_coverage,996,24,3,6816,CAF
100412,4_dose,reduced_coverage_lower,1118,25,3,8591,CAF
100412,4_dose,reduced_coverage,1119,25,3,8591,CAF
100412,4_dose,reduced_coverage_upper,1279,28,4,8591,CAF
100412,3_dose,full_coverage,2016,43,6,6816,CAF
100412,4_dose,full_coverage,2755,60,8,8591,CAF
100413,3_dose,reduced_coverage,790,28,4,10898,CAF
100413,4_dose,reduced_coverage_lower,997,36,5,13734,CAF
100413,4_dose,reduced_coverage,1034,37,5,13734,CAF
100413,4_dose,reduced_coverage_upper,997,35,5,13734,CAF
100413,3_dose,full_coverage,1663,60,8,10898,CAF
100413,4_dose,full_coverage,2220,79,10,13734,CAF
100414,3_dose,reduced_coverage,1785,47,6,14923,CAF
100414,4_dose,reduced_coverage_lower,1944,51,7,18936,CAF
100414,4_dose,reduced_coverage,2357,59,8,18936,CAF
100414,4_dose,reduced_coverage_upper,2331,59,8,18936,CAF
100414,3_dose,full_coverage,3699,97,13,14923,CAF
100414,4_dose,full_coverage,5046,130,17,18936,CAF
100415,3_dose,reduced_coverage,2712,66,9,31053,CAF
100415,4_dose,reduced_coverage_lower,3106,79,10,39195,CAF
100415,4_dose,reduced_coverage,3121,79,10,39195,CAF
100415,4_dose,reduced_coverage_upper,3446,95,12,39195,CAF
100415,3_dose,full_coverage,6034,161,21,31053,CAF
100415,4_dose,full_coverage,8431,227,29,39195,CAF
100416,3_dose,reduced_coverage,2788,105,14,45629,CAF
100416,4_dose,reduced_coverage_lower,3126,118,15,57706,CAF
100416,4_dose,reduced_coverage,3536,127,16,57706,CAF
100416,4_dose,reduced_coverage_upper,3927,140,18,57706,CAF
100416,3_dose,full_coverage,5931,218,28,45629,CAF
100416,4_dose,full_coverage,7703,284,37,57706,CAF
100417,3_dose,reduced_coverage,3653,65,8,20301,CAF
100417,4_dose,reduced_coverage_lower,4484,84,11,25864,CAF
100417,4_dose,reduced_coverage,4718,93,12,25864,CAF
100417,4_dose,reduced_coverage_upper,5237,99,13,25864,CAF
100417,3_dose,full_coverage,7703,145,19,20301,CAF
100417,4_dose,full_coverage,9779,180,23,25864,CAF
100418,3_dose,reduced_coverage,1304,41,5,14667,CAF
100418,4_dose,reduced_coverage_lower,1492,48,6,18554,CAF
100418,4_dose,reduced_coverage,1451,46,6,18554,CAF
100418,4_dose,reduced_coverage_upper,1547,48,6,18554,CAF
100418,3_dose,full_coverage,2596,80,10,14667,CAF
100418,4_dose,full_coverage,3497,108,14,18554,CAF
100419,3_dose,reduced_coverage,1415,63,8,29648,CAF
100419,4_dose,reduced_coverage_lower,1836,79,10,37291,CAF
100419,4_dose,reduced_coverage,1888,83,11,37291,CAF
100419,4_dose,reduced_coverage_upper,1908,79,10,37291,CAF
100419,3_dose,full_coverage,2928,127,16,29648,CAF
100419,4_dose,full_coverage,3950,168,22,37291,CAF
100420,3_dose,reduced_coverage,11196,315,41,93051,CAF
100420,4_dose,reduced_coverage_lower,12371,333,43,119490,CAF
100420,4_dose,reduced_coverage,14043,385,50,119490,CAF
100420,4_dose,reduced_coverage_upper,13323,372,48,119490,CAF
100420,3_dose,full_coverage,23352,624,80,93051,CAF
100420,4_dose,full_coverage,29230,771,99,119490,CAF
100421,3_dose,reduced_coverage,3324,88,11,34776,CAF
100421,4_dose,reduced_coverage_lower,4136,101,13,44035,CAF
100421,4_dose,reduced_coverage,4677,117,15,44035,CAF
100421,4_dose,reduced_coverage_upper,4779,117,15,44035,CAF
100421,3_dose,full_coverage,7636,199,26,34776,CAF
100421,4_dose,full_coverage,9787,252,33,44035,CAF
100422,3_dose,reduced_coverage,3115,107,14,46607,CAF
100422,4_dose,reduced_coverage_lower,3972,141,18,59655,CAF
100422,4_dose,reduced_coverage,4327,144,19,59655,CAF
100422,4_dose,reduced_coverage_upper,4478,151,20,59655,CAF
100422,3_dose,full_coverage,6773,230,30,46607,CAF
100422,4_dose,full_coverage,8909,305,39,59655,CAF
100423,3_dose,reduced_coverage,2986,122,16,53768,CAF
100423,4_dose,reduced_coverage_lower,3107,141,18,67870,CAF
100423,4_dose,reduced_coverage,3513,152,20,67870,CAF
100423,4_dose,reduced_coverage_upper,3649,153,20,67870,CAF
100423,3_dose,full_coverage,5564,242,31,53768,CAF
100423,4_dose,full_coverage,7022,304,39,67870,CAF
100424,3_dose,reduced_coverage,1214,41,5,12752,CAF
100424,4_dose,reduced_coverage_lower,1362,45,6,16275,CAF
100424,4_dose,reduced_coverage,1396,42,5,16275,CAF
100424,4_dose,reduced_coverage_upper,1487,47,6,16275,CAF
100424,3_dose,full_coverage,2543,79,10,12752,CAF
100424,4_dose,full_coverage,3242,100,13,16275,CAF
100425,3_dose,reduced_coverage,200,11,1,6550,CAF
100425,4_dose,reduced_coverage_lower,267,14,2,8342,CAF
