DIDE_CODE,vaccine_type,vaccine_scenario,clin_cases_averted_upper,clin_cases_averted_lower,sev_cases_averted_upper,sev_cases_averted_lower,deaths_averted_upper,deaths_averted_lower,num_vacc_doses_upper,num_vacc_doses_lower,ISO
100184,4_dose,full_coverage,9956,1965,558,118,89,19,128387,123616,BDI
100185,3_dose,reduced_coverage,19590,6068,810,223,129,35,120536,114807,BDI
100185,4_dose,reduced_coverage_lower,22700,6979,886,258,141,41,145655,139829,BDI
100185,4_dose,reduced_coverage,23984,7287,887,271,141,43,145655,139829,BDI
100185,4_dose,reduced_coverage_upper,24312,7793,926,275,147,44,145655,139829,BDI
100185,3_dose,full_coverage,23006,6855,902,258,143,41,120536,114807,BDI
100185,4_dose,full_coverage,26673,8608,1045,316,166,50,145655,139829,BDI
100186,3_dose,reduced_coverage,3926,564,229,37,36,6,66015,63249,BDI
100186,4_dose,reduced_coverage_lower,4492,586,253,40,40,6,79839,77233,BDI
100186,4_dose,reduced_coverage,4685,658,270,46,43,7,79839,77233,BDI
100186,4_dose,reduced_coverage_upper,4892,693,275,51,44,8,79839,77233,BDI
100186,3_dose,full_coverage,4362,609,246,36,39,6,66015,63249,BDI
100186,4_dose,full_coverage,5255,753,303,53,48,8,79839,77233,BDI
100187,3_dose,reduced_coverage,1755,213,114,16,18,2,39677,38079,BDI
100187,4_dose,reduced_coverage_lower,1955,230,126,18,20,3,47909,46277,BDI
100187,4_dose,reduced_coverage,2020,243,130,18,21,3,47909,46277,BDI
100187,4_dose,reduced_coverage_upper,2134,282,134,20,21,3,47909,46277,BDI
100187,3_dose,full_coverage,1940,223,123,16,20,2,39677,38079,BDI
100187,4_dose,full_coverage,2338,306,150,20,24,3,47909,46277,BDI
100188,3_dose,reduced_coverage,19071,5045,799,225,127,36,125736,120049,BDI
100188,4_dose,reduced_coverage_lower,21205,5878,878,259,139,41,152500,146321,BDI
100188,4_dose,reduced_coverage,22105,6253,934,262,148,42,152500,146321,BDI
100188,4_dose,reduced_coverage_upper,22959,6773,967,271,153,43,152500,146321,BDI
100188,3_dose,full_coverage,21246,6006,872,265,138,42,125736,120049,BDI
100188,4_dose,full_coverage,25351,7426,1049,307,167,49,152500,146321,BDI
100189,3_dose,reduced_coverage,1225,150,73,12,12,2,20851,20025,BDI
100189,4_dose,reduced_coverage_lower,1385,168,79,13,13,2,25294,24359,BDI
100189,4_dose,reduced_coverage,1420,182,82,14,13,2,25294,24359,BDI
100189,4_dose,reduced_coverage_upper,1449,211,87,15,14,2,25294,24359,BDI
100189,3_dose,full_coverage,1319,200,78,13,12,2,20851,20025,BDI
100189,4_dose,full_coverage,1587,230,92,17,15,3,25294,24359,BDI
100190,3_dose,reduced_coverage,14581,3799,674,179,107,28,126717,120602,BDI
100190,4_dose,reduced_coverage_lower,16578,4237,749,198,119,31,152820,146424,BDI
100190,4_dose,reduced_coverage,16895,4387,762,219,121,35,152820,146424,BDI
100190,4_dose,reduced_coverage_upper,17347,4734,797,214,127,34,152820,146424,BDI
100190,3_dose,full_coverage,15145,4081,687,192,109,31,126717,120602,BDI
100190,4_dose,full_coverage,19235,5461,864,240,137,38,152820,146424,BDI
100191,3_dose,reduced_coverage,6162,1326,300,72,48,11,60957,58542,BDI
100191,4_dose,reduced_coverage_lower,6888,1452,334,79,53,13,73779,71421,BDI
100191,4_dose,reduced_coverage,7070,1614,336,84,53,13,73779,71421,BDI
100191,4_dose,reduced_coverage_upper,7473,1536,362,91,57,14,73779,71421,BDI
100191,3_dose,full_coverage,6205,1433,333,79,53,13,60957,58542,BDI
100191,4_dose,full_coverage,7791,1645,401,95,64,15,73779,71421,BDI
100192,3_dose,reduced_coverage,11006,3019,499,134,79,21,80566,76873,BDI
100192,4_dose,reduced_coverage_lower,12485,3475,531,154,84,24,97417,93696,BDI
100192,4_dose,reduced_coverage,12698,3702,562,156,89,25,97417,93696,BDI
100192,4_dose,reduced_coverage_upper,13293,3726,587,175,93,28,97417,93696,BDI
100192,3_dose,full_coverage,12023,3299,545,148,86,24,80566,76873,BDI
100192,4_dose,full_coverage,14417,4177,644,181,102,29,97417,93696,BDI
100196,3_dose,reduced_coverage,20998,7690,710,240,128,43,97852,93083,BEN
100196,4_dose,reduced_coverage_lower,23420,8458,797,270,144,49,118721,113493,BEN
100196,4_dose,reduced_coverage,24347,8795,823,272,148,49,118721,113493,BEN
100196,4_dose,reduced_coverage_upper,25900,9413,830,287,150,52,118721,113493,BEN
100196,3_dose,full_coverage,26010,9900,867,293,156,53,97852,93083,BEN
100196,4_dose,full_coverage,31204,12115,1003,349,181,63,118721,113493,BEN
100197,3_dose,reduced_coverage,20267,6669,697,217,126,39,101083,95969,BEN
100197,4_dose,reduced_coverage_lower,22158,7850,771,254,139,46,122051,117124,BEN
100197,4_dose,reduced_coverage,22957,7770,805,259,145,47,122051,117124,BEN
100197,4_dose,reduced_coverage_upper,23518,8498,816,274,147,49,122051,117124,BEN
100197,3_dose,full_coverage,24311,7994,863,270,156,49,101083,95969,BEN
100197,4_dose,full_coverage,28910,10461,980,325,177,59,122051,117124,BEN
100198,3_dose,reduced_coverage,39218,12926,1358,420,245,76,211788,200744,BEN
100198,4_dose,reduced_coverage_lower,43113,15282,1504,480,271,87,256730,245164,BEN
100198,4_dose,reduced_coverage,45329,15954,1567,489,282,88,256730,245164,BEN
100198,4_dose,reduced_coverage_upper,47344,17622,1592,515,287,93,256730,245164,BEN
100198,3_dose,full_coverage,45108,16007,1653,500,298,90,211788,200744,BEN
100198,4_dose,full_coverage,54291,19714,1882,605,339,109,256730,245164,BEN
100199,3_dose,reduced_coverage,26566,10195,1015,306,183,55,138291,130720,BEN
100199,4_dose,reduced_coverage_lower,30985,11479,1142,350,206,63,167245,160259,BEN
100199,4_dose,reduced_coverage,31282,11024,1158,351,209,63,167245,160259,BEN
100199,4_dose,reduced_coverage_upper,31851,12352,1214,359,219,65,167245,160259,BEN
100199,3_dose,full_coverage,32430,13358,1241,384,224,69,138291,130720,BEN
100199,4_dose,full_coverage,39051,15693,1448,454,261,82,167245,160259,BEN
100200,3_dose,reduced_coverage,20713,6921,710,221,128,40,101445,96176,BEN
100200,4_dose,reduced_coverage_lower,23102,7936,770,242,139,44,122469,117062,BEN
100200,4_dose,reduced_coverage,24165,8498,801,263,144,47,122469,117062,BEN
100200,4_dose,reduced_coverage_upper,24181,8866,834,261,150,47,122469,117062,BEN
100200,3_dose,full_coverage,26122,9188,868,268,156,48,101445,96176,BEN
100200,4_dose,full_coverage,29716,11282,1019,313,184,56,122469,117062,BEN
100201,3_dose,reduced_coverage,17643,6406,540,167,97,30,64663,60876,BEN
100201,4_dose,reduced_coverage_lower,19497,7496,604,181,109,33,78160,74232,BEN
100201,4_dose,reduced_coverage,20202,8131,598,188,108,34,78160,74232,BEN
100201,4_dose,reduced_coverage_upper,20830,8328,629,189,113,34,78160,74232,BEN
100201,3_dose,full_coverage,21640,8611,617,201,111,36,64663,60876,BEN
100201,4_dose,full_coverage,26040,10983,710,247,128,45,78160,74232,BEN
100202,3_dose,reduced_coverage,28921,12041,812,252,146,46,103421,97336,BEN
100202,4_dose,reduced_coverage_lower,32508,13577,900,316,162,57,124921,118764,BEN
100202,4_dose,reduced_coverage,32891,14627,937,325,169,59,124921,118764,BEN
100202,4_dose,reduced_coverage_upper,35052,14924,937,341,169,62,124921,118764,BEN
100202,3_dose,full_coverage,34342,14999,994,326,179,59,103421,97336,BEN
100202,4_dose,full_coverage,41558,18889,1134,392,204,71,124921,118764,BEN
100203,3_dose,reduced_coverage,2146,482,107,25,19,4,28538,27329,BEN
100203,4_dose,reduced_coverage_lower,2460,557,119,27,22,5,34549,33305,BEN
100203,4_dose,reduced_coverage,2461,557,125,30,23,5,34549,33305,BEN
100203,4_dose,reduced_coverage_upper,2568,605,133,30,24,5,34549,33305,BEN
100203,3_dose,full_coverage,2573,610,128,30,23,5,28538,27329,BEN
100203,4_dose,full_coverage,3162,764,160,36,29,6,34549,33305,BEN
100204,3_dose,reduced_coverage,19038,8299,535,161,97,29,62545,59259,BEN
100204,4_dose,reduced_coverage_lower,21667,9177,587,190,106,34,75736,72191,BEN
100204,4_dose,reduced_coverage,22088,9820,586,196,106,35,75736,72191,BEN
100204,4_dose,reduced_coverage_upper,22912,10328,617,190,111,34,75736,72191,BEN
100204,3_dose,full_coverage,23152,10159,648,200,117,36,62545,59259,BEN
100204,4_dose,full_coverage,28303,12661,747,242,135,44,75736,72191,BEN
100205,3_dose,reduced_coverage,17199,4185,719,188,130,34,131188,125097,BEN
100205,4_dose,reduced_coverage_lower,17772,4564,781,205,141,37,158822,152839,BEN
100205,4_dose,reduced_coverage,19129,5063,800,219,144,40,158822,152839,BEN
100205,4_dose,reduced_coverage_upper,20234,4795,826,222,149,40,158822,152839,BEN
100205,3_dose,full_coverage,19365,5059,840,226,151,41,131188,125097,BEN
100205,4_dose,full_coverage,23440,6429,996,274,180,49,158822,152839,BEN
100206,3_dose,reduced_coverage,12084,3601,448,126,81,23,76863,73116,BEN
100206,4_dose,reduced_coverage_lower,13764,4218,522,145,94,26,93160,89128,BEN
100206,4_dose,reduced_coverage,14286,4434,527,147,95,27,93160,89128,BEN
100206,4_dose,reduced_coverage_upper,14389,4217,536,155,97,28,93160,89128,BEN
100206,3_dose,full_coverage,14539,4595,565,157,102,28,76863,73116,BEN
100206,4_dose,full_coverage,17413,5579,651,187,117,34,93160,89128,BEN
100207,3_dose,reduced_coverage,21106,7272,736,230,133,41,109861,104414,BEN
100207,4_dose,reduced_coverage_lower,22296,8549,779,252,140,45,133003,126995,BEN
100207,4_dose,reduced_coverage,23076,8885,818,262,147,47,133003,126995,BEN
100207,4_dose,reduced_coverage_upper,24458,9127,854,276,154,50,133003,126995,BEN
100207,3_dose,full_coverage,24837,9249,889,261,160,47,109861,104414,BEN
100207,4_dose,full_coverage,30653,11307,1028,345,185,62,133003,126995,BEN
100211,3_dose,reduced_coverage,94385,43792,2399,667,397,110,245923,233872,BFA
100211,4_dose,reduced_coverage_lower,102969,47930,2617,836,433,138,297326,284284,BFA
100211,4_dose,reduced_coverage,105857,50477,2696,865,446,143,297326,284284,BFA
100211,4_dose,reduced_coverage_upper,107336,52433,2733,922,452,153,297326,284284,BFA
100211,3_dose,full_coverage,99748,49115,2606,774,431,128,245923,233872,BFA
100211,4_dose,full_coverage,118681,59441,2964,955,491,158,297326,284284,BFA
100212,3_dose,reduced_coverage,26764,11872,814,268,135,44,92827,88276,BFA
100212,4_dose,reduced_coverage_lower,29616,13934,865,310,143,51,112315,107664,BFA
100212,4_dose,reduced_coverage,30881,14430,895,324,148,54,112315,107664,BFA
100212,4_dose,reduced_coverage_upper,32380,14662,921,326,153,54,112315,107664,BFA
100212,3_dose,full_coverage,29778,13237,844,308,140,51,92827,88276,BFA
100212,4_dose,full_coverage,35160,16383,981,381,162,63,112315,107664,BFA
100213,3_dose,reduced_coverage,24753,6424,1315,310,218,51,313806,300858,BFA
100213,4_dose,reduced_coverage_lower,28374,7273,1447,351,239,58,379872,365307,BFA
100213,4_dose,reduced_coverage,29058,7134,1503,368,249,61,379872,365307,BFA
100213,4_dose,reduced_coverage_upper,29765,8001,1545,394,256,65,379872,365307,BFA
100213,3_dose,full_coverage,25882,6891,1454,349,241,58,313806,300858,BFA
100213,4_dose,full_coverage,30567,8572,1696,421,281,70,379872,365307,BFA
100214,3_dose,reduced_coverage,55266,22112,1642,526,272,87,194066,185255,BFA
100214,4_dose,reduced_coverage_lower,60465,24654,1783,586,295,97,234538,224630,BFA
100214,4_dose,reduced_coverage,62858,24859,1869,608,309,101,234538,224630,BFA
100214,4_dose,reduced_coverage_upper,64058,26766,1877,642,311,106,234538,224630,BFA
100214,3_dose,full_coverage,58651,23835,1789,578,296,96,194066,185255,BFA
100214,4_dose,full_coverage,70431,29000,2034,714,337,118,234538,224630,BFA
100215,3_dose,reduced_coverage,57099,27314,1807,579,299,96,200258,190126,BFA
100215,4_dose,reduced_coverage_lower,63403,30545,1960,659,325,109,241940,232584,BFA
100215,4_dose,reduced_coverage,65795,31243,1981,701,328,116,241940,232584,BFA
100215,4_dose,reduced_coverage_upper,68038,33003,2030,716,336,118,241940,232584,BFA
100215,3_dose,full_coverage,63386,30432,1931,646,320,107,200258,190126,BFA
100215,4_dose,full_coverage,76087,36911,2212,794,366,131,241940,232584,BFA
100216,3_dose,reduced_coverage,54560,23494,1621,541,268,90,198508,189699,BFA
100216,4_dose,reduced_coverage_lower,60911,26520,1793,603,297,100,240452,230682,BFA
100216,4_dose,reduced_coverage,61927,28235,1830,651,303,108,240452,230682,BFA
100216,4_dose,reduced_coverage_upper,64552,28955,1878,660,311,109,240452,230682,BFA
100216,3_dose,full_coverage,59993,25730,1762,582,292,96,198508,189699,BFA
100216,4_dose,full_coverage,70627,31592,2015,719,334,119,240452,230682,BFA
100217,3_dose,reduced_coverage,23523,9281,814,255,135,42,110029,105060,BFA
100217,4_dose,reduced_coverage_lower,26716,10922,881,288,146,48,132909,127887,BFA
100217,4_dose,reduced_coverage,27593,11463,899,309,149,51,132909,127887,BFA
100217,4_dose,reduced_coverage_upper,28106,11988,939,315,155,52,132909,127887,BFA
100217,3_dose,full_coverage,25798,10983,853,300,141,50,110029,105060,BFA
100217,4_dose,full_coverage,31028,13497,1012,364,167,60,132909,127887,BFA
100218,3_dose,reduced_coverage,72392,33712,1947,618,322,102,204008,193960,BFA
100218,4_dose,reduced_coverage_lower,77526,38464,2094,721,347,119,246655,235605,BFA
100218,4_dose,reduced_coverage,82578,40170,2156,756,357,125,246655,235605,BFA
100218,4_dose,reduced_coverage_upper,85001,40644,2209,788,366,130,246655,235605,BFA
100218,3_dose,full_coverage,78803,37773,2160,707,358,117,204008,193960,BFA
100218,4_dose,full_coverage,92014,46358,2500,817,414,135,246655,235605,BFA
100219,3_dose,reduced_coverage,63195,26409,2088,734,346,121,253358,241662,BFA
100219,4_dose,reduced_coverage_lower,70647,30290,2301,815,381,135,305883,293895,BFA
100219,4_dose,reduced_coverage,71623,31056,2311,857,383,142,305883,293895,BFA
100219,4_dose,reduced_coverage_upper,74127,33022,2363,867,391,144,305883,293895,BFA
100219,3_dose,full_coverage,68437,29591,2211,780,366,129,253358,241662,BFA
100219,4_dose,full_coverage,81343,36529,2596,958,430,159,305883,293895,BFA
100220,3_dose,reduced_coverage,55750,26577,1673,595,277,98,200915,191300,BFA
100220,4_dose,reduced_coverage_lower,63543,30270,1853,671,307,111,242833,232456,BFA
100220,4_dose,reduced_coverage,66177,30970,1862,712,308,118,242833,232456,BFA
