ISO,vaccine_type,vaccine_scenario,clin_cases_averted,sev_cases_averted,deaths_averted,num_vacc_doses
SLE,3_dose,reduced_coverage_upper,155130,3562,459,637457
SLE,4_dose,full_coverage,233235,5184,668,806076
SLE,4_dose,reduced_coverage,194585,4281,553,806076
SLE,4_dose,reduced_coverage_lower,185165,4182,540,806076
SLE,4_dose,reduced_coverage_upper,210351,4603,594,806076
SSD,3_dose,full_coverage,36494,2120,273,1436926
SSD,3_dose,reduced_coverage,8575,473,62,1436926
SSD,3_dose,reduced_coverage_lower,8575,473,62,1436926
SSD,3_dose,reduced_coverage_upper,8575,473,62,1436926
SSD,4_dose,full_coverage,47066,2740,354,1825125
SSD,4_dose,reduced_coverage,11678,669,86,1825125
SSD,4_dose,reduced_coverage_lower,10493,602,76,1825125
SSD,4_dose,reduced_coverage_upper,11460,663,86,1825125
TCD,3_dose,full_coverage,73919,4360,561,2068790
TCD,3_dose,reduced_coverage,29892,1766,229,2068790
TCD,3_dose,reduced_coverage_lower,29892,1766,229,2068790
TCD,3_dose,reduced_coverage_upper,29892,1766,229,2068790
TCD,4_dose,full_coverage,95237,5576,718,2619561
TCD,4_dose,reduced_coverage,38410,2266,291,2619561
TCD,4_dose,reduced_coverage_lower,36244,2140,277,2619561
TCD,4_dose,reduced_coverage_upper,39253,2290,296,2619561
TGO,3_dose,full_coverage,175584,4809,619,812821
TGO,3_dose,reduced_coverage,157391,4274,551,812821
TGO,3_dose,reduced_coverage_lower,157391,4274,551,812821
TGO,3_dose,reduced_coverage_upper,157391,4274,551,812821
TGO,4_dose,full_coverage,231381,6335,817,1031341
TGO,4_dose,reduced_coverage,198788,5363,693,1031341
TGO,4_dose,reduced_coverage_lower,188266,5107,660,1031341
TGO,4_dose,reduced_coverage_upper,208275,5550,716,1031341
TZA,3_dose,full_coverage,28238,2239,288,7136431
TZA,3_dose,reduced_coverage,28676,2310,296,7136431
TZA,3_dose,reduced_coverage_lower,28676,2310,296,7136431
TZA,3_dose,reduced_coverage_upper,28676,2310,296,7136431
TZA,4_dose,full_coverage,37692,2998,385,9080840
TZA,4_dose,reduced_coverage,33999,2709,350,9080840
TZA,4_dose,reduced_coverage_lower,32583,2617,336,9080840
TZA,4_dose,reduced_coverage_upper,36522,2907,374,9080840
UGA,3_dose,full_coverage,659664,23420,3020,5763573
UGA,3_dose,reduced_coverage,562692,19959,2575,5763573
UGA,3_dose,reduced_coverage_lower,562692,19959,2575,5763573
UGA,3_dose,reduced_coverage_upper,562692,19959,2575,5763573
UGA,4_dose,full_coverage,876837,30646,3954,7322776
UGA,4_dose,reduced_coverage,711547,25046,3233,7322776
UGA,4_dose,reduced_coverage_lower,674448,23657,3055,7322776
UGA,4_dose,reduced_coverage_upper,748764,26193,3377,7322776
ZMB,3_dose,full_coverage,373303,11503,1485,2609956
ZMB,3_dose,reduced_coverage,364412,11155,1439,2609956
ZMB,3_dose,reduced_coverage_lower,364412,11155,1439,2609956
ZMB,3_dose,reduced_coverage_upper,364412,11155,1439,2609956
ZMB,4_dose,full_coverage,495160,14904,1923,3309098
ZMB,4_dose,reduced_coverage,448731,13521,1745,3309098
ZMB,4_dose,reduced_coverage_lower,429309,12955,1671,3309098
ZMB,4_dose,reduced_coverage_upper,468147,14138,1823,3309098
